feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.0243660360717	-0.0614602574130574	0.238551912724063	2.80095365216779e-5	0.00117213418066545	2.80095365216779e-5	0.00117213418066545	NA	abundance	105	82
2.6.1.42: Branched-chain-amino-acid transaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.50885393041896	0.114219139135528	0.307679032804296	3.13548700951552e-5	0.00128865966914657	3.13548700951552e-5	0.00128865966914657	NA	abundance	105	88
5.1.3.13: dTDP-4-dehydrorhamnose 3,5-epimerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.04256397511979	-0.0614602574130574	0.243047114252612	3.16638632016906e-5	0.00129644029095993	3.16638632016906e-5	0.00129644029095993	NA	abundance	105	85
5.99.1.3: DNA topoisomerase (ATP-hydrolyzing)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.08336693532483	0.114219139135528	0.215832805876875	3.40584976347564e-5	0.0013810629725392	3.40584976347564e-5	0.0013810629725392	NA	abundance	105	89
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.954708165902838	-0.0614602574130574	0.227509354319416	3.8221294067362e-5	0.00152106154325597	3.8221294067362e-5	0.00152106154325597	NA	abundance	105	88
2.4.1.117: Dolichyl-phosphate beta-glucosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.919552756633706	-0.0614602574130574	0.218479130943373	3.8854289789576e-5	0.00154092211619454	3.8854289789576e-5	0.00154092211619454	NA	abundance	105	82
3.6.3.28: Phosphonate-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.60709148486487	-0.0614602574130574	0.36842953475748	4.17209585242343e-5	0.00164088010527782	4.17209585242343e-5	0.00164088010527782	NA	abundance	105	68
1.1.1.205: IMP dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.23203708466383	-0.0614602574130574	0.291689176395411	4.24894193030348e-5	0.00165905648141633	4.24894193030348e-5	0.00165905648141633	NA	abundance	105	88
4.1.1.19: Arginine decarboxylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.11435231711931	-0.0614602574130574	0.263514825471792	4.26930839469744e-5	0.00166483364689867	4.26930839469744e-5	0.00166483364689867	NA	abundance	105	79
3.5.4.5: Cytidine deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.05249936512185	-0.0614602574130574	0.253862572310381	4.55250469965343e-5	0.00174435233130531	4.55250469965343e-5	0.00174435233130531	NA	abundance	105	89
4.1.1.20: Diaminopimelate decarboxylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.997085427317273	-0.0614602574130574	0.240640042784854	4.64826036769626e-5	0.00177297931167843	4.64826036769626e-5	0.00177297931167843	NA	abundance	105	87
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.36686139497352	-0.0614602574130574	0.313583097350165	5.02593979827619e-5	0.0018816410498271	5.02593979827619e-5	0.0018816410498271	NA	abundance	105	55
2.7.4.9: dTMP kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.13549695830107	-0.0614602574130574	0.273013130044347	5.02743678713629e-5	0.0018816410498271	5.02743678713629e-5	0.0018816410498271	NA	abundance	105	83
1.1.1.25: Shikimate dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.911967469411393	-0.0614602574130574	0.22165085967283	5.29345872680394e-5	0.00196857473436042	5.29345872680394e-5	0.00196857473436042	NA	abundance	105	82
2.8.1.13: tRNA-uridine 2-sulfurtransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.903387841395954	-0.0614602574130574	0.222415011911862	5.44287982184594e-5	0.00201229981048725	5.44287982184594e-5	0.00201229981048725	NA	abundance	105	85
1.8.1.9: Thioredoxin-disulfide reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.06635325954552	-0.0614602574130574	0.257229876420991	5.50232853533354e-5	0.00202933155728245	5.50232853533354e-5	0.00202933155728245	NA	abundance	105	86
2.4.2.8: Hypoxanthine phosphoribosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01688564878922	-0.0614602574130574	0.249184053135149	5.53230374236761e-5	0.00203688462227437	5.53230374236761e-5	0.00203688462227437	NA	abundance	105	89
2.1.1.198: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.05629396844715	-0.0614602574130574	0.255900444422908	6.02427067509243e-5	0.00218987726150963	6.02427067509243e-5	0.00218987726150963	NA	abundance	105	79
2.4.1.1: Glycogen phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.0488712866881	-0.0614602574130574	0.256491973735966	6.30239180845966e-5	0.00227137721507547	6.30239180845966e-5	0.00227137721507547	NA	abundance	105	89
3.5.3.11: Agmatinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.06408606576282	-0.0614602574130574	0.262660519584369	6.31057148839926e-5	0.00227324472599686	6.31057148839926e-5	0.00227324472599686	NA	abundance	105	89
5.3.1.6: Ribose-5-phosphate isomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.07523322811127	-0.0614602574130574	0.265599659458088	6.5443960632664e-5	0.00234521958735995	6.5443960632664e-5	0.00234521958735995	NA	abundance	105	89
2.5.1.10: (2E,6E)-farnesyl diphosphate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.05052739026996	-0.0614602574130574	0.257827421553053	6.67972848942739e-5	0.00238694840667436	6.67972848942739e-5	0.00238694840667436	NA	abundance	105	81
2.7.4.8: Guanylate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.16966138530808	-0.0614602574130574	0.286041219308038	6.74337494267034e-5	0.00240176907070365	6.74337494267034e-5	0.00240176907070365	NA	abundance	105	86
2.3.1.286: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.13085236790079	-0.0614602574130574	0.276799003289514	7.20156327182893e-5	0.00253401456972735	7.20156327182893e-5	0.00253401456972735	NA	abundance	105	80
6.1.1.3: Threonine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.08394050599998	-0.0614602574130574	0.268934731043324	7.51955860398468e-5	0.00262761792545138	7.51955860398468e-5	0.00262761792545138	NA	abundance	105	87
6.1.1.11: Serine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.06033510593732	-0.0614602574130574	0.262722098851073	7.65781362685139e-5	0.00266732518005001	7.65781362685139e-5	0.00266732518005001	NA	abundance	105	89
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.11205853986059	-0.0614602574130574	0.278940974408089	8.36032121560854e-5	0.00285947874216132	8.36032121560854e-5	0.00285947874216132	NA	abundance	105	90
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.11205853986059	-0.0614602574130574	0.278940974408089	8.39637552586015e-5	0.00286922200709745	8.39637552586015e-5	0.00286922200709745	NA	abundance	105	90
6.1.1.19: Arginine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.936283828083783	0.114219139135528	0.193570352467911	8.59335650913061e-5	0.00292336041890694	8.59335650913061e-5	0.00292336041890694	NA	abundance	105	88
2.8.1.4: tRNA sulfurtransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.00595951988573	-0.0614602574130574	0.25101835803883	8.83512550130144e-5	0.00299619810604958	8.83512550130144e-5	0.00299619810604958	NA	abundance	105	81
5.6.2.3: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.0558836719207	0.114219139135528	0.22321779794684601	8.975649722345e-5	0.00303295966144882	8.975649722345e-5	0.00303295966144882	NA	abundance	105	89
5.1.1.3: Glutamate racemase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.14151340607357	-0.0614602574130574	0.284686031661553	9.10657770320815e-5	0.00306767469604117	9.10657770320815e-5	0.00306767469604117	NA	abundance	105	84
3.6.1.27: Undecaprenyl-diphosphate phosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.11058882622078	-0.0614602574130574	0.283162116426425	1.3639237864327e-4	0.00426803453557859	1.3639237864327e-4	0.00426803453557859	NA	abundance	105	67
3.6.5.3: Protein-synthesizing GTPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.04486311682795	-0.0614602574130574	0.274848441186255	1.4159949752749e-4	0.00439509074847094	1.4159949752749e-4	0.00439509074847094	NA	abundance	105	90
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.877969743516595	-0.0614602574130574	0.235031417769837	1.6632684605225e-4	0.00502479365834689	1.6632684605225e-4	0.00502479365834689	NA	abundance	105	90
2.7.1.45: 2-dehydro-3-deoxygluconokinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.916879508851332	-0.0614602574130574	0.245345138602387	1.8329925873765e-4	0.00546352837718515	1.8329925873765e-4	0.00546352837718515	NA	abundance	105	90
3.5.1.1: Asparaginase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.792449986876623	-0.0614602574130574	0.214092921450602	1.8487775053664e-4	0.00549545671018914	1.8487775053664e-4	0.00549545671018914	NA	abundance	105	87
4.1.1.23: Orotidine-5'-phosphate decarboxylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.986460868361473	-0.0614602574130574	0.259358198359957	1.8686636913473e-4	0.00554370228433036	1.8686636913473e-4	0.00554370228433036	NA	abundance	105	80
2.4.1.227: acetylglucosaminyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.985663529249242	-0.0614602574130574	0.263652287957192	1.9099552254673e-4	0.00564411866082387	1.9099552254673e-4	0.00564411866082387	NA	abundance	105	89
2.1.2.2: Phosphoribosylglycinamide formyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.968870555835545	-0.0614602574130574	0.263206109213051	2.1709259301575e-4	0.00627112272121854	2.1709259301575e-4	0.00627112272121854	NA	abundance	105	90
2.7.4.25: (d)CMP kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.08628629552629	-0.0614602574130574	0.286642096291508	2.1914349764012e-4	0.00632314046387178	2.1914349764012e-4	0.00632314046387178	NA	abundance	105	67
3.2.1.4: Cellulase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.04883830540783	-0.0614602574130574	0.283224298579299	2.2043872914565e-4	0.00635326033966423	2.2043872914565e-4	0.00635326033966423	NA	abundance	105	88
2.4.2.9: Uracil phosphoribosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.883038279398041	-0.0614602574130574	0.241805555582129	2.3237759828269e-4	0.00661935707084147	2.3237759828269e-4	0.00661935707084147	NA	abundance	105	89
2.1.3.2: Aspartate carbamoyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.906046226406435	-0.0614602574130574	0.247695924928643	2.5007357954015e-4	0.0070179790486198	2.5007357954015e-4	0.0070179790486198	NA	abundance	105	89
2.7.7.3: Pantetheine-phosphate adenylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01619003652354	-0.0614602574130574	0.27391036706235	2.5416106136149e-4	0.00710638825992598	2.5416106136149e-4	0.00710638825992598	NA	abundance	105	80
1.8.1.19: Sulfide dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.04415129797485	-0.0614602574130574	0.285501983430081	2.6108409939713e-4	0.00725448335987035	2.6108409939713e-4	0.00725448335987035	NA	abundance	105	90
5.1.3.1: Ribulose-phosphate 3-epimerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.822044561482826	-0.0614602574130574	0.227359297420156	2.681181510553e-4	0.00740920669031388	2.681181510553e-4	0.00740920669031388	NA	abundance	105	86
1.17.4.2: Ribonucleoside-triphosphate reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.895507071909208	-0.0614602574130574	0.247286661101872	2.7157392571814e-4	0.00748288795034717	2.7157392571814e-4	0.00748288795034717	NA	abundance	105	87
2.3.1.8: Phosphate acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.853542617947127	-0.0614602574130574	0.236462090826864	2.8144956742641e-4	0.00770738815413877	2.8144956742641e-4	0.00770738815413877	NA	abundance	105	90
5.1.1.1: Alanine racemase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.929788648080258	-0.0614602574130574	0.258219299278329	2.9026886997244e-4	0.0079068999083203	2.9026886997244e-4	0.0079068999083203	NA	abundance	105	85
2.7.9.3: Selenide, water dikinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.02073809658137	-0.0614602574130574	0.282897776539864	2.9241120337859e-4	0.00795299739232142	2.9241120337859e-4	0.00795299739232142	NA	abundance	105	89
2.7.1.30: Glycerol kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.02428548296665	-0.0614602574130574	0.281985278683378	2.9602529062285e-4	0.00802825670148429	2.9602529062285e-4	0.00802825670148429	NA	abundance	105	65
2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.09282699752488	-0.0614602574130574	0.306135987652169	3.401509708445e-4	0.00902167464749798	3.401509708445e-4	0.00902167464749798	NA	abundance	105	75
6.5.1.2: DNA ligase (NAD(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.07557110814452	-0.0614602574130574	0.295684259425817	3.4235917457405e-4	0.00906755553251873	3.4235917457405e-4	0.00906755553251873	NA	abundance	105	71
4.2.1.33: 3-isopropylmalate dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.23916893104412	-0.0614602574130574	0.330821691292535	3.5691913269457e-4	0.00937143999805871	3.5691913269457e-4	0.00937143999805871	NA	abundance	105	62
2.7.7.60: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01924015694738	-0.0614602574130574	0.28316699774944	3.5694094099066e-4	0.00937143999805871	3.5694094099066e-4	0.00937143999805871	NA	abundance	105	76
4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01924015694738	-0.0614602574130574	0.28316699774944	3.5751174722457e-4	0.0093771707950692	3.5751174722457e-4	0.0093771707950692	NA	abundance	105	76
3.4.21.107: Peptidase Do|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.900573022215541	-0.0614602574130574	0.253249440527339	3.5838460388673e-4	0.009390320574818	3.5838460388673e-4	0.009390320574818	NA	abundance	105	89
6.1.1.9: Valine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.10045999645267	0.114219139135528	0.26054593137812	3.6717595952388e-4	0.00957764659744644	3.6717595952388e-4	0.00957764659744644	NA	abundance	105	89
3.4.11.4: Tripeptide aminopeptidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.767639889397013	-0.0614602574130574	0.217936411950535	3.6847260972768e-4	0.00960517756529818	3.6847260972768e-4	0.00960517756529818	NA	abundance	105	83
5.4.99.12: tRNA pseudouridine(38-40) synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.8766599994936	-0.0614602574130574	0.247434013727307	3.7037963911523e-4	0.00964131386022324	3.7037963911523e-4	0.00964131386022324	NA	abundance	105	81
1.4.1.13: Glutamate synthase (NADPH)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.921367671794463	-0.0614602574130574	0.261745988769736	3.7254469056356e-4	0.00969101845490704	3.7254469056356e-4	0.00969101845490704	NA	abundance	105	90
1.1.1.94: Glycerol-3-phosphate dehydrogenase (NAD(P)(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.838867646355696	-0.0614602574130574	0.237897477437339	3.781271651483e-4	0.00981348181433587	3.781271651483e-4	0.00981348181433587	NA	abundance	105	82
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.12607848629635	-0.0614602574130574	0.317633649008814	4.0438395905479e-4	0.0103663376765406	4.0438395905479e-4	0.0103663376765406	NA	abundance	105	87
2.1.1.297: Peptide chain release factor N(5)-glutamine methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.926949215705165	-0.0614602574130574	0.262224509445381	4.0621121812901e-4	0.01040262892546	4.0621121812901e-4	0.01040262892546	NA	abundance	105	82
1.3.1.98: UDP-N-acetylmuramate dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.963971085147521	-0.0614602574130574	0.273654426794317	4.3080275800944e-4	0.0108744712164915	4.3080275800944e-4	0.0108744712164915	NA	abundance	105	78
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.09342927281806	0.114219139135528	0.263040226344648	4.3155060130742e-4	0.0108824805440438	4.3155060130742e-4	0.0108824805440438	NA	abundance	105	82
6.3.4.19: tRNA(Ile)-lysidine synthetase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.861657537511957	-0.0614602574130574	0.248817710542409	4.6238431688893e-4	0.0114956321249359	4.6238431688893e-4	0.0114956321249359	NA	abundance	105	83
2.1.3.3: Ornithine carbamoyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.962000733762578	-0.0614602574130574	0.282418371789939	5.1786573852426e-4	0.0125499275234317	5.1786573852426e-4	0.0125499275234317	NA	abundance	105	85
2.7.1.24: Dephospho-CoA kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.854569326425494	-0.0614602574130574	0.249697270559001	5.4238086920742e-4	0.0130315768536947	5.4238086920742e-4	0.0130315768536947	NA	abundance	105	89
5.3.1.17: 5-dehydro-4-deoxy-D-glucuronate isomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.929205118530889	-0.0614602574130574	0.270909702414354	5.4311071366312e-4	0.0130408483836757	5.4311071366312e-4	0.0130408483836757	NA	abundance	105	90
3.1.1.29: Aminoacyl-tRNA hydrolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.923728009610908	-0.0614602574130574	0.271274690069206	5.960514124402e-4	0.014036455435564	5.960514124402e-4	0.014036455435564	NA	abundance	105	80
2.4.1.25: 4-alpha-glucanotransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.826400546307559	-0.0614602574130574	0.242495631184832	5.9734488323224e-4	0.0140610104210507	5.9734488323224e-4	0.0140610104210507	NA	abundance	105	75
2.5.1.16: Spermidine synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.963848749942716	-0.0614602574130574	0.283690134711212	6.1708088121544e-4	0.0144064067305434	6.1708088121544e-4	0.0144064067305434	NA	abundance	105	86
4.3.1.19: Threonine ammonia-lyase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.41595546418411	-0.0614602574130574	0.408004888905078	6.2164697351095e-4	0.014490699879308	6.2164697351095e-4	0.014490699879308	NA	abundance	105	64
6.1.1.6: Lysine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.911168329080389	-0.0614602574130574	0.270576743141498	6.3472909048684e-4	0.0147142272923988	6.3472909048684e-4	0.0147142272923988	NA	abundance	105	85
5.6.2.2: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.901298615858065	0.114219139135528	0.218047504686918	6.6074327624889e-4	0.0151551243652151	6.6074327624889e-4	0.0151551243652151	NA	abundance	105	89
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.0714127351761	-0.0614602574130574	0.314040423933223	6.6861174155094e-4	0.0152893519717506	6.6861174155094e-4	0.0152893519717506	NA	abundance	105	78
3.5.2.3: Dihydroorotase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.0714127351761	-0.0614602574130574	0.314040423933223	6.7482582601335e-4	0.0154048463371213	6.7482582601335e-4	0.0154048463371213	NA	abundance	105	78
2.1.1.226: 23S rRNA (cytidine(1920)-2'-O)-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.823059840292138	-0.0614602574130574	0.248910411760609	7.0771693067685e-4	0.0159669025347708	7.0771693067685e-4	0.0159669025347708	NA	abundance	105	74
2.7.7.24: Glucose-1-phosphate thymidylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.840856137493105	-0.0614602574130574	0.252822895922676	7.114867424048e-4	0.0160233491841614	7.114867424048e-4	0.0160233491841614	NA	abundance	105	89
3.5.99.6: Glucosamine-6-phosphate deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.866339772129043	-0.0614602574130574	0.26094714322157	7.3644300553337e-4	0.0164750422787914	7.3644300553337e-4	0.0164750422787914	NA	abundance	105	90
2.7.1.25: Adenylyl-sulfate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.849802658428154	-0.0614602574130574	0.254226545855427	7.4163977427046e-4	0.0165564651273096	7.4163977427046e-4	0.0165564651273096	NA	abundance	105	81
1.5.1.2: Pyrroline-5-carboxylate reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.14170189571992	-0.0614602574130574	0.334123393881095	7.4389618886834e-4	0.0165808818957991	7.4389618886834e-4	0.0165808818957991	NA	abundance	105	60
2.7.11.1: Non-specific serine/threonine protein kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.826344715868879	-0.0614602574130574	0.249240774922482	7.4488286440038e-4	0.0165979952517638	7.4488286440038e-4	0.0165979952517638	NA	abundance	105	88
1.1.1.133: dTDP-4-dehydrorhamnose reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.843514046002418	-0.0614602574130574	0.255884052767892	7.5298694666067e-4	0.0167294152333389	7.5298694666067e-4	0.0167294152333389	NA	abundance	105	89
2.7.1.40: Pyruvate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.835554094966355	-0.0614602574130574	0.253620700526234	7.6473283194156e-4	0.0169407423840096	7.6473283194156e-4	0.0169407423840096	NA	abundance	105	90
2.7.7.12: UDP-glucose--hexose-1-phosphate uridylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.876201920017154	-0.0614602574130574	0.259667201505088	7.9724303966939e-4	0.0175583343630701	7.9724303966939e-4	0.0175583343630701	NA	abundance	105	75
6.3.4.13: Phosphoribosylamine--glycine ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.833282601308626	-0.0614602574130574	0.253073155442448	8.1520378468433e-4	0.0178811896398737	8.1520378468433e-4	0.0178811896398737	NA	abundance	105	89
3.6.4.12: DNA helicase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.841323258538829	-0.0614602574130574	0.255362375698448	8.5201252753591e-4	0.018491582060266	8.5201252753591e-4	0.018491582060266	NA	abundance	105	86
2.7.1.2: Glucokinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.894373962518813	-0.0614602574130574	0.275323485350989	9.9944647117195e-4	0.0209643228260103	9.9944647117195e-4	0.0209643228260103	NA	abundance	105	83
3.1.3.48: Protein-tyrosine-phosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.2907667832645	-0.0614602574130574	0.382791377595252	0.00103870895948487	0.0216323051304089	0.00103870895948487	0.0216323051304089	NA	abundance	105	47
3.1.22.4: Crossover junction endodeoxyribonuclease|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01876555213108	-0.0614602574130574	0.312242330406104	0.00104417390680756	0.0217282159729428	0.00104417390680756	0.0217282159729428	NA	abundance	105	86
5.4.99.25: tRNA pseudouridine(55) synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.898500216674461	-0.0614602574130574	0.276901296816727	0.00105099368139228	0.0218222203922821	0.00105099368139228	0.0218222203922821	NA	abundance	105	84
2.7.2.1: Acetate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.840697379542934	-0.0614602574130574	0.262373712351546	0.0010833494435194	0.0223776141659464	0.0010833494435194	0.0223776141659464	NA	abundance	105	89
2.4.2.2: Pyrimidine-nucleoside phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.846815050404552	-0.0614602574130574	0.265959623748839	0.00111822755185204	0.0229534466135165	0.00111822755185204	0.0229534466135165	NA	abundance	105	88
2.4.2.4: Thymidine phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.846815050404552	-0.0614602574130574	0.265959623748839	0.00112203065486305	0.0230198432080507	0.00112203065486305	0.0230198432080507	NA	abundance	105	88
3.5.4.2: Adenine deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.85784027097336	-0.0614602574130574	0.269534845119568	0.00116938218963946	0.0237217529898291	0.00116938218963946	0.0237217529898291	NA	abundance	105	89
4.1.2.13: Fructose-bisphosphate aldolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.755049576140935	-0.0614602574130574	0.241396282523064	0.00127606155861456	0.0253169010640045	0.00127606155861456	0.0253169010640045	NA	abundance	105	90
1.4.1.4: Glutamate dehydrogenase (NADP(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.798628520013629	-0.0614602574130574	0.254388294012549	0.00134389603355244	0.02633202801866	0.00134389603355244	0.02633202801866	NA	abundance	105	87
1.3.1.14: Dihydroorotate dehydrogenase (NAD(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.892684610514774	-0.0614602574130574	0.280627348455275	0.00135372820520526	0.0264904522178851	0.00135372820520526	0.0264904522178851	NA	abundance	105	73
