feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
1.1.1.42: Isocitrate dehydrogenase (NADP(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.881854601371836	-0.0614602574130574	0.281271934411351	0.00136495998942929	0.0266689477141058	0.00136495998942929	0.0266689477141058	NA	abundance	105	86
3.6.3.14: H(+)-transporting two-sector ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.73210762009604	-0.0614602574130574	0.236963614885864	0.00137035251488148	0.0267329792895377	0.00137035251488148	0.0267329792895377	NA	abundance	105	90
2.7.1.90: Diphosphate--fructose-6-phosphate 1-phosphotransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.737852094377164	-0.0614602574130574	0.238078974283147	0.00140542570400941	0.0272211035207216	0.00140542570400941	0.0272211035207216	NA	abundance	105	89
2.3.1.n2: Phosphate acyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.852086576864863	-0.0614602574130574	0.27115688556104	0.00141144562864334	0.0273028314103998	0.00141144562864334	0.0273028314103998	NA	abundance	105	86
2.3.1.274: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.852086576864863	-0.0614602574130574	0.27115688556104	0.00141643560605964	0.027371426895079	0.00141643560605964	0.027371426895079	NA	abundance	105	86
1.1.1.69: Gluconate 5-dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.802799848302325	-0.0614602574130574	0.257909492124362	0.00143388296837524	0.0276451761316954	0.00143388296837524	0.0276451761316954	NA	abundance	105	90
2.7.3.9: Phosphoenolpyruvate--protein phosphotransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.872514959250991	-0.0614602574130574	0.280172480579369	0.00148997516053025	0.0284804226046603	0.00148997516053025	0.0284804226046603	NA	abundance	105	90
1.1.1.58: Tagaturonate reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.882488112472826	-0.0614602574130574	0.284765004632246	0.00156239854117368	0.0295735159082599	0.00156239854117368	0.0295735159082599	NA	abundance	105	90
2.7.9.1: Pyruvate, phosphate dikinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.819354714810573	-0.0614602574130574	0.267059893420683	0.00160643019538713	0.0301951097143957	0.00160643019538713	0.0301951097143957	NA	abundance	105	90
7.1.2.2: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.723593338312152	-0.0614602574130574	0.238038800658842	0.00160675829110073	0.0301951097143957	0.00160675829110073	0.0301951097143957	NA	abundance	105	90
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.18354993045443	0.114219139135528	0.328851038222637	0.00172374711629672	0.0319502068771811	0.00172374711629672	0.0319502068771811	NA	abundance	105	82
3.1.13.1: Exoribonuclease II|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.967216158410294	0.114219139135528	0.257484988618442	0.00173198060028223	0.0320705698475588	0.00173198060028223	0.0320705698475588	NA	abundance	105	85
3.4.21.88: Repressor LexA|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.925104867199812	-0.0614602574130574	0.306095907288286	0.00183209076319334	0.033515989961743	0.00183209076319334	0.033515989961743	NA	abundance	105	88
1.4.1.14: Glutamate synthase (NADH)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.810350146055256	-0.0614602574130574	0.269523473611959	0.00190491403681907	0.034564685710437	0.00190491403681907	0.034564685710437	NA	abundance	105	90
4.3.2.2: Adenylosuccinate lyase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.784320423277125	-0.0614602574130574	0.261502514384175	0.00201402151332924	0.0361127885886863	0.00201402151332924	0.0361127885886863	NA	abundance	105	90
2.1.2.9: Methionyl-tRNA formyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.857346992423843	0.114219139135528	0.229018302332124	0.00203012099136718	0.0363237410413851	0.00203012099136718	0.0363237410413851	NA	abundance	105	85
2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.799261876785264	-0.0614602574130574	0.269474738541388	0.00217316601485336	0.0383492745111241	0.00217316601485336	0.0383492745111241	NA	abundance	105	90
3.1.3.48: Protein-tyrosine-phosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.48422585479373	0.114219139135528	0.418581908480307	0.00217858818049732	0.0384181359420351	0.00217858818049732	0.0384181359420351	NA	abundance	105	47
3.4.11.18: Methionyl aminopeptidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.80769924799965	-0.0614602574130574	0.271568395857443	0.00221754168856247	0.0389240164722952	0.00221754168856247	0.0389240164722952	NA	abundance	105	88
2.3.1.31: Homoserine O-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.86313940370199	-0.0614602574130574	0.287786720269306	0.00225008425717022	0.0393585672555257	0.00225008425717022	0.0393585672555257	NA	abundance	105	85
2.4.1.18: 1,4-alpha-glucan branching enzyme|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.872230206019404	-0.0614602574130574	0.294045885955992	0.00232732852210221	0.0404299352059487	0.00232732852210221	0.0404299352059487	NA	abundance	105	89
2.2.1.6: Acetolactate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.45158310561045	0.114219139135528	0.423755886223676	0.00241447520897099	0.0415912826319519	0.00241447520897099	0.0415912826319519	NA	abundance	105	72
2.4.1.227: acetylglucosaminyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.941363518706548	0.114219139135528	0.26126139956843	0.00245180227161641	0.0420467884510325	0.00245180227161641	0.0420467884510325	NA	abundance	105	89
2.7.2.3: Phosphoglycerate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.68756606104327	-0.0614602574130574	0.236454639030552	0.00247376707679184	0.0423453891498287	0.00247376707679184	0.0423453891498287	NA	abundance	105	90
5.3.1.9: Glucose-6-phosphate isomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.865229796079051	-0.0614602574130574	0.294710333926299	0.00250583731250661	0.0427571178516542	0.00250583731250661	0.0427571178516542	NA	abundance	105	90
6.1.1.17: Glutamate--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.677893964062485	-0.0614602574130574	0.234326741788677	0.00259349576520495	0.043887435144825	0.00259349576520495	0.043887435144825	NA	abundance	105	86
6.3.1.1: Aspartate--ammonia ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.01924359560691	-0.0614602574130574	0.341037696532869	0.00263692694766393	0.0444834030227944	0.00263692694766393	0.0444834030227944	NA	abundance	105	70
6.1.1.21: Histidine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.740185927614004	-0.0614602574130574	0.253505959279648	0.00265533216170265	0.0447242397062614	0.00265533216170265	0.0447242397062614	NA	abundance	105	80
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.899961117753209	0.114219139135528	0.252271374127786	0.00294712091411556	0.0484865013398903	0.00294712091411556	0.0484865013398903	NA	abundance	105	86
6.3.2.9: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.882380876889744	-0.0614602574130574	0.299902222426839	0.00307072536048617	0.0500746156204184	0.00307072536048617	0.0500746156204184	NA	abundance	105	68
2.1.1.170: 16S rRNA (guanine(527)-N(7))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.02868080349198	0.114219139135528	0.292587094969049	0.00314094573450389	0.0509022511553668	0.00314094573450389	0.0509022511553668	NA	abundance	105	70
5.99.1.2: DNA topoisomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.726686413362681	-0.0614602574130574	0.254970508258134	0.00317037676246228	0.0512134717693651	0.00317037676246228	0.0512134717693651	NA	abundance	105	86
5.6.2.1: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.726686413362681	-0.0614602574130574	0.254970508258134	0.00318553747943501	0.0513942417001273	0.00318553747943501	0.0513942417001273	NA	abundance	105	86
7.4.2.4: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.00275199252787	-0.0614602574130574	0.341650501960206	0.00330984542156361	0.0528043254000264	0.00330984542156361	0.0528043254000264	NA	abundance	105	61
6.1.1.5: Isoleucine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.763939878933613	0.114219139135528	0.213017006175228	0.0035200526146143	0.0553990893960754	0.0035200526146143	0.0553990893960754	NA	abundance	105	89
2.1.1.170: 16S rRNA (guanine(527)-N(7))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.778944548434729	-0.0614602574130574	0.272707248958954	0.0036565127081373	0.0571238818068529	0.0036565127081373	0.0571238818068529	NA	abundance	105	70
3.5.99.10: 2-iminobutanoate/2-iminopropanoate deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.854501638117458	-0.0614602574130574	0.301087477070851	0.00367215034344754	0.0573182001323466	0.00367215034344754	0.0573182001323466	NA	abundance	105	68
3.2.1.37: Xylan 1,4-beta-xylosidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.762049161834155	-0.0614602574130574	0.273306389331231	0.00369598855661939	0.0575954418971096	0.00369598855661939	0.0575954418971096	NA	abundance	105	72
2.7.1.39: Homoserine kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.952600343678478	0.114219139135528	0.277430245168432	0.00371067228822252	0.0577767676121842	0.00371067228822252	0.0577767676121842	NA	abundance	105	83
3.6.4.13: RNA helicase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.837546301891588	0.114219139135528	0.238757756475975	0.00374523593981679	0.0581912143600176	0.00374523593981679	0.0581912143600176	NA	abundance	105	89
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.852280584380719	0.114219139135528	0.246272173417277	0.00412088310363952	0.0624956647965556	0.00412088310363952	0.0624956647965556	NA	abundance	105	78
6.1.1.22: Asparagine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.888154068539028	0.114219139135528	0.259218439902362	0.00412502446509401	0.0625459618354626	0.00412502446509401	0.0625459618354626	NA	abundance	105	84
1.1.1.25: Shikimate dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.821565080226536	0.114219139135528	0.237076720623023	0.00427654317849012	0.0642112892330548	0.00427654317849012	0.0642112892330548	NA	abundance	105	82
6.1.1.20: Phenylalanine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.774684850866662	-0.0614602574130574	0.285569412806737	0.00453838303777957	0.0670569970749707	0.00453838303777957	0.0670569970749707	NA	abundance	105	81
6.1.1.16: Cysteine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.692406356345388	-0.0614602574130574	0.256298750855587	0.00464636296013887	0.0681874222065822	0.00464636296013887	0.0681874222065822	NA	abundance	105	81
6.3.2.13: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.863967853538233	0.114219139135528	0.255480466916052	0.00480117743962437	0.0699315564525234	0.00480117743962437	0.0699315564525234	NA	abundance	105	87
3.2.1.31: Beta-glucuronidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.756777680476656	-0.0614602574130574	0.28409727010956	0.00507631511299142	0.0729491365631369	0.00507631511299142	0.0729491365631369	NA	abundance	105	90
2.5.1.145: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.784289854675681	-0.0614602574130574	0.289506992204532	0.00569878211320522	0.0791876947187328	0.00569878211320522	0.0791876947187328	NA	abundance	105	65
2.3.1.9: Acetyl-CoA C-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.62412734553	-0.0614602574130574	0.239658473925636	0.00579378529637057	0.0801595026073371	0.00579378529637057	0.0801595026073371	NA	abundance	105	90
1.11.1.24: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.717516790514592	-0.0614602574130574	0.268004602997256	0.00582962497154831	0.0804895852772333	0.00582962497154831	0.0804895852772333	NA	abundance	105	72
1.11.1.15: Peroxiredoxin|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.717516790514592	-0.0614602574130574	0.268004602997256	0.00583403913929904	0.0805212085647557	0.00583403913929904	0.0805212085647557	NA	abundance	105	72
2.8.1.13: tRNA-uridine 2-sulfurtransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.724609117404312	0.114219139135528	0.214770599269525	0.00617101540319989	0.0840100100527542	0.00617101540319989	0.0840100100527542	NA	abundance	105	85
2.4.2.14: Amidophosphoribosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.761210605776522	0.114219139135528	0.22908071089496	0.00648716198430696	0.0871560097352992	0.00648716198430696	0.0871560097352992	NA	abundance	105	88
7.4.2.11: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.760671946731385	-0.0614602574130574	0.287607912964376	0.00653039123173271	0.0875175925451787	0.00653039123173271	0.0875175925451787	NA	abundance	105	71
6.1.1.7: Alanine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.757106797810763	0.114219139135528	0.22859717736469	0.00682341270858454	0.0902896044569261	0.00682341270858454	0.0902896044569261	NA	abundance	105	89
6.1.1.7: Alanine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.596099883357024	-0.0614602574130574	0.238622689498619	0.00784470503174927	0.100260962944123	0.00784470503174927	0.100260962944123	NA	abundance	105	89
1.1.1.85: 3-isopropylmalate dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.16539072843586	-0.0614602574130574	0.435222279801261	0.00817393059966473	0.103216121483993	0.00817393059966473	0.103216121483993	NA	abundance	105	55
1.2.7.1: Pyruvate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.682452904879196	-0.0614602574130574	0.272843346806167	0.00831237149287546	0.104338769336494	0.00831237149287546	0.104338769336494	NA	abundance	105	90
5.1.1.1: Alanine racemase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.83647389924398	0.114219139135528	0.264843695681332	0.00842058953937802	0.105244183878681	0.00842058953937802	0.105244183878681	NA	abundance	105	85
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	2.0153748191351	0.114219139135528	0.672269970316605	0.00894347809126924	0.109949101281576	0.00894347809126924	0.109949101281576	NA	abundance	105	34
2.7.1.162: N-acetylhexosamine 1-kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.685884803831415	-0.0614602574130574	0.278460020856594	0.00960783055148516	0.115568301881031	0.00960783055148516	0.115568301881031	NA	abundance	105	62
5.4.2.12: Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.560782490805021	-0.0614602574130574	0.235153764484101	0.0104466160347991	0.122390789269987	0.0104466160347991	0.122390789269987	NA	abundance	105	90
2.3.1.157: Glucosamine-1-phosphate N-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.795425247798288	-0.0614602574130574	0.329884796945166	0.0118342490268418	0.133676066618108	0.0118342490268418	0.133676066618108	NA	abundance	105	87
4.2.1.42: Galactarate dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.646028090650803	-0.0614602574130574	0.274175123641916	0.012258303392444	0.136895821744071	0.012258303392444	0.136895821744071	NA	abundance	105	90
5.1.3.9: N-acylglucosamine-6-phosphate 2-epimerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.676284394325953	-0.0614602574130574	0.286629394904788	0.0124170775877864	0.138282003132129	0.0124170775877864	0.138282003132129	NA	abundance	105	85
3.6.3.17: Monosaccharide-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.635979098825446	-0.0614602574130574	0.270816099939196	0.0124964871195813	0.13886567782802	0.0124964871195813	0.13886567782802	NA	abundance	105	90
3.1.3.11: Fructose-bisphosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.78931551330346	-0.0614602574130574	0.365267800381557	0.0133299882905129	0.145006945086024	0.0133299882905129	0.145006945086024	NA	abundance	105	27
2.7.13.3: Histidine kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.565250199308221	-0.0614602574130574	0.245422072739194	0.0133785374620415	0.145276777698938	0.0133785374620415	0.145276777698938	NA	abundance	105	89
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.398164294052898	0.114219139135528	0.201066673065221	0.0137941245894816	0.148207646402629	0.0137941245894816	0.148207646402629	NA	abundance	105	81
3.1.3.16: Protein-serine/threonine phosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.828857814621475	0.114219139135528	0.281403977228688	0.0139017567266182	0.149037524256469	0.0139017567266182	0.149037524256469	NA	abundance	105	87
5.4.99.16: Maltose alpha-D-glucosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.563411883605454	0.114219139135528	0.266204314481682	0.0144096366396337	0.152583986469787	0.0144096366396337	0.152583986469787	NA	abundance	105	62
3.6.3.39: Lipopolysaccharide-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	2.34531147756166	-0.0614602574130574	0.727431613468291	0.0147420527495354	0.154981818581043	0.0147420527495354	0.154981818581043	NA	abundance	105	30
3.4.21.53: Endopeptidase La|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.726233235478763	0.114219139135528	0.243758359955208	0.0150256021693627	0.156980071823979	0.0150256021693627	0.156980071823979	NA	abundance	105	86
2.7.11.1: Non-specific serine/threonine protein kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.708225784395185	0.114219139135528	0.23728766260421	0.0153111828982885	0.159021555514507	0.0153111828982885	0.159021555514507	NA	abundance	105	88
2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.712890469964883	-0.0614602574130574	0.309810791949663	0.015423728310092	0.15984016267564	0.015423728310092	0.15984016267564	NA	abundance	105	79
3.1.1.96: D-aminoacyl-tRNA deacylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.633949764942745	-0.0614602574130574	0.279542455826412	0.0155823837782214	0.160934486125712	0.0155823837782214	0.160934486125712	NA	abundance	105	84
5.3.1.1: Triose-phosphate isomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.611023484668178	-0.0614602574130574	0.270294759139785	0.0156631242097209	0.161548338217453	0.0156631242097209	0.161548338217453	NA	abundance	105	90
3.6.5.2: Small monomeric GTPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.655698151204353	0.114219139135528	0.217631868468567	0.0161010666239086	0.164876661709351	0.0161010666239086	0.164876661709351	NA	abundance	105	88
3.4.13.19: Membrane dipeptidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.625684304141751	-0.0614602574130574	0.278076434489169	0.0162631116186067	0.166008793894815	0.0162631116186067	0.166008793894815	NA	abundance	105	90
2.3.1.79: Maltose O-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.59606253912937	-0.0614602574130574	0.265475047452105	0.0173119327872723	0.173390438821355	0.0173119327872723	0.173390438821355	NA	abundance	105	77
2.3.1.89: Tetrahydrodipicolinate N-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.59606253912937	-0.0614602574130574	0.265475047452105	0.0173619236912132	0.173660460316226	0.0173619236912132	0.173660460316226	NA	abundance	105	77
6.3.4.4: Adenylosuccinate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.658339636178199	0.114219139135528	0.222302342620186	0.0174442556369032	0.174254118882242	0.0174442556369032	0.174254118882242	NA	abundance	105	89
5.4.99.9: UDP-galactopyranose mutase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.528493169965903	-0.0614602574130574	0.240369238065269	0.0175256071486104	0.174848658829539	0.0175256071486104	0.174848658829539	NA	abundance	105	86
2.7.2.11: Glutamate 5-kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.837825624378599	0.114219139135528	0.296177021833388	0.0177442208103537	0.176176476535554	0.0177442208103537	0.176176476535554	NA	abundance	105	80
6.3.1.5: NAD(+) synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.689680436751281	0.114219139135528	0.236747154650984	0.018176003649934	0.179179667806448	0.018176003649934	0.179179667806448	NA	abundance	105	86
4.2.1.55: 3-hydroxybutyryl-CoA dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.535135434164	-0.0614602574130574	0.247537119041439	0.0189549864771172	0.184153582906706	0.0189549864771172	0.184153582906706	NA	abundance	105	88
4.3.1.19: Threonine ammonia-lyase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.16817135557072	0.114219139135528	0.43713076516671	0.0191451136928792	0.185359509844694	0.0191451136928792	0.185359509844694	NA	abundance	105	64
2.7.1.92: 5-dehydro-2-deoxygluconokinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.582020160193789	-0.0614602574130574	0.267300175426098	0.0191804673915539	0.185573368699233	0.0191804673915539	0.185573368699233	NA	abundance	105	89
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.46430205360126803	0.114219139135528	0.24049217187752	0.0194178617191362	0.186855027720642	0.0194178617191362	0.186855027720642	NA	abundance	105	90
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.46430205360126803	0.114219139135528	0.24049217187752	0.0194343678458056	0.186985228507944	0.0194343678458056	0.186985228507944	NA	abundance	105	90
3.2.1.23: Beta-galactosidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.400198901188657	0.114219139135528	0.214558292273878	0.0199856069289806	0.190777414926507	0.0199856069289806	0.190777414926507	NA	abundance	105	81
4.2.3.5: Chorismate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.71461204878391	0.114219139135528	0.250885279017408	0.0201791201946267	0.191819271169381	0.0201791201946267	0.191819271169381	NA	abundance	105	81
3.1.1.96: D-aminoacyl-tRNA deacylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.724194994596998	0.114219139135528	0.256283407839794	0.0207170446970489	0.194953098199035	0.0207170446970489	0.194953098199035	NA	abundance	105	84
4.1.1.37: Uroporphyrinogen decarboxylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	-1.06990204567684	-0.0614602574130574	0.424710024983194	0.0209802283976713	0.196462269671009	0.0209802283976713	0.196462269671009	NA	abundance	105	88
2.7.6.1: Ribose-phosphate diphosphokinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.6810039642569	0.114219139135528	0.238985802663546	0.0210748756778466	0.197024494254685	0.0210748756778466	0.197024494254685	NA	abundance	105	89
6.3.5.11: Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	1.75831508833804	-0.0614602574130574	0.7386203936929	0.0229547635545272	0.208756753515554	0.0229547635545272	0.208756753515554	NA	abundance	105	25
2.7.1.23: NAD(+) kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.715554680228189	-0.0614602574130574	0.335299563634893	0.02322288965551	0.210384514500833	0.02322288965551	0.210384514500833	NA	abundance	105	84
1.11.1.1: NADH peroxidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.673814839313109	-0.0614602574130574	0.317540329817466	0.0242381039272391	0.216787797192108	0.0242381039272391	0.216787797192108	NA	abundance	105	90
5.4.2.2: Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.6749988770331	-0.0614602574130574	0.321214000726139	0.0254399067145014	0.223038183182705	0.0254399067145014	0.223038183182705	NA	abundance	105	90
2.7.9.3: Selenide, water dikinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.740297050793059	0.114219139135528	0.274077645915483	0.025816125568812	0.225190977755882	0.025816125568812	0.225190977755882	NA	abundance	105	89
3.2.1.37: Xylan 1,4-beta-xylosidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.774449399336595	0.114219139135528	0.289527334729129	0.025902326529022	0.225680048168165	0.025902326529022	0.225680048168165	NA	abundance	105	72
3.2.2.31: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.52791585333939	-0.0614602574130574	0.258618315510359	0.0268306433267139	0.230487597391872	0.0268306433267139	0.230487597391872	NA	abundance	105	84
2.4.1.1: Glycogen phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.675458464080669	0.114219139135528	0.247901646248963	0.0276841191380645	0.234997356543284	0.0276841191380645	0.234997356543284	NA	abundance	105	89
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.702340301107738	-0.0614602574130574	0.342426955332049	0.0297226024677056	0.245359837726334	0.0297226024677056	0.245359837726334	NA	abundance	105	83
2.7.13.3: Histidine kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.617560814991239	0.114219139135528	0.227230197310577	0.0310740872629615	0.251901420673064	0.0310740872629615	0.251901420673064	NA	abundance	105	89
3.6.1.1: Inorganic diphosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.570341722590152	-0.0614602574130574	0.278661522784823	0.031421631031967	0.253445318358897	0.031421631031967	0.253445318358897	NA	abundance	105	52
