"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"UniClust90_15313-CAPLHAIN_00388|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.161508485982326	0.0182835451620962	0.170157327344969	0.407575862497423	0.782154237522971	0.407575862497423	0.782154237522971	NA	"abundance"	105	42
"UniClust90_15313-DPBNCJLC_01101|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0746172314067269	0.0182835451620962	0.110509766080107	0.407857334615035	0.782252996671565	0.407857334615035	0.782252996671565	NA	"abundance"	105	34
"UniClust90_15313-NOLMHPNH_00745|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.549800138621564	-0.290682613120024	0.309472187064031	0.407930339768543	0.782252996671565	0.407930339768543	0.782252996671565	NA	"abundance"	105	66
"UniClust90_15313-FDOPFNBA_00345|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0867341045385182	0.0182835451620962	0.0819042593660608	0.407969394603678	0.782252996671565	0.407969394603678	0.782252996671565	NA	"abundance"	105	54
"UniRef90_UNK15313-PHIFNBHA_01698|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.150358953130029	-0.0172759480074225	0.201077337143177	0.407999860050709	0.782252996671565	0.407999860050709	0.782252996671565	NA	"abundance"	105	86
"UniRef90_A0A173W260|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.281024423030694	-0.290682613120024	0.679200151694592	0.408027748709322	0.782252996671565	0.408027748709322	0.782252996671565	NA	"abundance"	105	41
"UniRef90_A0A173V0Q1|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.143360361188199	-0.0172759480074225	0.19247459896338	0.408082520521419	0.782252996671565	0.408082520521419	0.782252996671565	NA	"abundance"	105	90
"UniRef90_A0A3E2W4Z0|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.47619833017143	0.020683529646976	0.578019160618243	0.40826207942521	0.782324505810122	0.40826207942521	0.782324505810122	NA	"abundance"	105	17
"UniClust90_15313-IEDFHMJD_01344|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0360108910020895	0.0182835451620962	0.0643509631572942	0.408442752827363	0.782324505810122	0.408442752827363	0.782324505810122	NA	"abundance"	105	73
"UniRef90_E2ZH42|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.0799890214029708	0.020683529646976	0.119914567987738	0.408535565272252	0.782324505810122	0.408535565272252	0.782324505810122	NA	"abundance"	105	89
"UniClust90_15315-OLDKGIOF_00345|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.111890598819208	0.020683529646976	0.108411837557084	0.408585719668705	0.782324505810122	0.408585719668705	0.782324505810122	NA	"abundance"	105	82
"UniClust90_15313-PNELPPDD_01266|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.506991673116555	-0.0172759480074225	0.577315008061215	0.408656821792974	0.782324505810122	0.408656821792974	0.782324505810122	NA	"abundance"	105	33
"UniClust90_15313-IPONCOGM_01136|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.098997991065036	0.0182835451620962	0.0963157899135299	0.408703805767903	0.782324505810122	0.408703805767903	0.782324505810122	NA	"abundance"	105	83
"UniClust90_15313-DPEBFJJF_00722|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.362817169827586	-0.0172759480074225	0.410998222806335	0.408724954682201	0.782324505810122	0.408724954682201	0.782324505810122	NA	"abundance"	105	38
"UniRef90_UNK15313-NHDIHEOH_00978|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0551924669536402	0.0182835451620962	0.0438187327471373	0.408821501762856	0.782324505810122	0.408821501762856	0.782324505810122	NA	"abundance"	105	89
"UniClust90_15313-NDKCJDAM_00023|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.257224456874053	-0.0172759480074225	0.3236369163193	0.40890025768849	0.782324505810122	0.40890025768849	0.782324505810122	NA	"abundance"	105	39
"UniRef90_UNK15313-OOPMLPKG_01460|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.435139463344954	-0.290682613120024	0.173389999030543	0.409061597958808	0.782324505810122	0.409061597958808	0.782324505810122	NA	"abundance"	105	83
"UniRef90_Q4KRH3|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.30237774772564	0.020683529646976	0.385808565320906	0.409142106529555	0.782324505810122	0.409142106529555	0.782324505810122	NA	"abundance"	105	90
"UniClust90_15313-ODKMBEMF_01152|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.122356803976406	0.020683529646976	0.170661087824834	0.409232654328888	0.782324505810122	0.409232654328888	0.782324505810122	NA	"abundance"	105	60
"UniClust90_15313-PCEOBBEC_01441|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.718581397509357	-0.290682613120024	0.513775139569803	0.409335130668631	0.782324505810122	0.409335130668631	0.782324505810122	NA	"abundance"	105	63
"UniClust90_15313-DAPELMGC_01456|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.085681018833998	0.020683529646976	0.0781334178295329	0.409384688721329	0.782324505810122	0.409384688721329	0.782324505810122	NA	"abundance"	105	85
"UniClust90_15313-OKHJJOGO_00869|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.0686441750795163	0.020683529646976	0.106296475655266	0.409387588170304	0.782324505810122	0.409387588170304	0.782324505810122	NA	"abundance"	105	67
"UniRef90_D4JXJ0|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.174244976071292	0.020683529646976	0.183332815914326	0.409490820579351	0.782324505810122	0.409490820579351	0.782324505810122	NA	"abundance"	105	64
"UniClust90_15313-HNCIFPEB_00405|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.309731048078407	-0.0172759480074225	0.351658428989242	0.409496805818582	0.782324505810122	0.409496805818582	0.782324505810122	NA	"abundance"	105	80
"UniClust90_15313-JAKCILPN_01236|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.241642907512309	0.0182835451620962	0.264139134509948	0.409531506389577	0.782324505810122	0.409531506389577	0.782324505810122	NA	"abundance"	105	23
"UniClust90_15313-NFGOFMJA_01142|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.203333691906965	-0.290682613120024	0.103854410902893	0.409561408434006	0.782324505810122	0.409561408434006	0.782324505810122	NA	"abundance"	105	79
"UniClust90_15313-IMJFCMFG_00599|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.293126915306362	0.020683529646976	0.323533100888742	0.409915318071458	0.782490432456895	0.409915318071458	0.782490432456895	NA	"abundance"	105	28
"UniClust90_15313-IHCKJNKE_00050|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.0980172798845679	0.020683529646976	0.0925178459465249	0.409974049017915	0.782490432456895	0.409974049017915	0.782490432456895	NA	"abundance"	105	88
"UniRef90_A0A174CKD5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.132827201548804	-0.0172759480074225	0.138697875829905	0.410017463272815	0.782490432456895	0.410017463272815	0.782490432456895	NA	"abundance"	105	85
"UniClust90_15313-DOGEIJFN_00237|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0900459599270984	0.0182835451620962	0.130489627562385	0.410083485055685	0.782490432456895	0.410083485055685	0.782490432456895	NA	"abundance"	105	61
"UniRef90_A0A173V0Q1|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.121739330635423	0.020683529646976	0.170193415886286	0.410168546200205	0.782490432456895	0.410168546200205	0.782490432456895	NA	"abundance"	105	90
"UniRef90_UNK15313-LPEIFJPL_01409|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.246200559635375	0.020683529646976	0.269848826386593	0.410282896481786	0.782490432456895	0.410282896481786	0.782490432456895	NA	"abundance"	105	52
"UniClust90_15313-MJPCNMLE_00772|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.132921073896624	-0.0172759480074225	0.180338369379633	0.410321214721989	0.782490432456895	0.410321214721989	0.782490432456895	NA	"abundance"	105	68
"UniClust90_15313-DMIFDMNA_00895|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0612919983036891	0.0182835451620962	0.0952843604356934	0.410478613181407	0.782490432456895	0.410478613181407	0.782490432456895	NA	"abundance"	105	90
"UniClust90_15313-OGNPKNGE_01404|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.18691634576373	-0.0172759480074225	0.203351758323294	0.410483425522722	0.782490432456895	0.410483425522722	0.782490432456895	NA	"abundance"	105	51
"UniClust90_15313-KPPIIOHB_01822|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0289673026613654	0.0182835451620962	0.0569433464036821	0.410585692704346	0.782490432456895	0.410585692704346	0.782490432456895	NA	"abundance"	105	76
"UniClust90_15313-GHHMCNEF_01744|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0615002004909511	0.0182835451620962	0.0515997463130738	0.41071832672667	0.782490432456895	0.41071832672667	0.782490432456895	NA	"abundance"	105	85
"UniRef90_UNK15313-HFODPHMF_00722|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.169666036207087	0.020683529646976	0.180134566120135	0.410784182943069	0.782490432456895	0.410784182943069	0.782490432456895	NA	"abundance"	105	78
"UniClust90_15313-MEBOIBFE_00753|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0160760515024214	0.0182835451620962	0.0410251758859541	0.410865496641479	0.782490432456895	0.410865496641479	0.782490432456895	NA	"abundance"	105	87
"UniClust90_15313-IDEJPOLC_00883|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.132827109909711	0.020683529646976	0.184804655542646	0.410906234127234	0.782490432456895	0.410906234127234	0.782490432456895	NA	"abundance"	105	49
"UniRef90_A0A173XPY5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.341270387657003	-0.0172759480074225	0.390344705579418	0.410991793543701	0.782490432456895	0.410991793543701	0.782490432456895	NA	"abundance"	105	61
"UniClust90_15313-GCCKNCNP_00512|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.17228629878637	0.020683529646976	0.183372257031056	0.410996826548027	0.782490432456895	0.410996826548027	0.782490432456895	NA	"abundance"	105	81
"UniRef90_UNK15313-DPBNCJLC_00258|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0274688178431136	0.0182835451620962	0.0552398729122653	0.411192172937326	0.782490432456895	0.411192172937326	0.782490432456895	NA	"abundance"	105	90
"UniRef90_UNK15313-EMOFOFJG_01358|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0871212293495909	0.0182835451620962	0.0832162120034532	0.411279339557291	0.782490432456895	0.411279339557291	0.782490432456895	NA	"abundance"	105	73
"UniClust90_15313-PJMIHBEH_01494|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.238877305737458	0.0182835451620962	0.256394039019873	0.411452765451748	0.782490432456895	0.411452765451748	0.782490432456895	NA	"abundance"	105	18
"UniClust90_15313-HDHHBNCP_00185|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.142304551988465	0.020683529646976	0.195515799122753	0.411465415464401	0.782490432456895	0.411465415464401	0.782490432456895	NA	"abundance"	105	76
"UniClust90_15313-BDCLDFGA_00821|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.175726161613931	0.020683529646976	0.23580787070863	0.411467666303717	0.782490432456895	0.411467666303717	0.782490432456895	NA	"abundance"	105	84
"UniRef90_B0PI44|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.00551087298614	-0.0172759480074225	1.17377786546636	0.411506044234212	0.782490432456895	0.411506044234212	0.782490432456895	NA	"abundance"	105	23
"UniClust90_15313-MHKMNLGF_01801|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.409295173445849	-0.290682613120024	0.142520302189167	0.411510649731402	0.782490432456895	0.411510649731402	0.782490432456895	NA	"abundance"	105	83
"UniRef90_UNK15313-HAHMAEDL_01205|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.420311517740208	-0.290682613120024	0.15574626065659	0.411669174053942	0.782490432456895	0.411669174053942	0.782490432456895	NA	"abundance"	105	84
"UniClust90_15313-HONCOHCH_00903|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.277903486428157	-0.0172759480074225	0.356702813838786	0.411752081257834	0.782490432456895	0.411752081257834	0.782490432456895	NA	"abundance"	105	58
"UniClust90_15313-CMBMLNKD_01002|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.256816302511419	-0.0172759480074225	0.288975813967568	0.411762036314152	0.782490432456895	0.411762036314152	0.782490432456895	NA	"abundance"	105	61
"UniClust90_15313-CJHPAAOF_00478|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0753307856219439	0.0182835451620962	0.0682899864151022	0.411778176991697	0.782490432456895	0.411778176991697	0.782490432456895	NA	"abundance"	105	88
"UniClust90_15313-GIBDNCJF_00657|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.420831005610338	-0.290682613120024	0.156043048199818	0.4118470007727	0.782490432456895	0.4118470007727	0.782490432456895	NA	"abundance"	105	69
"UniClust90_15313-BALHFDJE_00330|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.155542341610055	0.0182835451620962	0.163952268772736	0.411849052171813	0.782490432456895	0.411849052171813	0.782490432456895	NA	"abundance"	105	27
"UniClust90_15313-IFFLAOAL_00444|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.18251055151922	-0.0172759480074225	0.241040815422459	0.412053532967449	0.782715353215305	0.412053532967449	0.782715353215305	NA	"abundance"	105	62
"UniRef90_A0A329UC00|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.179956617278437	0.0182835451620962	0.189721514835976	0.412119256386955	0.782715353215305	0.412119256386955	0.782715353215305	NA	"abundance"	105	18
"UniClust90_15313-IGCKPNKA_01037|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.364976128360398	-0.0172759480074225	0.411397122411961	0.412377586470507	0.783018324712721	0.412377586470507	0.783018324712721	NA	"abundance"	105	20
"UniRef90_E2ZEY0|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.113043306171977	-0.290682613120024	0.213949267035192	0.412430658666937	0.783018324712721	0.412430658666937	0.783018324712721	NA	"abundance"	105	56
"UniRef90_A0A173UI76|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.0998526076911571	-0.0172759480074225	0.0992058361531278	0.412588807080081	0.783109316709578	0.412588807080081	0.783109316709578	NA	"abundance"	105	89
"UniRef90_UNK15313-AJOEIHIC_01727|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.401887003153159	-0.290682613120024	0.134174768462351	0.412630483724483	0.783109316709578	0.412630483724483	0.783109316709578	NA	"abundance"	105	88
"UniClust90_15313-LHFIBMKI_00789|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.000314887076885547	-0.290682613120024	0.344033457897528	0.412819459262744	0.783312912996606	0.412819459262744	0.783312912996606	NA	"abundance"	105	32
"UniClust90_15313-BABCMAAC_00320|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.123987147076294	0.020683529646976	0.124517732888054	0.413031209458043	0.783312912996606	0.413031209458043	0.783312912996606	NA	"abundance"	105	89
"UniClust90_15313-HDHHBNCP_01477|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.112697706254126	-0.0172759480074225	0.157056202611967	0.413080721579101	0.783312912996606	0.413080721579101	0.783312912996606	NA	"abundance"	105	64
"UniRef90_O52836|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.35782717514404	-0.0172759480074225	0.454856535845521	0.413091509601312	0.783312912996606	0.413091509601312	0.783312912996606	NA	"abundance"	105	69
"UniRef90_A0A173UA07|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0415246026208993	0.0182835451620962	0.0718414634440817	0.413117604584962	0.783312912996606	0.413117604584962	0.783312912996606	NA	"abundance"	105	89
"UniClust90_15313-NKIFOFLC_00274|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.116561430602983	-0.290682613120024	0.210620550364802	0.413255402875793	0.783430126687314	0.413255402875793	0.783430126687314	NA	"abundance"	105	68
"UniClust90_15346-FCHALCEN_01374|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0209402648375116	0.0182835451620962	0.0470118047761491	0.413338900372046	0.783444375319148	0.413338900372046	0.783444375319148	NA	"abundance"	105	86
"UniClust90_15313-MAEFJBCC_00928|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.143083475873242	0.0182835451620962	0.14903552262638	0.413425875220838	0.783465208491464	0.413425875220838	0.783465208491464	NA	"abundance"	105	53
"UniRef90_A0A2A6ZJD3|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0867279904614073	0.0182835451620962	0.126656387459061	0.41354716656121	0.783551053732569	0.41354716656121	0.783551053732569	NA	"abundance"	105	90
"UniRef90_UNK15313-NHNPMMCC_00251|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.686453810267992	0.020683529646976	0.839341473568905	0.413677222934521	0.783551102483194	0.413677222934521	0.783551102483194	NA	"abundance"	105	20
"UniClust90_15313-OBBGPIMM_00329|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.256779009735358	-0.0172759480074225	0.289747490279074	0.413699175823733	0.783551102483194	0.413699175823733	0.783551102483194	NA	"abundance"	105	53
"UniClust90_15313-AJOEIHIC_01837|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.0885552019406634	0.020683529646976	0.131220038362657	0.413804695683998	0.78360663974528	0.413804695683998	0.78360663974528	NA	"abundance"	105	68
"UniClust90_15313-FCPHFGCE_00170|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.7843356778802	-0.0172759480074225	0.908170781644516	0.413946290471291	0.78360663974528	0.413946290471291	0.78360663974528	NA	"abundance"	105	19
"UniClust90_15313-CNJJBEHE_00375|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.279943296053787	-0.0172759480074225	0.35867952974918	0.413956489835374	0.78360663974528	0.413956489835374	0.78360663974528	NA	"abundance"	105	45
"UniClust90_15313-FKEENICP_01929|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.236824355916265	0.020683529646976	0.261270213913558	0.414230361854249	0.783981141901461	0.414230361854249	0.783981141901461	NA	"abundance"	105	76
"UniClust90_15313-EJCAAIBN_00645|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.148500850259677	-0.0172759480074225	0.201041713947828	0.414460597100009	0.784048630918909	0.414460597100009	0.784048630918909	NA	"abundance"	105	68
"UniClust90_15313-DOGEIJFN_00134|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.281189279886439	0.020683529646976	0.315591000009849	0.414464594713839	0.784048630918909	0.414464594713839	0.784048630918909	NA	"abundance"	105	43
"UniRef90_A0A173XL03|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.372908629654719	-0.290682613120024	0.0985308180081383	0.414494140930945	0.784048630918909	0.414494140930945	0.784048630918909	NA	"abundance"	105	87
"UniClust90_15313-NANMLHPL_00275|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.067623482869376	0.0182835451620962	0.103854851487284	0.414675387578299	0.784159350400118	0.414675387578299	0.784159350400118	NA	"abundance"	105	90
"UniRef90_A0A329UDA8|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.887046130668423	-0.290682613120024	0.693160008350095	0.41470477526252	0.784159350400118	0.41470477526252	0.784159350400118	NA	"abundance"	105	14
"UniRef90_A0A173W835|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0254499163264897	0.0182835451620962	0.0527306831971549	0.414855201092409	0.784299959380974	0.414855201092409	0.784299959380974	NA	"abundance"	105	88
"UniClust90_15313-BBHJEPJM_01236|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.467024213313502	-0.290682613120024	0.214513011443145	0.415057364479641	0.784501867559495	0.415057364479641	0.784501867559495	NA	"abundance"	105	80
"UniClust90_15313-LDELIDLF_01025|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.0225870771213906	0.0182835451620962	0.0494303521359308	0.415178838934471	0.784501867559495	0.415178838934471	0.784501867559495	NA	"abundance"	105	85
"UniClust90_15316-EIHDLIPA_01140|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.390048120094165	-0.0172759480074225	0.376528731761909	0.415217618112966	0.784501867559495	0.415217618112966	0.784501867559495	NA	"abundance"	105	24
"UniClust90_15313-HPDJDMNM_01217|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	0.0980803933622072	0.0182835451620962	0.0973264729945023	0.415346871740863	0.784501867559495	0.415346871740863	0.784501867559495	NA	"abundance"	105	76
"UniClust90_15313-BABCMAAC_00341|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.153771982520173	0.020683529646976	0.213021197917825	0.415391535471526	0.784501867559495	0.415391535471526	0.784501867559495	NA	"abundance"	105	83
"UniClust90_15313-CFGJOKMO_00782|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.0126856985547913	-0.290682613120024	0.336881312881756	0.415428993148446	0.784501867559495	0.415428993148446	0.784501867559495	NA	"abundance"	105	42
"UniClust90_15313-BKAPJEGJ_01157|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-0.170040873584847	-0.290682613120024	0.146220898000096	0.415539915713978	0.784501867559495	0.415539915713978	0.784501867559495	NA	"abundance"	105	78
"UniRef90_A0A174DA93|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.119466735816418	-0.0172759480074225	0.166325547424626	0.415623832080402	0.784501867559495	0.415623832080402	0.784501867559495	NA	"abundance"	105	89
"UniRef90_A0A2A6ZEY9|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.112594679324852	0.020683529646976	0.162856894229436	0.415773569468849	0.784501867559495	0.415773569468849	0.784501867559495	NA	"abundance"	105	90
"UniClust90_15313-DMIFDMNA_01578|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.172144131981714	0.020683529646976	0.182951321272193	0.41581952315799	0.784501867559495	0.41581952315799	0.784501867559495	NA	"abundance"	105	56
"UniClust90_15313-PAFCDPHO_00106|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.111128660023394	0.0182835451620962	0.156811646926829	0.41585919429317	0.784501867559495	0.41585919429317	0.784501867559495	NA	"abundance"	105	81
"UniClust90_15313-ONGBBJLO_00719|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.1166812473617	0.020683529646976	0.16650525334584	0.415900534780751	0.784501867559495	0.415900534780751	0.784501867559495	NA	"abundance"	105	90
"UniClust90_15313-CKOAEBIN_01689|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.707878734554863	-0.290682613120024	1.08935893028929	0.416066236985149	0.784501867559495	0.416066236985149	0.784501867559495	NA	"abundance"	105	18
"UniRef90_A0A174B8Q6|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.255544872002467	0.020683529646976	0.286457181413053	0.416076684636393	0.784501867559495	0.416076684636393	0.784501867559495	NA	"abundance"	105	60
"UniRef90_UNK15313-FNDHIFLH_01302|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.338049631168323	0.020683529646976	0.383151612085761	0.41619758996853	0.784501867559495	0.41619758996853	0.784501867559495	NA	"abundance"	105	34
"UniClust90_15313-HCAOMJIE_01064|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	-0.165745992955826	0.020683529646976	0.226064007088886	0.416234964257944	0.784501867559495	0.416234964257944	0.784501867559495	NA	"abundance"	105	86
"UniRef90_D4K5B4|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.120360952017319	0.020683529646976	0.120350602683234	0.41629617748925	0.784501867559495	0.41629617748925	0.784501867559495	NA	"abundance"	105	48
"UniClust90_15313-GILADBDL_00758|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.263746358354233	0.020683529646976	0.292571748595051	0.416433691164682	0.784501867559495	0.416433691164682	0.784501867559495	NA	"abundance"	105	25
"UniClust90_15313-NIODEPHC_01619|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.4618604530095	-0.290682613120024	0.794173987343872	0.416530826994042	0.784501867559495	0.416530826994042	0.784501867559495	NA	"abundance"	105	13
"UniClust90_15313-KHPJHLMF_01525|s__GGB9739_SGB15313.t__SGB15313"	"Gender"	"Male"	"GenderMale"	0.159939705230329	0.020683529646976	0.169872636491887	0.416544189673044	0.784501867559495	0.416544189673044	0.784501867559495	NA	"abundance"	105	56
"UniClust90_15313-PLEFPDHA_01185|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.139338857709842	-0.0172759480074225	0.190286719114699	0.416562126220452	0.784501867559495	0.416562126220452	0.784501867559495	NA	"abundance"	105	53
"UniRef90_A0A1Y4S5J0|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.171711417945576	0.0182835451620962	0.2284487957297	0.416635847808728	0.784501867559495	0.416635847808728	0.784501867559495	NA	"abundance"	105	30
"UniRef90_UNK15313-CGKMOBMP_00251|s__GGB9739_SGB15313.t__SGB15313"	"age"	"age"	"age"	-0.122332138729793	0.0182835451620962	0.168502236080644	0.416776304077048	0.784623054836304	0.416776304077048	0.784623054836304	NA	"abundance"	105	26
