"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"UniClust90_15313-HPDJDMNM_01217|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	4.18960799310458	-0.290682613120024	0.260571673448819	8.90036770187306e-27	9.17716913740131e-23	8.90036770187306e-27	9.17716913740131e-23	NA	"abundance"	105	76
"UniClust90_15313-AJOEIHIC_01655|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	3.97467219505331	-0.290682613120024	0.267699909439183	3.82129114363894e-22	1.97006664910306e-18	3.82129114363894e-22	1.97006664910306e-18	NA	"abundance"	105	78
"UniClust90_15313-HPDJDMNM_00772|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.859506735159326	-0.290682613120024	0.114670177018383	2.76811564824695e-14	9.51401348302478e-11	2.76811564824695e-14	9.51401348302478e-11	NA	"abundance"	105	90
"UniClust90_15313-OBMGHFIP_00218|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.773940026895771	-0.290682613120024	0.117259281983639	8.87891928472649e-13	2.28876341862037e-09	8.87891928472649e-13	2.28876341862037e-09	NA	"abundance"	105	89
"UniClust90_15313-JKNJDJDH_00114|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.945319131710857	-0.290682613120024	0.147970320233136	1.84351849608211e-12	3.17258693679239e-09	1.84351849608211e-12	3.17258693679239e-09	NA	"abundance"	105	88
"UniRef90_A0A2A7B638|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	1.0603962427894	-0.290682613120024	0.154123945505178	1.84613729228536e-12	3.17258693679239e-09	1.84613729228536e-12	3.17258693679239e-09	NA	"abundance"	105	90
"UniRef90_A0A173YYY4|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.459607512203972	-0.290682613120024	0.0846935153417199	2.82545114631208e-12	3.88020008233698e-09	2.82545114631208e-12	3.88020008233698e-09	NA	"abundance"	105	89
"UniRef90_UNK15313-BCMJCFKH_01568|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.54267431035102	-0.290682613120024	0.0978049393905948	3.01053250496516e-12	3.88020008233698e-09	3.01053250496516e-12	3.88020008233698e-09	NA	"abundance"	105	90
"UniRef90_A0A3F3JX67|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-2.00251375384845	-0.0172759480074225	0.233984493260831	1.40293207746013e-11	1.60729251674349e-08	1.40293207746013e-11	1.60729251674349e-08	NA	"abundance"	105	81
"UniClust90_15313-AJOEIHIC_01187|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.932486853855019	-0.290682613120024	0.147496596437971	2.97487893179361e-11	3.06739766657239e-08	2.97487893179361e-11	3.06739766657239e-08	NA	"abundance"	105	87
"UniRef90_A0A173ZQS2|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.378528755933683	-0.290682613120024	0.0818520444485757	5.15200130831777e-11	4.82929868091496e-08	5.15200130831777e-11	4.82929868091496e-08	NA	"abundance"	105	89
"UniClust90_15313-BNLLABBC_00112|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.760191369492549	-0.290682613120024	0.135048884154155	1.09573799067643e-10	9.4151286848872e-08	1.09573799067643e-10	9.4151286848872e-08	NA	"abundance"	105	89
"UniClust90_15313-HFODPHMF_00291|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-2.01728919967817	-0.0172759480074225	0.258890086289165	1.87140462208959e-10	1.48431177372044e-07	1.87140462208959e-10	1.48431177372044e-07	NA	"abundance"	105	82
"UniClust90_15313-IDLBFOLI_00617|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.649210362379736	-0.290682613120024	0.12198304081264	2.10024235440866e-10	1.54682849402198e-07	2.10024235440866e-10	1.54682849402198e-07	NA	"abundance"	105	88
"UniClust90_15313-NKECMEID_00610|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.813386753846885	-0.290682613120024	0.139796049496365	2.68565627222852e-10	1.74185033012706e-07	2.68565627222852e-10	1.74185033012706e-07	NA	"abundance"	105	79
"UniClust90_15342-JMOKFJAL_00952|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.87842698602162	-0.0172759480074225	0.242522052017242	2.86970759971503e-10	1.74185033012706e-07	2.86970759971503e-10	1.74185033012706e-07	NA	"abundance"	105	78
"UniClust90_15316-LABPJDCP_00075|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.963418007603778	-0.290682613120024	0.165106573156136	2.87183159850257e-10	1.74185033012706e-07	2.87183159850257e-10	1.74185033012706e-07	NA	"abundance"	105	90
"UniClust90_15313-HPDJDMNM_00772|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.778580637364805	-0.0172759480074225	0.103420420002772	3.3465922499441e-10	1.91703959384298e-07	3.3465922499441e-10	1.91703959384298e-07	NA	"abundance"	105	90
"UniClust90_15313-IHCKJNKE_00870|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.710510876485797	-0.290682613120024	0.134833937843045	4.18615347668305e-10	2.27175939463573e-07	4.18615347668305e-10	2.27175939463573e-07	NA	"abundance"	105	89
"UniRef90_C7H921|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.90616811229931	-0.290682613120024	0.169203885105227	4.75760415593384e-10	2.45278282259169e-07	4.75760415593384e-10	2.45278282259169e-07	NA	"abundance"	105	90
"UniClust90_15313-MGNIABGK_00220|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.408367904760103	-0.290682613120024	0.0950547415164247	6.00721318643246e-10	2.94954167453834e-07	6.00721318643246e-10	2.94954167453834e-07	NA	"abundance"	105	90
"UniClust90_15313-ALNKHCJN_01324|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.660883096838398	-0.290682613120024	0.129078645747031	9.40216089589133e-10	4.40662186352434e-07	9.40216089589133e-10	4.40662186352434e-07	NA	"abundance"	105	85
"UniRef90_A0A173YFA6|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.756598349354397	-0.290682613120024	0.144504810102939	1.22217160657557e-09	5.47904845017421e-07	1.22217160657557e-09	5.47904845017421e-07	NA	"abundance"	105	90
"UniClust90_15313-MEBOIBFE_00079|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.848790866138855	-0.0172759480074225	0.127333731709181	1.87167899984511e-09	8.04120090308453e-07	1.87167899984511e-09	8.04120090308453e-07	NA	"abundance"	105	88
"UniClust90_15313-DPBNCJLC_01272|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.699416641555035	-0.290682613120024	0.140815634405231	2.21431878915118e-09	9.0413112854263e-07	2.21431878915118e-09	9.0413112854263e-07	NA	"abundance"	105	90
"UniRef90_UNK15313-LAGEJKKO_00173|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.55068222173375	-0.0172759480074225	0.218067432964959	2.35651202029853e-09	9.0413112854263e-07	2.35651202029853e-09	9.0413112854263e-07	NA	"abundance"	105	90
"UniClust90_15313-PHIFNBHA_01371|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.936513809479888	-0.0172759480074225	0.127521309930442	2.36752404913694e-09	9.0413112854263e-07	2.36752404913694e-09	9.0413112854263e-07	NA	"abundance"	105	81
"UniRef90_A0A173WY86|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.487131181518113	-0.290682613120024	0.111856605092927	2.83257358868918e-09	1.0234462342933e-06	2.83257358868918e-09	1.0234462342933e-06	NA	"abundance"	105	90
"UniClust90_15313-HDOJIOEE_01677|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.96883822073629	-0.290682613120024	0.234765833814688	2.87847355198388e-09	1.0234462342933e-06	2.87847355198388e-09	1.0234462342933e-06	NA	"abundance"	105	77
"UniRef90_A0A2A7B3Z7|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.906435423410266	-0.290682613120024	0.18016210795579	3.24410010528628e-09	1.07958407801783e-06	3.24410010528628e-09	1.07958407801783e-06	NA	"abundance"	105	90
"UniClust90_15313-OFPKGGPA_01591|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.733961160619867	-0.290682613120024	0.145579899794675	3.25884038543839e-09	1.07958407801783e-06	3.25884038543839e-09	1.07958407801783e-06	NA	"abundance"	105	80
"UniRef90_UNK15313-MCLOIPDO_00221|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.41848325156048	-0.290682613120024	0.303702124387081	3.35046944976924e-09	1.07958407801783e-06	3.35046944976924e-09	1.07958407801783e-06	NA	"abundance"	105	88
"UniClust90_15313-IOHHDOHE_00747|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.657937826233602	-0.290682613120024	0.135342170726202	3.56497899174816e-09	1.08177281278002e-06	3.56497899174816e-09	1.08177281278002e-06	NA	"abundance"	105	90
"UniClust90_15313-KPCOMMHJ_00676|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.58509938710139	-0.290682613120024	0.334311674807927	3.5670910323461e-09	1.08177281278002e-06	3.5670910323461e-09	1.08177281278002e-06	NA	"abundance"	105	77
"UniRef90_C7H7N3|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.51807385665219	-0.290682613120024	0.116145917524384	4.13129380202201e-09	1.21707915407569e-06	4.13129380202201e-09	1.21707915407569e-06	NA	"abundance"	105	87
"UniClust90_15313-KCFADFIB_00115|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.707149482647809	-0.290682613120024	0.144768238094111	4.27857537617464e-09	1.22545529732602e-06	4.27857537617464e-09	1.22545529732602e-06	NA	"abundance"	105	90
"UniClust90_15313-IHCKJNKE_00794|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.18701522038549	-0.290682613120024	0.270503931373769	4.42029965421148e-09	1.23182999282634e-06	4.42029965421148e-09	1.23182999282634e-06	NA	"abundance"	105	73
"UniRef90_A0A174AWG6|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.779802632934099	-0.290682613120024	0.162607743501341	4.54006498228169e-09	1.23191079032385e-06	4.54006498228169e-09	1.23191079032385e-06	NA	"abundance"	105	90
"UniRef90_A0A174ARN5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.64536632408385	-0.290682613120024	0.136189996340508	4.69921893435597e-09	1.2424011905678e-06	4.69921893435597e-09	1.2424011905678e-06	NA	"abundance"	105	89
"UniRef90_UNK15313-IAKKEFPF_00726|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	1.47829025508853	-0.290682613120024	0.256366618245466	5.2645475329655e-09	1.35706874031018e-06	5.2645475329655e-09	1.35706874031018e-06	NA	"abundance"	105	83
"UniRef90_C7H5S5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.721175879694518	-0.290682613120024	0.150563099275898	7.84684001961767e-09	1.97338457176287e-06	7.84684001961767e-09	1.97338457176287e-06	NA	"abundance"	105	89
"UniRef90_A0A173YFE0|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.607839537987702	-0.290682613120024	0.133043977958498	8.16302564486614e-09	2.00402279581464e-06	8.16302564486614e-09	2.00402279581464e-06	NA	"abundance"	105	90
"UniRef90_UNK15313-OBGCBBMF_01481|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.366905066336997	-0.290682613120024	0.0983144786160689	8.9638756401876e-09	2.14945399362731e-06	8.9638756401876e-09	2.14945399362731e-06	NA	"abundance"	105	90
"UniRef90_D4K1U8|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.70009917021124	-0.0172759480074225	0.248068429628811	1.00639836565675e-08	2.33962695410677e-06	1.00639836565675e-08	2.33962695410677e-06	NA	"abundance"	105	82
"UniRef90_D1PP49|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.450755104655284	-0.290682613120024	0.110901357391912	1.02107664566778e-08	2.33962695410677e-06	1.02107664566778e-08	2.33962695410677e-06	NA	"abundance"	105	90
"UniRef90_C7H924|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.694678408599358	-0.290682613120024	0.149508470086935	1.07541668967825e-08	2.41056988853747e-06	1.07541668967825e-08	2.41056988853747e-06	NA	"abundance"	105	90
"UniRef90_E2ZMT7|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.748495497673661	-0.290682613120024	0.158697392553493	1.1299216679919e-08	2.4788558124818e-06	1.1299216679919e-08	2.4788558124818e-06	NA	"abundance"	105	90
"UniRef90_A0A2A6Z8U6|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.48481869803481	-0.0172759480074225	0.213310745989239	1.18269869771715e-08	2.54058464003366e-06	1.18269869771715e-08	2.54058464003366e-06	NA	"abundance"	105	84
"UniClust90_15313-HDOJIOEE_01521|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.775807015626265	-0.290682613120024	0.157093854219641	1.28567346320094e-08	2.68561443335233e-06	1.28567346320094e-08	2.68561443335233e-06	NA	"abundance"	105	78
"UniClust90_15313-GJDKHIEJ_01673|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.533089948524733	-0.290682613120024	0.120957075002793	1.32455244677004e-08	2.68561443335233e-06	1.32455244677004e-08	2.68561443335233e-06	NA	"abundance"	105	73
"UniRef90_D4JY69|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.755085978668227	-0.290682613120024	0.158941142397748	1.32835162545794e-08	2.68561443335233e-06	1.32835162545794e-08	2.68561443335233e-06	NA	"abundance"	105	90
"UniRef90_A0A173UIK9|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.624175150479644	-0.290682613120024	0.144486061465272	1.37404341293346e-08	2.72456954437633e-06	1.37404341293346e-08	2.72456954437633e-06	NA	"abundance"	105	90
"UniClust90_15313-LHFIBMKI_00683|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.86866140375226	-0.290682613120024	0.242439900054167	1.58927976991879e-08	3.09189881276087e-06	1.58927976991879e-08	3.09189881276087e-06	NA	"abundance"	105	89
"UniClust90_15313-HKMCFOJK_00704|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.802078765346477	-0.290682613120024	0.167701972860869	1.6450260949932e-08	3.14108593805091e-06	1.6450260949932e-08	3.14108593805091e-06	NA	"abundance"	105	83
"UniRef90_D1PL85|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.520363168020331	-0.290682613120024	0.126187964229516	1.68771164347637e-08	3.16399904652451e-06	1.68771164347637e-08	3.16399904652451e-06	NA	"abundance"	105	90
"UniClust90_15313-NIODEPHC_01289|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.445525037791274	-0.290682613120024	0.110315097451037	1.87600161348596e-08	3.45418797083103e-06	1.87600161348596e-08	3.45418797083103e-06	NA	"abundance"	105	87
"UniRef90_E2ZLM5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.740403963536993	-0.290682613120024	0.159902945812918	2.10258347650286e-08	3.79452215046576e-06	2.10258347650286e-08	3.79452215046576e-06	NA	"abundance"	105	89
"UniClust90_15313-IHCKJNKE_00133|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.807323186799448	-0.290682613120024	0.175874792157809	2.13444171008645e-08	3.79452215046576e-06	2.13444171008645e-08	3.79452215046576e-06	NA	"abundance"	105	87
"UniRef90_UNK15313-GLLNBFPP_00887|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.02815668684055	-0.290682613120024	0.268923988081129	2.53381327546868e-08	4.42816079378941e-06	2.53381327546868e-08	4.42816079378941e-06	NA	"abundance"	105	90
"UniRef90_A0A174AUX7|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.545533284593523	-0.290682613120024	0.130231725393237	2.70581195624471e-08	4.64993784680654e-06	2.70581195624471e-08	4.64993784680654e-06	NA	"abundance"	105	90
"UniClust90_15313-DECAOJPD_01075|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.254487006032754	-0.290682613120024	0.0876715449957184	3.07556570510316e-08	5.19871442382273e-06	3.07556570510316e-08	5.19871442382273e-06	NA	"abundance"	105	89
"UniClust90_15313-LJLILDNO_00113|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.57648351201777	-0.290682613120024	0.133364734515074	3.37085395296583e-08	5.60594759823076e-06	3.37085395296583e-08	5.60594759823076e-06	NA	"abundance"	105	81
"UniClust90_15313-HBGBCHOK_00487|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.367749610457259	-0.290682613120024	0.107050766444548	3.72639212438154e-08	6.07216735460263e-06	3.72639212438154e-08	6.07216735460263e-06	NA	"abundance"	105	88
"UniClust90_15313-HKMCFOJK_00704|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.986218875390148	-0.0172759480074225	0.158358202822627	3.76897207540072e-08	6.07216735460263e-06	3.76897207540072e-08	6.07216735460263e-06	NA	"abundance"	105	83
"UniRef90_UNK15313-FCCPAPDG_00019|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.38236281317052	-0.290682613120024	0.328738588236924	5.29687231415422e-08	8.35541039751394e-06	5.29687231415422e-08	8.35541039751394e-06	NA	"abundance"	105	81
"UniClust90_15313-JECLPOFN_00816|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.03526909747975	-0.290682613120024	0.279930249300811	5.34824058031151e-08	8.35541039751394e-06	5.34824058031151e-08	8.35541039751394e-06	NA	"abundance"	105	90
"UniRef90_D4K645|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.230904484630011	-0.290682613120024	0.0830520986375437	5.94156549069473e-08	9.14380324993333e-06	5.94156549069473e-08	9.14380324993333e-06	NA	"abundance"	105	90
"UniClust90_15313-LJNFFEAI_00949|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-0.94425918254822	-0.0172759480074225	0.147484569822763	6.52517046724865e-08	9.89426951291188e-06	6.52517046724865e-08	9.89426951291188e-06	NA	"abundance"	105	77
"UniClust90_15313-HCAOMJIE_01064|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.879586310998151	-0.290682613120024	0.186383520370892	7.05953555557158e-08	1.04661358824165e-05	7.05953555557158e-08	1.04661358824165e-05	NA	"abundance"	105	86
"UniRef90_D4K5T2|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.573038718862358	-0.290682613120024	0.139615568099365	7.10531967577497e-08	1.04661358824165e-05	7.10531967577497e-08	1.04661358824165e-05	NA	"abundance"	105	87
"UniRef90_D1PNJ1|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.469903374898651	-0.290682613120024	0.122548100326694	7.58510459395858e-08	1.10154948546911e-05	7.58510459395858e-08	1.10154948546911e-05	NA	"abundance"	105	90
"UniClust90_15317-NIIKHOJK_00469|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.21676624187144	-0.290682613120024	0.152387415623022	8.83106508294621e-08	1.26468211208692e-05	8.83106508294621e-08	1.26468211208692e-05	NA	"abundance"	105	85
"UniClust90_15313-OBIJDHGB_01065|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.599289853655952	-0.290682613120024	0.151461347931079	9.65598083236901e-08	1.36387422414461e-05	9.65598083236901e-08	1.36387422414461e-05	NA	"abundance"	105	89
"UniRef90_UNK15313-NKECMEID_01408|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	1.00648505495817	-0.290682613120024	0.213284602192825	9.99882684387944e-08	1.39321491334109e-05	9.99882684387944e-08	1.39321491334109e-05	NA	"abundance"	105	80
"UniRef90_C7H7W6|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.519755882711757	-0.0172759480074225	0.0871279415715345	1.04257637083555e-07	1.41619346326799e-05	1.04257637083555e-07	1.41619346326799e-05	NA	"abundance"	105	89
"UniClust90_15313-MEBOIBFE_00079|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.429550967151507	-0.290682613120024	0.122544641433907	1.05334261463271e-07	1.41619346326799e-05	1.05334261463271e-07	1.41619346326799e-05	NA	"abundance"	105	88
"UniClust90_15313-JNKELALH_00378|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.74556036970426	-0.290682613120024	0.239738598114712	1.05757828214175e-07	1.41619346326799e-05	1.05757828214175e-07	1.41619346326799e-05	NA	"abundance"	105	88
"UniRef90_UNK15313-NMLGEJPF_01294|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.50297944034226	-0.290682613120024	0.362962760132183	1.15078144879903e-07	1.52124455366241e-05	1.15078144879903e-07	1.52124455366241e-05	NA	"abundance"	105	85
"UniRef90_D4K9G2|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.646251740785171	-0.290682613120024	0.155526144706267	1.30407928171102e-07	1.70207107262307e-05	1.30407928171102e-07	1.70207107262307e-05	NA	"abundance"	105	89
"UniRef90_UNK15313-KPPIIOHB_00491|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	1.22437771825935	-0.290682613120024	0.260392195575731	1.347146511659e-07	1.73630346021449e-05	1.347146511659e-07	1.73630346021449e-05	NA	"abundance"	105	83
"UniRef90_A0A174DLF7|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.11419421291979	-0.290682613120024	0.138570731095778	1.55331247666971e-07	1.97730925270882e-05	1.55331247666971e-07	1.97730925270882e-05	NA	"abundance"	105	89
"UniRef90_UNK15313-MMPNEECD_01101|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.519871247083818	-0.290682613120024	0.135996107647561	1.60915683673118e-07	2.02341660287014e-05	1.60915683673118e-07	2.02341660287014e-05	NA	"abundance"	105	89
"UniClust90_15313-IOFBABFH_01774|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.437819704181343	-0.290682613120024	0.117934353768712	1.63757250857454e-07	2.03433857059182e-05	1.63757250857454e-07	2.03433857059182e-05	NA	"abundance"	105	77
"UniClust90_15313-NHDHBCJP_01621|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-2.05795712257642	-0.290682613120024	0.299443603728164	1.86193343703877e-07	2.28552329396509e-05	1.86193343703877e-07	2.28552329396509e-05	NA	"abundance"	105	89
"UniRef90_D4K3U9|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.258614200051489	-0.290682613120024	0.0923305817523545	2.23911341862291e-07	2.70450562522276e-05	2.23911341862291e-07	2.70450562522276e-05	NA	"abundance"	105	90
"UniClust90_15318-BOKAHPJM_00804|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.500655863547712	-0.0172759480074225	0.0873297859168883	2.25572188700569e-07	2.70450562522276e-05	2.25572188700569e-07	2.70450562522276e-05	NA	"abundance"	105	89
"UniRef90_A0A2A6ZBC5|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.72143092326608	-0.290682613120024	0.173707702846201	2.31120595281809e-07	2.73917753787441e-05	2.31120595281809e-07	2.73917753787441e-05	NA	"abundance"	105	90
"UniRef90_A0A173WP41|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.596868978885818	-0.290682613120024	0.156731996415549	2.39416980119772e-07	2.76628950048034e-05	2.39416980119772e-07	2.76628950048034e-05	NA	"abundance"	105	89
"UniClust90_15313-HCAOMJIE_00336|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.7198698979521	-0.290682613120024	0.17238306558819	2.40782613682446e-07	2.76628950048034e-05	2.40782613682446e-07	2.76628950048034e-05	NA	"abundance"	105	83
"UniRef90_C7HA22|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.35159485058843	-0.290682613120024	0.112796153099668	2.41456750114665e-07	2.76628950048034e-05	2.41456750114665e-07	2.76628950048034e-05	NA	"abundance"	105	88
"UniClust90_15313-ACCAEKKK_01671|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	0.351156159335651	-0.290682613120024	0.114374236690163	3.29806182664153e-07	3.73695774664844e-05	3.29806182664153e-07	3.73695774664844e-05	NA	"abundance"	105	89
"UniClust90_15313-KCFADFIB_00115|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	0.743975784013899	-0.0172759480074225	0.131942089698574	3.5293465762324e-07	3.95555353777525e-05	3.5293465762324e-07	3.95555353777525e-05	NA	"abundance"	105	90
"UniClust90_15318-PIFAJMID_01248|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	1.43968482933617	-0.290682613120024	0.307318874922007	4.06633729879348e-07	4.50838751482361e-05	4.06633729879348e-07	4.50838751482361e-05	NA	"abundance"	105	84
"UniClust90_15313-PHIFNBHA_01371|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCF"	"DietLCF"	-1.01611307420619	-0.290682613120024	0.123907881796936	4.28876621410674e-07	4.70441153549516e-05	4.28876621410674e-07	4.70441153549516e-05	NA	"abundance"	105	81
"UniClust90_15313-PLEGONDE_00205|s__GGB9739_SGB15313.t__SGB15313"	"Diet"	"LCP"	"DietLCP"	-1.22764324669687	-0.0172759480074225	0.212468642439831	4.5429287778705e-07	4.93075143459186e-05	4.5429287778705e-07	4.93075143459186e-05	NA	"abundance"	105	87
