F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
1.1.99.38	0	0	0	0	2.2610055775	0	0	0	0	0	0	0	0	0	0	0.6495845387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.39	0	0	0	0	0	0	0	0	0	0	0	0	0.5304097108	0	0	0	0	0	0	0	1.4052643198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.6	1.0447516342	0	0	0	0	0	0	0	0	0	0	0	1.4842667024	0	0	0	0	0	2.0654581325	3.0099851438	4.6845485115	0	0	0	0	0	2.178155576	0	0	0	0	0	0	0	4.1616579361
1.10.2.2	0	0	0	0	6.0229667648	0	0	0	0	0.8313950379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.3.1	0	0.764347035	0	0	0	0	0	0.5346899301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7433734805	0	0	0	0	0	0	0	0	0	0
1.10.3.10	0.9585721951	2.4701564007	0.6563668092	0	20.8055519598	0	0	0	0	8.7207822964	0	0	0	0.8785173843	0	0	0	0	0	0	1.4968809186	0	0	0	2.331994444	0	1.0057890353	0	0	0	0	0.8261538658	0	0	0
1.10.3.14	1.6635213749	4.6960051137	3.0815970959	4.390462267	86.8461250491	54.0696024647	0.6088237986	0.4852645579	0	31.9713573343	1.8189597063	20.9539743134	8.7948935225	22.9338630094	6.2530289896	33.9860583422	7.2174053636	0	11.498247782	3.2972447538	8.7598828805	2.4141610073	1.6197000694	3.7405113709	5.4048435507	6.1991338929	12.5623970525	3.0263890143	4.84412954	1.9189154684	5.9156296886	3.9205934805	3.0531623718	0	4.7507290245
1.10.3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.9.1	0	0	0	0	0	0	0	2.721860443	0.5181523749	1.9049812714	0	0	1.8133113264	0	0	0.9274535509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.910751178	0
1.11.1.1	12.2152279139	23.0921431714	24.6965092696	34.1932209757	138.2208596045	173.8055643145	18.7758103715	888.3863301364	51.5738779792	181.0334902779	45.8887886631	102.9803224934	67.8072410255	108.9377971204	28.9099067098	109.0720223044	24.0144586357	17.1698042842	25.5209202239	14.4211888551	64.2536494643	18.2252312175	19.206712068	22.5485997977	25.0200139556	29.369185296	59.4500791203	30.4178588917	31.5320736169	36.7637835876	21.696705754	53.8164221304	25.0412541975	9.4989752801	24.1336185883
1.11.1.10	0	0.9868419339	0	0	0	0	0	0	0	0	0	0	0	0.8497767494	0	0	0	0	0	0	0	0	0	0	2.9170333989	0	0	0	0	0	0	0	0	0	0
1.11.1.11	0	0	0.8504381416	1.7503435225	1.5231412004	0	2.9935328338	4.0460241587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7633993174	0	2.3647369657	0	0	0	0	0	0	0	0
1.11.1.15	246.3179276115	329.0917076458	349.0054411865	339.2594710194	269.7927281574	244.4210333294	304.8411804852	409.6150020412	184.9526100767	393.3057860593	285.8259996455	329.1438887459	327.7281419285	316.2756187463	88.1670489001	226.799436628	138.1943614436	205.694201764	234.387964402	332.4520377413	308.3364457003	267.2966768362	282.3945752708	263.778144826	332.2219898179	257.2272343619	285.1672028023	298.6649264559	353.6054351525	308.6530750636	282.2810774438	276.3931067273	227.1966989497	220.5676848989	106.6652728023
1.11.1.17	0.8236874805	0	0	0	0	0	0	0	0	0.4638616446	0	0	0.7233108317	0	0	0	0	0	0	0	0	0	0	0	0.2992487884	0	0	0	0	0	0	0	0	0	0
1.11.1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.19	0	0	0	0	1.3379643032	0	0	0	0	0	0	0	0	0	3.0399046643	0	5.1576849601	0	0	0	0	0	0	0	0	0	0	0	0	0	1.035375005	0	0	0	0
1.11.1.21	25.310959105	49.6881150865	39.6795097469	40.7889078898	30.103081968	12.6396089097	24.1593180215	7.7176496085	0.7494009988	40.8245343837	55.5780088511	52.3169032126	26.7991975876	45.5350479141	14.4630908792	40.944611013	0	0	9.9243200651	53.3800822049	52.234447602	47.3329015021	72.1385598361	41.3695802057	42.1824363803	71.9742448986	37.7504713035	97.412276117	49.980323525	44.07531557	17.3990964111	34.5622062701	0	10.1553302852	10.5980576005
1.11.1.22	0	8.8678129117	8.9059772056	5.1801248299	4.7600546596	5.4249342574	1.0536213405	10.5469239735	0	0	6.1611666323	34.9349740809	0	31.1900536928	0	0.8694334875	1.5952455085	10.4605561593	0	0	0	21.2340788602	0	0	0	32.5037918506	24.3009586053	0	2.5225090279	0	0	23.7869962105	0	0	8.0921126536
1.11.1.23	0	0	0	0.8752216045	0	0	0	0	0	1.2516168199	0	1.0905188081	0.9592824751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.24	5.5328919769	4.5774940631	7.7554424436	14.8080091367	70.9257903745	16.5784198913	0.6677142695	111.9830619368	21.1696816586	42.8309922975	5.6068358892	33.3031249867	9.3671180654	28.20720573	1.0588546645	20.8112499447	0	1.0838202152	5.7695563508	8.9480126368	9.2255838121	1.0936453304	6.228469695	9.6069580727	14.5166037682	3.1218792564	9.5554702716	4.9380387942	8.9448974952	9.5105758337	5.2137060842	5.4131447024	2.4561777684	10.1897878243	0
1.11.1.26	0	5.7970041721	2.8589580047	0.8073433236	26.4743683992	42.3776052372	5.3786990791	84.316562512	41.597240413	14.7858066248	1.3612131952	1.5554986514	5.034847518	3.7049491877	1.5758437813	17.4875922376	0	0	4.5067355814	0	2.3478420283	0	1.1688137019	2.5275375239	6.3022231182	2.2572928779	0	2.2759986599	3.2786202144	0.9837969706	3.4996558315	11.842893966	7.1989427198	0	0
1.11.1.5	0	0	0	0	19.8967426049	0	0	0	0	0	0	0.7497298108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.6	2.1497025466	0	10.9245296958	1.1787423384	34.8934231996	42.2914259403	0.5447076809	78.7801814657	16.022278531	30.3727843865	13.2578876085	23.9996791635	20.0575374388	13.0820282639	2.9183640238	23.1093482668	5.0274403904	0	4.0988154109	0	15.7186467575	1.5089342482	0	0	8.2946776201	0	12.7918774698	0	9.6364560532	7.7341248924	0.9952525406	22.7708781561	0	3.3590080571	1.4638997765
1.11.1.7	7.3698996829	5.2630366015	3.8174637897	4.1997876162	1.8480387658	2.5251876407	2.1022458318	4.8607234653	4.4217426963	4.7478779099	3.0805833162	5.7926640361	2.1712669361	6.4654579023	6.2417157656	3.9087914621	12.605316944	1.5609744656	11.7194991517	3.6077368672	0	5.4894919781	7.7777657102	0	5.3087586765	5.300436663	6.3256614996	1.5851602349	4.3001822391	7.8765994282	2.4056418207	1.2694559401	1.646052757	5.527839306	6.2399126129
1.11.1.9	0	0.7722033892	1.1631208327	0	21.8459849514	0	0	0.343517505	0	17.5432923217	0	1.0598579659	6.5911896519	0	1.7392646178	0	0	0	0	1.73382518	2.4371194518	0	0	0	0	0	0	0	0.6536883487	1.833317896	0	0	0	0	0
1.11.2.4	0	0	0	0	2.6020944474	0	0	0.2768012954	0	0	0	0	0	0	1.2357932811	0.5576209541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.1.2	5.1195455531	2.311080081	1.0641144089	1.0887507582	0	2.4949572543	1.8672577724	0.6465626089	2.7543225294	6.6948170047	0	3.0607625886	3.7627170244	2.2149540409	18.8826645064	0.8579605443	3.0025524196	2.896880695	11.6249923367	0	2.6043274475	3.181433348	3.530447642	4.6316326075	5.4316039225	4.2894875871	4.6287982785	2.0183636969	0.5477584926	1.1781609713	0	0.7537091733	10.6954121561	0	19.4685068448
1.12.1.3	0.6729181718	2.9713661649	5.4334983851	15.8931803689	18.3731847973	36.6179669812	5.0661845509	98.6291453004	7.5508161318	40.53672546	6.8731109826	19.7101169027	17.4902477096	17.4035396776	20.2701486236	30.3055640868	9.3720634613	0	7.2689590288	0	14.9970301692	0	2.8131986739	4.0729394002	16.329830198	12.3576664902	15.6938644024	2.0680675979	8.2073835905	6.1916521142	0	13.8372929347	12.7619777692	6.4857044908	1.6693965062
1.12.2.1	3.5979267178	2.7664157552	0.8992134606	2.4957901893	0	1.3007263451	2.7596211406	0.4248578022	0	3.8058158953	2.0114954754	2.5062983793	5.160956933	2.8424608503	1.7636885166	1.4004422928	5.5178996217	4.2168003187	11.1237211039	7.5051983115	0	4.1863327684	7.0012831586	4.0763246859	4.9799536149	5.8664486681	3.4665039989	4.9557645436	1.4525870295	1.759164892	0	2.930804164	4.740820048	7.7204751809	3.584657181
1.12.5.1	0.7910632928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.7.2	23.9406566438	19.2275240055	23.0954899642	39.1979252269	49.9088136428	58.5499288182	34.6529073746	204.9378153437	29.8612083864	83.2703446244	42.0917350545	42.4046642526	67.9994695717	51.9031608687	64.8802331058	41.9221749242	75.8269287306	17.0925275875	33.3672367163	25.451983882	36.5610078468	13.5505140697	18.4635997028	33.3691304252	61.9431587006	34.8279904264	46.0548089487	12.3920293378	36.8221792318	40.9165694636	12.7173546629	57.6297147541	20.6352104765	24.9051444871	31.9338337968
1.12.98.1	0	0	0	0	0	0	0	0	1.2483057511	1.3384578772	0	0	1.2628477362	0	0	0	0	0	1.208935631	0	0	0	2.1960104633	0	0	1.3859499292	0	0	0	0.6911862916	0	0	0	3.5077148453	0
1.12.98.3	0	0	0.5834141038	1.2379823149	0	0	0	1.3526468376	2.2858163558	0	0	2.640679108	0.995839064	1.3280194026	0	0	0	0	0	0	0	0	0	0	0	1.1363355389	0	0	0.9589476166	0	0	0	0	0	0
1.12.98.4	2.9734898789	1.7146870495	0.2864169907	0.5533259886	0.5429598574	0	1.0426781105	2.9655012727	6.6742169524	5.772646292	0.8154485248	4.2239240061	3.8009648787	0	7.423063113	2.1516283278	5.1879101798	6.8436715236	9.2714709037	3.7134994984	0	0	1.5247107316	4.2815776114	2.990804602	3.0987837444	4.8509115268	0	0	4.1079347314	0	3.1366107707	4.9875375245	0	7.661622564
1.12.99.6	2.0538348344	7.718943941	3.0629618488	0	113.4407593836	1.8623309779	0.9806903018	28.0914173927	0	4.463355886	0	4.7890184433	6.7131200534	1.8380683304	3.5178803361	1.0191923658	5.4921664521	0	3.6215388788	3.3111560401	0.8844385107	0	0	0.8265407069	7.3876803869	4.2301701888	5.1275260322	5.5342985434	4.6004698291	1.0120279796	26.8845020703	1.0432017597	0	7.1632901611	0.9118649423
1.13.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.11	0	0	0	0	0	0	0	0.3417648647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.15	0	0	0	0	21.6057580905	0	0	53.0668180317	1.6176019245	0	0	0	0	0	0	1.7299596279	0	0	0	0	0	0	0	0	0.9413186009	0	0	0	0	0	6.2266548887	0	0	0	0
1.13.11.16	0	0	0	0	24.8794829357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8445482462	0	0	0	0	0	0	0	0	0	0	11.8652544191	0	0	0	0
1.13.11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.20	0	0	0	0	0	0	0	0	0	0.7982898504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.24	0	0	0	0	27.0515653801	9.3703392358	0	9.1073876872	1.4241904105	4.8496188903	0	0	0	4.2837784651	0	3.9212869879	0	0	0	0	2.1946176882	0	0	1.3964442076	0	0	0	1.136349807	0.5852664493	0	1.4582454807	1.7889913977	0	0	0
1.13.11.27	0	0	0	0	0	0	0	0	0	0	0	0.7195899189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7586398098	0	0	0	0	0	0	0	0	0
1.13.11.29	0	0	0	0	28.6874135818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5967295283	0	0	0	0	0	0	0	0	0.9389174911	0	0	0	0
1.13.11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.39	0	0	0	0	3.6971993543	0	0	1.4413898264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.4	0	0	0	0	31.0180631714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.58	0.5002499882	7.4522952427	1.4217562477	41.6730009931	0	2.1225311529	2.7259719517	0	0	0.8926126666	8.2952584288	8.0568137096	10.1425930529	5.428399239	0	4.0696702489	0	0	0	7.7599456995	8.7875845218	8.1628275584	2.4317554036	50.9134154128	9.7510804015	34.2809899606	3.5912032713	36.7020823811	5.2804978955	4.8555834722	0	15.2898500695	0	0	1.5252149504
1.13.11.6	1.4161032791	1.6543880571	0.6048197047	0	0	0	1.8486504839	0	0	0	1.1911306068	1.1971486547	0	0	3.4172002018	1.3699184378	5.689006781	2.484359598	2.3927860736	0	0	0.939686	3.5771834422	3.2863894217	1.0367152165	0	2.3602020809	2.2385709192	1.619170562	1.6777001545	0	1.4389053523	2.6147004974	2.5712268481	4.3213926608
1.13.11.64	0	0.5475852557	0	2.8004766511	0	0	0.6548632572	0	0	2.2636497601	0	0	0	0	0	0	2.5743961999	0	0	0	0	0	0	0	0	2.7200888318	0	0	0.6241333155	0	0	0	1.2987761509	0	0
1.13.11.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.74	0	0	0	0	0	4.3493720949	0	2.1198186207	0	0	0	0	1.0808162131	0	4.2110769221	0	0	0	2.6432939934	0	0	0	2.2373867102	2.0898963067	0	0	0	1.1255871685	0	0	0	0	0	1.6356419679	0
1.13.11.76	0	0	0	0	0	4.3493720949	0	2.1198186207	0	0	0	0	1.0808162131	0	4.2110769221	0	0	0	2.6432939934	0	0	0	2.2373867102	2.0898963067	0	0	0	1.1255871685	0	0	0	0	0	1.6356419679	0
1.13.11.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.9	0	0.6863114736	0	1.3936743754	0	1.9671280602	0	0	0	1.5621407498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1289601132	0	0	0	0	0	0	0	0	0	0
1.13.12.16	0	16.4658370327	1.6978215927	6.062676307	21.646762806	58.4567043554	5.2884289026	213.5580706039	21.7155732973	31.8643713563	24.1447432543	8.6098376544	11.0885206483	11.9809081002	5.1441885022	29.6437409671	3.947883757	0	3.2670101997	4.6061530041	6.3141907249	1.1516416737	1.2257439359	3.9354700439	6.3864435357	1.2706809191	13.9963322471	3.0078715721	4.2459964725	5.7936949454	8.6292715662	47.6641676964	17.8913847295	1.0310995597	15.4217664784
1.13.12.4	1.7448362925	0	1.0771141575	0	30.3155638617	0	0.6367398806	1.7402165052	1.0061885916	2.7235331616	0	0	1.337009234	2.3488835362	2.3098529654	0.5675364417	0	0	0	1.8466477922	0	0	0	1.6763781778	1.0098425592	2.4219812395	1.8877097993	0	1.036694596	0.7305396404	0	0	0	2.1381910483	0
1.14.11.17	0	0	0	0	29.426174908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3155576025	0	0	0	0
1.14.11.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.11.33	0	0	0	0	25.2278470831	7.7809412554	0	0	0	0	0	0.769883838	1.1090124804	0	3.7215506908	0	0	4.5318613518	0	0	0	0	0	0	0.6257223384	0	0	0	0	0	0	0	0	0	0
1.14.11.47	0	0	0	0	20.6910732282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.11.64	0	0	0	0	17.4559696684	0	0	0	0	0	0	0	0	0	0	1.3081561573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9833320266	0	0	0	0
1.14.11.67	0	0	0	0	0	0	0	2.2919565399	0	0	0	0	0	0	0	2.4547303394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7730048007	0	0	0	0
1.14.12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2236019718	0	0	0	0	0	0
1.14.12.12	0	0.1773562582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2586318999	0	0	0	0	0	0	0	0	0	0
1.14.12.17	0	0	1.2445417456	0	34.0101241414	0	0	1.6263688675	0	6.0044421568	0	3.7934595682	1.9323130057	0	1.2293231592	1.1553862174	0	0	0	2.0176966878	2.1090456794	0	0	0	2.5133727194	1.4256688372	3.4298036792	0	1.2355808691	0	2.2067169618	0	0	0	0
1.14.12.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.19	0	0.4603715639	0	0	41.4329548736	0	0.4067957098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4931267927	0	0	0	0	0	9.3890527114	0	0	0	0
1.14.12.21	0	0	0.3088183196	0	1.3083392363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.3	0	0	0	0	0	0	0	2.5957077866	0	0	0	0	0	0	0	1.7184576711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.7	0	0	0	0	0	3.48009053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.107	0	0	0	0	2.5591118918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5131668299	0	0	0	0
1.14.13.113	0	0.3912293905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.127	0	0	0	0	26.7153380068	0	0	0	0	0.9275432908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2470084696	0	0	0	0.1853271939	0	21.8601822726	0	0	0	0
1.14.13.131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.149	0	0	0	0	21.7585950618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.156	0	0	0	0	1.5947949771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.23	0	0	0	0	1.9636563335	0	0	0	2.0070454844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.237	0	0	0	0	0.9193735174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6122849877	0	0	0	0	0.41433405	0	0	0	0	0	0	0	0	0
1.14.13.239	0	0	0	0	33.7282700507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.24	0	0	0	0	26.6636836712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.240	0	0	0	0	18.3038930672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5277098267	0	0	0	0
1.14.13.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.39	0.9749770178	9.8453681725	8.6503671785	1.3394298324	4.3455386356	15.1522639437	4.6683004675	9.2883924681	0.7644706667	14.3594003167	7.6076441319	7.7658712827	5.1477091189	12.2892862504	11.3048156324	10.4502145652	6.3630707339	0.8557626512	0.7074194104	6.6158845028	6.2176595475	0.7795728253	11.7285518463	5.6259007853	2.3692861832	8.9573341033	8.2530070965	22.1262606552	6.398371117	11.3877798092	0	2.2436040903	3.1300819886	3.465764854	1.5016291522
1.14.13.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4972509375	0	0	0	0	0	0
1.14.13.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.7	0	0	0.7634776649	0.4826050042	0	5.0618185574	0	4.624831063	1.7152336253	6.4262076591	0	3.1948028687	2.6848994876	2.2645100859	0	4.0728045663	0	0	1.1644763957	0	0	0.6255831314	0	0	0	0	2.2716419586	0	0.7472870626	1.7365388507	0	1.3272027132	0	0	0
1.14.13.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6906787342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.81	4.8804069571	1.8705550221	0.9911761631	0.759324835	3.8423949679	11.5828707925	1.2707272605	3.4945283248	3.1412951063	4.7179940212	1.7048264948	9.4834319648	4.4843664313	8.1385183314	9.7138980371	5.3999813176	7.2411328946	5.1611040037	2.8702235505	6.649976915	5.9601526826	7.3992934624	2.605266598	6.1770042378	5.1453406578	1.4368121435	6.861810623	1.9347083893	2.795059776	0	0.4308452557	2.4059258205	2.2017257448	1.275773507	2.5050419883
1.14.13.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2029471013	0	0	0	0	0	0	0	0	0	0
1.14.13.83	0	0	0	0	0	0	0	0	0.4357683153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.9	0	0	1.8417428409	1.0658745407	0	0	0.8877466756	0	0	0	0	0	4.1674190206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.1	0	0	0	0	1.2328287906	0	0	20.0324684678	0.59632219	0	0	1.1134337779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3783763542	0	0	0	0	0	0
1.14.14.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.16	0	0	0	0	0	2.2662998353	0	8.693610067	0	1.2471916403	0	0.8794488968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1789544392	0	0	0
1.14.14.18	0	0	0	0	3.6858544	0	0	0.4925434815	0	0	0	0	0	0	0	0.519539523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.3	0	0	0	0	12.5115037618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
