F-50179221-003S	F-50179155-003S	F-50179247-003S	F-50179145-003S	F-50179263-003S	F-50179227-003S	F-50179243-003S	F-50179060-003S	F-50179271-003S	F-50179229-003S	F-50179267-003S	F-50179200-003S	F-50179151-003S	F-50179192-003S	F-50179147-003S	F-50179196-003S	F-50179186-003S	F-50179213-003S	F-50179062-003S	F-50179233-003S	F-50179239-003S	F-50179253-003S	F-50179066-003S	F-50179169-003S	F-50179161-003S	F-50179205-003S	F-50179249-003S	F-50179259-003S	F-50179219-003S	F-50179159-003S	F-50179184-003S	F-50179190-003S	F-50179203-003S	F-50179209-003S	F-50179167-003S
2.2.1.9	17.2128129444	8.8571039378	3.2460916346	0.9936261978	0.5273192684	5.4141036801	2.1747231733	1.4461002928	2.4151528661	15.3186047028	1.9150781352	15.1802199083	3.9064321997	7.0945546445	27.0957563087	6.2116932687	9.2280112897	5.6468936099	4.9888295312	8.3341149819	0	4.0770950808	3.4650353967	0	3.2082918232	8.5043298224	2.2516014766	3.6677066238	6.4128538505	1.1901714436	1.0058926931	6.3498035302	4.4082324111	4.4340951542	0
2.3.1.1	224.239151631	249.0328473848	277.6307773681	287.1945858278	144.016568178	251.5657045654	309.7260089474	274.5897567656	237.2793720957	259.8737946602	252.2392188087	232.3438036216	218.9228836241	246.8380365343	325.563284479	261.3811974172	228.0311534052	273.4967110139	196.4467462051	270.4079619499	278.6717981616	277.8443886376	329.7019566839	444.6331204509	258.9679515962	255.6222125393	351.3751107131	311.9065741172	218.3233483789	292.8323235835	244.4220028708	343.3938672947	277.3703137565	264.0842233224	416.6003214294
2.3.1.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7534998523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.108	0	6.5657590369	11.4671804313	7.7000068588	14.2933007031	5.610711685	15.2404593416	8.867185126	5.3212573046	0	12.5217035006	9.8008293747	1.6433347286	6.0892369828	0	9.034441511	11.4354728219	6.4454589624	4.2849782376	4.8259155724	24.8348950587	1.7811593965	0	0	23.0056563152	8.6261151371	19.0574658391	4.6880002044	8.7964185317	6.5826579566	2.891103681	5.2342444741	7.3944412697	9.9357078257	0
2.3.1.109	0	0.7526770411	0	0.7232117726	2.2800577643	1.1175193894	0	0	4.7084366123	0	0	0	2.1469045964	0	0	1.7991318181	0	0	0	0	0	0	0	2.3945670218	0	0	0	0	1.3425456311	0	0.7348163213	0	0	2.2456015201	0
2.3.1.110	0	0	0	0	0	0	0	0	0.5716079275	0	0	2.3991883294	0	0	3.537258246	1.0992406809	0	0	0	0	0	0	0	0	0	1.7711739665	7.0087272331	1.2128098851	0	0	2.3408201404	0	0	1.0860895194	0
2.3.1.111	0	0	0	0	0	0	0	0	0	0	5.2271406777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.117	26.4295536154	57.1270515612	100.32401342	22.0738908032	2.9803125522	60.8702359376	25.9283728492	34.9853531336	19.426249214	120.0562795008	145.1265638384	28.9056641012	79.4480796918	30.1176857395	39.6266972141	43.4798703074	42.6706423406	93.6752993037	101.3178344831	70.4653329758	55.4574135207	54.6379357473	126.0038961271	8.7396195769	51.2237891214	44.321655852	76.3047198597	8.4030427592	42.872777789	51.9456272611	8.065699113	74.4158359329	82.5419863628	72.8277807151	74.7337216937
2.3.1.118	0	0	0	0	0	0	0	0	0	0	0	1.3968607607	0	0	0	1.3990426229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5300515869	0	0	0	0
2.3.1.12	8.2102791634	0.9316866646	2.1329508444	0.806300864	4.3388297158	1.1638518009	4.4055327363	1.9565193667	9.8725537873	22.6375237604	2.6718400935	0.5905323466	2.89376037	1.8452233281	0	2.8759771738	3.7774659277	0	6.2868532743	5.5916589437	4.9398653405	0	3.4993416635	1.2911040008	0.7305447721	0	4.9800492806	0.9721938783	4.7460713595	0.561501347	3.7768561704	0	0	1.455583892	9.2718494532
2.3.1.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.128	56.3056619313	36.0889176002	69.5341694088	78.2169541391	101.1692309179	66.363272378	71.5192664581	20.2295841736	59.6084965097	127.2111272506	156.8035839668	24.2269627986	173.2469414092	59.3853809711	42.1438675992	43.1357390421	35.7757191162	74.5805650527	80.0594200225	45.6596482575	65.624439094	17.465888859	87.1715646739	10.5683205389	48.2179996497	65.9054153503	12.8686739919	43.1727582367	44.5240631704	50.9164907645	51.7494135398	83.2078930349	86.7110912087	33.2295323612	81.6869532618
2.3.1.129	0	14.7104387358	7.5285737705	2.8735873876	1.5575520076	7.4964213005	5.12600265	3.2425102379	3.1314245013	0	7.313058764	83.8780783392	9.1999687926	30.9305027825	147.4282508971	20.5206558	24.9760235951	22.4907778524	28.9877002696	38.2530345546	0	6.4144770264	31.0229615376	0	6.8039286271	36.9139869634	0	0.7463445447	11.5820110758	5.2201596579	7.3932570448	9.942722656	2.8125740697	9.1192718238	2.7015135529
2.3.1.135	0	0	0	0	0	0	0	0	0	0	2.0000986853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.15	117.1230882136	28.7927259609	54.2552071137	13.9999197319	19.7994050957	40.3124972576	42.8211984186	62.0178033051	41.7497848026	44.6350351957	52.1601566223	59.2084472454	76.5081199586	45.6188306395	127.7607284915	56.5589340134	39.3616283497	44.8920507074	106.854502874	53.4671386284	37.346133791	50.3858018964	67.2257244512	4.0362093477	58.9646385011	63.4368180257	92.551042934	35.4746714113	64.6690002023	38.7523831828	34.8267402609	20.3412896208	38.9610618694	73.3311416961	63.1024684698
2.3.1.157	251.3476968153	151.8767720358	133.761913038	213.5220078905	249.0740740179	223.2985177563	201.1133935437	103.1531552636	181.0997256556	268.6170003649	193.8125868693	91.2357249792	267.3559387517	157.9730657273	146.5969213221	191.6876698502	189.5147260321	134.6737985525	171.4954710052	118.5225714923	199.0220130108	95.3907887667	215.1202695389	336.1023716693	103.9142698227	118.055894282	205.1643832522	152.3811002727	126.2745342675	177.5313320197	139.7076093056	222.0929010409	162.0354108819	90.2692711271	299.9306635325
2.3.1.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8604142519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.16	12.9748622131	49.20304391	60.0638531514	18.8663403817	37.3594000195	77.841647372	22.09317129	28.048433754	44.6193175428	7.0454746184	21.5087291174	38.9375161257	18.3173947107	59.0796689478	1.4412947353	92.8018417604	78.4578935212	23.1102340983	42.8548026172	34.3785842312	57.8481146662	53.5541960448	0	22.6800711145	50.1647188978	13.1143016275	18.600996044	30.4718465143	26.3714966258	35.0682226617	14.6188149392	13.9930218048	63.9573049333	24.1214199351	7.5846810906
2.3.1.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.165	0	0	0	0.391584218	0	0	0	0	0	9.8225903003	0	0	0	0	0	0	0	0	0	0.8180389936	0	0	1.853028512	0	1.6154062816	0	0	0	0	0	0	0	0	0	4.148858614
2.3.1.168	0	0	1.757307135	0	0	1.1560077094	0	0	0	0	1.9661899218	0	0	0	0.9953324069	0	0	0	0	2.3697508508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.169	12.0237703232	26.5431863676	16.8753256848	42.4785519074	65.275141346	46.2455908601	67.8450460892	42.1487855072	70.9528683802	22.1119740908	49.6896268051	16.2997505377	31.5878109605	47.4780440049	11.7711129628	35.6448393127	23.1653732251	1.2616034914	0	15.0979654729	26.5816812692	44.5022064082	4.1353809859	6.3683892516	35.3893541209	15.5753665064	39.1715829396	41.089790414	31.8372413467	25.5416212999	43.4931259769	25.0991953811	25.1042601477	6.2766756807	7.8127002959
2.3.1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7055391027	1.7324714033	0	0	0	0
2.3.1.174	0	0	0	0.5814289389	0	0	1.6208193223	0	0	0	0	0	0.6464657712	0	0	0	0	0	1.5018243317	0	0	0	0	0	0	1.2233882036	0	0	0	0	0	0	0	0	0
2.3.1.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.310191086	0	1.2827814301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.179	25.9343521842	76.0112938447	34.5187957394	276.3744751275	351.3965408783	183.8659690162	305.9274834152	75.8772546286	334.3781943455	51.7259255506	110.4888124353	66.8460447075	226.3934221157	164.1355783914	62.8487368997	117.3197103428	124.3323370767	9.7496865822	0	83.8476580372	115.9619009495	113.6571585594	17.2503885992	319.9388333156	66.0989418455	71.1684439135	155.9160409824	207.5757775185	96.9861245006	120.1574586684	295.7925708636	134.6011526673	51.3561558631	12.0609506256	173.3525971937
2.3.1.18	45.7501183355	73.300302278	81.5561435361	52.841285958	70.2271816627	89.8302548622	74.4190454275	107.4735192305	64.6227448855	74.3528775448	88.0029199094	99.5219567954	40.7217730661	80.828026111	67.7370375375	101.6783115925	106.5479851606	77.4027784669	142.8823817404	82.0604348282	55.0414939919	76.558558239	48.4349994676	27.7774009021	75.7315875075	118.3532212846	146.2848748158	49.2597289133	105.0223675155	95.025802033	98.1599845005	62.3943651321	73.6462835588	113.0616723999	65.2081855392
2.3.1.180	83.0615910549	127.2878508073	52.8446794189	282.0068930453	318.2625050202	192.181054188	277.3946140829	118.861007238	293.8772739991	203.8320888506	127.7573518051	153.2078896091	234.4536302571	141.1605581957	185.3049241287	127.6996402537	185.8282571089	33.9359463899	19.3442879546	107.1631239689	230.1927164669	80.2010841137	131.9764445677	348.7941221918	77.850037411	89.1293426801	201.4059172562	218.4619624509	137.9946521012	153.1263503197	232.4556259526	146.9902349594	57.2584207246	64.1410832368	257.8270114241
2.3.1.181	10.8853488209	1.4349057766	2.3464749802	0.7675193885	0	0.5995029152	1.5802988392	0	1.0567207606	11.6096011649	1.9650522362	8.6512070577	0	4.3818812459	6.207289349	5.278308036	4.1960644596	5.2310830547	3.7649690538	6.5077858933	0	3.9011340639	4.3300234967	0	5.5060017359	5.3712784982	2.5370038457	0	6.104170436	3.4679626421	4.8896424	1.3029019928	1.1706550241	3.3282963678	0
2.3.1.182	0	0	0	0	0	0	2.0491465833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6525554114	0	0	0	0	0
2.3.1.183	75.3993905865	32.2529411186	22.817454292	11.6451467361	19.0828642059	24.543919084	16.9396115336	31.5232887229	30.6720774819	54.2999963772	15.7453291213	38.3712946626	18.930983472	30.1421322787	34.0882694933	55.1543472982	32.3242899741	21.6724436608	5.6547690689	13.6120285984	37.4616762221	11.1218397365	32.4212820446	4.7648327822	38.9119418957	11.8080201261	44.0272764786	7.6964903888	28.0977635141	23.3368068392	13.3463014787	14.9974667731	22.665027694	34.8963133647	11.7619953831
2.3.1.184	0	10.8112518699	17.7892930205	23.761911515	36.3490865759	30.9044557655	35.8709992354	18.2038423871	30.4773612129	6.6756300893	14.150598916	11.1813633376	21.2795041851	15.7902377569	3.7675083007	11.7030466541	14.9551852799	6.2311742792	0	0	24.1195815989	3.281083344	3.5218859959	2.233792626	15.4893679809	4.4390542021	30.4232598654	10.6205976692	10.7948168868	11.9826157033	15.3175949175	5.7105009275	12.8455769367	0	3.0143941785
2.3.1.187	0	0	0	0	0	0	0	0	0	0	0	0	31.070428725	0	0	0	0	0	0	0	0	0	0	2.4284595122	0	0	0	0	0	0	0	0	0	0	0
2.3.1.189	0	16.0833301018	10.946723403	0	1.7581769705	0	0	7.2584635633	2.0988000769	10.6802328145	5.456337167	6.5543011671	0.5902663853	3.2493069197	23.9091174557	15.1885494971	0	5.289215909	52.7542873492	4.2132658389	1.5769649262	0.8193357835	11.1787710433	0	3.6885343027	9.6246621441	7.0222556309	0	18.0939775518	4.3769545392	1.0368475317	1.9866073123	4.7715520038	5.1993059424	0
2.3.1.19	3.2930810923	8.2987500519	3.4602143971	32.4273831794	80.6676583338	28.7149666681	28.7038009294	14.5536272189	46.9066658269	0	15.6388393069	0	27.9082662677	11.5923410982	3.8892450072	11.1404925612	6.1804767936	1.435204733	0	0	28.3253925439	2.2354656812	0	10.4912914426	12.7770844789	0	8.1483502324	8.7721664166	12.093262404	11.6070823268	37.7349765505	0	8.7239745745	0	6.0652522753
2.3.1.191	0	7.6677452631	0.6817989848	0	0	2.1332204476	2.8395675563	0	1.7397131999	6.9055999705	1.8837837381	38.2072456041	3.8253357934	11.0028136772	77.2770118433	5.2466483664	13.9538161616	9.0052120903	10.5265846593	12.1516672469	6.4328359575	3.5667820592	14.3947115429	1.4957902793	0	15.4150436428	0	2.6389168342	0	2.4084909174	7.32296171	9.4804831699	0	2.6691002023	0
2.3.1.193	0	0	0.439927778	0.6576709673	0	0	0.7215976435	0	0	0	0	0	2.3947697196	1.4946308958	0	2.8181924733	0	0	0	0	0	0	0	6.0313701014	0	1.2708891454	0	0	0	0	7.2011781784	0	0.661164324	3.3829273266	0
2.3.1.194	0	0	0	2.302719253	0	0	0	0	0	0	1.1249880552	5.3270113755	0	0	0	0	0	0	0	0	0	1.155949549	0	0	0	2.3446008043	0	1.0015462277	0	0	0	0	0	0	0.852191999
2.3.1.195	0	0	0	0.2898396951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.197	0	1.3767424411	0	0	1.4485942721	5.4351645205	0	0	1.8284482852	0	0	0	0	0	0	0	0	1.4448754976	0	0	0	0	1.3859428127	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.199	13.0837735045	13.7752272935	2.8632401855	28.0632656637	38.5720398113	17.989924233	27.2742255604	1.4232332147	22.1296145772	0	8.958939336	12.1860972844	17.6783664676	15.4196922011	4.6141487925	7.7347658112	10.5553202638	1.9283966897	6.1746529614	9.1509585111	17.5339240799	14.4505933933	1.4428985895	5.5402938863	7.2781323751	22.2177222425	11.3151201647	21.7500121246	7.7510182651	12.1316241539	22.4347591443	15.8952174169	4.2496469586	1.036649321	2.3397142267
2.3.1.200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.201	0	21.8622061972	35.4183306494	16.2132270246	0	8.3155873708	5.3375867063	29.3546450973	8.8166854201	18.9659622263	7.3292841361	17.5315557321	8.851486577	22.324387041	31.9130918807	8.432292034	26.846710912	32.6315037973	16.2854934016	36.0279120508	16.5167837413	48.8996536586	22.2448537614	1.4138291681	12.205896669	7.4900680153	7.9150281685	5.694614091	15.6757412745	12.8033227292	26.4650668525	11.6969227908	33.4682094316	6.5202246184	16.052248984
2.3.1.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.203	0	0	1.3627400631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.204	0	0	0	0	0	0	0	0	0	0	0	0	57.7342152798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.209	0	0	0	5.5502914118	2.7396664807	0	0	0	1.5751680446	0	0	0	0	0	0	1.0854700053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.21	0	0	0	0.3782117609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.210	0	0	0	0	0	0	0.8171953879	0	0	0	0	0	0.4167691419	0.6008863816	0	2.4417056904	1.7854726783	0.7131359752	0.8572160696	0	0	0	0	0	0	0	0	0	0	0	2.013025701	0	0	1.0696809174	0
2.3.1.221	0	2.034372727	0.615440035	0	0	0	1.8007578025	1.5688289083	0	0	0	0	0	1.288367129	0	2.1962463307	1.751115031	0	0	1.3995179265	0	1.257542146	0	0	0	0	0	0	0	1.1012466389	0	0	0	0	0
2.3.1.222	21.4829670731	56.7224954424	16.4537240852	160.3873895413	260.3213185937	134.5664137774	195.8518852236	44.9001996975	208.5538705233	17.5540896837	83.1654084073	34.4552697303	119.8414575668	94.9271436218	18.2273757494	56.897219419	43.8760383787	7.3929809043	1.4905324194	40.9816385506	106.3174636415	81.9419308041	6.6825056697	3.45515182	48.292482211	21.9503525303	50.5264931387	80.2884942278	62.949835377	52.5026534174	171.8909847458	73.2352024742	23.0255498757	9.2432232253	12.469848502
2.3.1.223	0	0.7004206786	0	2.7693936202	1.0468832555	4.0523945534	3.1116672839	0	1.3983435364	0	6.4976292182	1.790399685	2.1009568316	8.5788201283	0	2.6678058964	2.94225123	0	1.0295430114	4.0901949681	1.3571019002	1.0307216812	1.5820667956	1.7514901612	0	1.2233882036	1.6908715793	2.0561545072	0	2.8553957063	2.5767938567	1.3727237557	1.7416990051	2.0106805523	2.5878289646
2.3.1.234	359.1984273536	394.33654254	381.192442747	527.2196487412	520.9906739413	492.4217737416	540.3129880362	368.9283872233	533.1520417066	512.8023729565	462.7211015344	365.9212877944	459.2767971807	452.9174742192	452.1973461556	436.584567731	445.8190172025	349.5238123042	290.4139650983	365.9818633649	439.472530578	438.8730987906	486.0233111691	741.8526956698	398.2041587597	341.590806123	501.0591383732	628.770260448	380.8772310073	457.991129416	468.7180209353	423.2145282641	408.4798435695	378.8111461113	620.1783759395
2.3.1.237	0	0	0	3.4681798752	4.6231523268	3.1525901147	5.8145210512	1.0176977054	7.5465737971	0	4.1655348439	0	0	5.7812229462	0	2.1587412904	0	0	0	0	0	0.9574408026	0	0	0	0	0	0.8807597986	0	3.223087492	0	0	0	0	0
2.3.1.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8660269644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.242	0	0	0	1.7306097825	0	1.8876581583	0	0	0	0	0	0	0	0	0	0.7470844575	5.7780015911	0	0	0	2.7860081338	1.2305716236	0	3.5686503156	0	0	0	1.119548951	0	0	6.8608338519	0	0	0	0
2.3.1.243	0	0	0	0.4308483838	0	0	0	0	0	0	0	0	0	0	0	2.7928636656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7769558074	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6558897631	0	0	0	0	0	0	0
2.3.1.245	0	0	0	0	0	0	1.4570044825	0	0.8582334992	0	0	0	2.9328561821	2.6002295659	0	0	0.7326242038	0	0	0.7790847558	1.5883294476	0	0	0	0	0	0	0	0	2.5526884639	4.240190899	0	0	0	0
2.3.1.247	0	3.7373059894	1.0398292934	3.7667208067	0	1.7960774868	2.3704482589	0	1.7461594422	0	5.5644657446	1.4755896658	3.297796714	5.1599441799	0	0	3.2507296019	0	0	0	0	0.54971823	0.9316615574	0	0	0	5.1875794064	0	5.3185325843	3.9188146214	19.9101154959	0	0	0.6059726932	2.1430458613
2.3.1.251	0	0	0	0.6897160082	0	0	1.4927254774	0	0	0	0	0	0	1.4950560719	2.0781888757	0	0	5.7260540383	5.4404291923	0	0	1.129352071	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2291445016	0	0	0
2.3.1.258	0	0	0	0.4908213143	0.9583008262	0	0	1.1550950727	0	0	0	0	0	0	0	0	0	1.4201767712	0	0	0	0	0	0	0	0	0	0	3.743734614	0	2.3408201404	0	0	0	0
2.3.1.263	0	2.3177857093	0	1.6828310229	0	0	0	2.8582185856	0	0	1.4088710278	1.5016354327	0	0	0	0	0	0	0	0	3.8384732616	0	0	2.6982883469	3.6579198211	0	2.1978365695	1.8245637714	5.0309233639	0.4040333458	8.6505000782	0	0	0	0
2.3.1.266	7.1523720648	21.7347176555	29.7144911177	22.3807299989	40.4045936475	50.1990237445	21.9709573306	26.9719759204	55.2770493401	9.2770700069	26.4234784397	27.0701468958	78.3503346062	48.1973895754	7.4434567451	44.2318838476	51.7078428085	17.8323947891	14.9885939604	37.9007472477	11.3734297105	76.8661421818	7.3770003497	4.8132485585	39.8363506221	9.4081730579	21.1525012813	82.3896554012	26.8933590991	15.1073780549	21.243340715	10.8889447706	40.5619842399	10.8745633641	5.1244547234
2.3.1.267	0	0.9872692505	0	0	0	0	0.8894740183	0	0	0	0	0	2.1006439684	1.1586286014	0	0.9931070979	0	0	0	0	0	0.4068638215	0	0	0	0	0	0.5825128154	0	0.6824406489	1.05740496	0	0	0	0
2.3.1.269	0	0	0	1.1353298115	0	0.6979861945	0	0	1.235028173	0	0	4.7606787056	0.7695364663	0.6995686636	2.1770002993	2.0138722866	1.1991600204	7.0882966545	4.4657105025	0	0	0	1.4337444208	1.9682417333	1.0399841621	1.1108678825	0	0	0	0	1.0901262838	0	0	0	2.346137723
2.3.1.274	33.9389776802	101.4803894725	42.3493311299	269.7490147091	266.7086727845	190.7092101789	298.7276413568	84.5533407689	251.4963580946	111.6243968972	94.3512043189	54.2703828044	255.9860256131	148.0041793769	102.9930798492	122.7131021127	178.9883343401	18.3920202124	75.0171538688	70.541480747	198.3020634799	117.5935038987	62.6730968275	434.1668921013	73.3314267953	98.6972177536	163.6405072527	247.3465588969	86.8955841409	137.3308938466	260.2309775283	190.8277445098	64.9517343597	27.7279067537	294.2154677426
2.3.1.275	91.7229882272	161.1664940548	156.4267540356	156.7168097143	252.1245777867	165.2058932243	166.0915577145	148.3094637499	171.0695686155	53.1863999186	107.6298378564	96.9478126469	207.2506402593	191.1025401817	174.3093857754	163.3177684698	172.6578895145	110.7137317391	212.445868311	139.1561281237	151.1928939194	190.0069585754	114.6708021598	69.6380882404	141.5671358533	138.4632359693	113.3695787334	172.1226588991	158.0922193824	135.7808447378	155.9319035821	80.1152067266	181.3407364722	79.806232663	101.6398423871
2.3.1.28	16.0340814553	6.1465292429	6.3501361611	7.2080318009	6.7447258755	11.4472771749	19.8291056293	2.837292879	15.5730336903	0	8.0061372542	12.2216291638	4.3111981166	6.3277217052	8.8629761011	3.7479823821	4.4424430855	9.7139079743	23.8284958881	0.7704791076	6.3391490643	1.8279335959	0	3.0827783327	3.0928539437	2.0461633694	7.2759079574	4.7289569806	5.501513805	6.5184402363	3.1950106779	7.0806027315	12.534256264	5.4116669272	0
2.3.1.280	0	0	0	1.0057531493	0	0	1.6249191424	0	1.1506971139	0	0	0	0	0	0	0	1.5884597806	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5770138301	0	0	0	4.2539521655
2.3.1.286	208.7472398107	308.192683217	288.9487492746	286.0606253739	236.7810640331	255.586464424	296.7866185981	283.2281092172	261.6850734824	337.7227533981	263.5301063431	289.5832219421	253.6475173176	279.8599531423	299.8638752077	299.1009804463	269.1263577164	266.593989088	276.0875620521	303.6844947108	288.9681541279	263.4688587024	319.8135135446	355.8844993386	320.7744492571	251.9992773502	331.3207824447	280.9796879563	312.7929835375	273.9204434072	241.1525577862	349.0623573729	274.1018126872	282.5200527094	363.1752964964
2.3.1.29	0	4.4942594632	0	15.9170725683	10.7497234404	12.0722402794	8.8453591925	5.9210079239	16.1965977504	0	7.9473823862	6.6488653851	11.0542002319	12.4743331473	0	12.4160109931	10.5800891715	0	1.2988323507	3.5415697501	3.6769275171	10.1771281306	0	6.4785433303	2.7887295578	0	6.769632989	14.5239473949	4.8862487112	11.5645173165	44.9756544067	2.873688357	0.6797886711	0	0
2.3.1.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9924015148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.30	175.8775700151	357.3662449307	338.8642929428	285.763480897	339.7649514311	296.9709768953	308.3699782604	404.1743735502	335.8473042535	172.6536846116	205.3104573969	330.7633295965	330.0077647297	316.0026975462	256.6948734804	321.6624331991	364.4058524538	284.1957438746	244.9396281838	286.9940633448	287.5827144048	440.6263379691	234.4844877557	454.9649708182	360.7301248867	216.3158503732	222.6394977045	349.2637118355	360.4133918516	259.3339770403	215.0729856572	267.0701895443	325.5281295658	295.2567242243	316.5425435153
2.3.1.31	203.3481079234	260.504350734	266.4947741539	360.2819206694	302.9817267774	277.7203209808	309.0198210641	250.6942372897	318.0084538008	290.7049097316	274.9293820947	228.3520705026	252.9974895106	273.4192373551	291.789611023	214.156961444	238.0809284831	336.6575343413	309.1891020671	250.8483757569	282.4376375443	328.361317222	319.53985638	515.954371576	253.1920459986	276.0454474859	304.4173987026	374.8988336214	253.2531302454	270.228584306	251.5138301487	318.9834307888	269.952605365	242.5914234152	387.6772295589
2.3.1.35	267.1940066208	303.8019819225	332.1758633069	298.4937493139	170.4500536277	299.9470369754	325.1151988752	307.7516516409	260.0432241527	299.0508990078	268.5066941643	267.8311749388	220.927498875	299.1415380216	352.186890503	276.4369362632	271.1485673465	313.9874708079	237.6841851876	312.9187521655	317.6535481244	358.9062915324	344.2215380185	444.6331204509	310.6218515858	301.224464047	399.1718285371	353.3666567943	255.4151997	323.8020619907	267.4080066714	372.6938162462	341.9840093437	301.7386660291	436.0721188831
2.3.1.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.39	82.1513324843	30.4271597503	13.3297279947	62.176564379	65.3461080517	41.8341105383	55.3603601966	25.9915411202	75.1953480613	56.3552643044	30.9030868309	31.0914393049	151.5603680457	64.3390351072	51.5436295826	52.3493496786	42.4633502438	19.6804559448	28.745359886	18.9204284838	40.2111811538	26.2829416692	15.4382622754	32.8650554922	26.3227757606	29.6842180106	34.7068879198	35.4854535362	31.5141614355	27.2684678141	75.6108766972	19.7232004216	19.2164762207	9.052296713	47.5105535666
2.3.1.4	0	0	0	0	0	0	0	0	1.8250505711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3.1.40	0	0	0	0.890161724	0	4.2689073827	0	0	1.235822726	0	0	1.750953258	2.1871829745	0	0	1.5198138973	0	0	3.3466654029	0	0	0.5069123022	0	0	0	1.0455388172	0	0	0	0	3.4282718339	0	0	2.3422837628	0
2.3.1.41	46.3941301609	13.3817191992	18.044916877	5.5564911672	1.0557551475	16.7800642006	15.4475114789	7.5214898903	0.3650367458	62.3243956991	8.5972547421	12.4468589294	55.5187766779	9.7015680547	9.1995656156	19.074974538	30.7015531652	11.7962927972	7.6905880176	11.5871672298	13.5466492055	5.2860347761	12.7447576601	7.1509147262	7.2125538839	11.0722361225	11.2529605104	7.24503577	12.1657741191	8.1904793726	4.1845417845	7.1337246077	19.0493165836	5.4743089451	14.8522068151
2.3.1.46	0	3.4913586031	4.3513307328	2.9435540423	1.5119388889	11.0553587844	1.7251023623	3.2983897352	2.6933410934	8.6775693138	2.7560799395	8.4947811118	2.7645890548	13.1980529764	0.9384562694	22.4076495845	21.6273945372	0	0	0	0	0	1.9938338657	0	2.7752117133	4.5822378928	5.2054707131	2.4528584099	0	0.6686067876	1.7616061069	1.7058476249	2.6190887839	0	0
