F-50179223-003S	F-50179153-003S	F-50179245-003S	F-50179143-003S	F-50179261-003S	F-50179225-003S	F-50179241-003S	F-50179058-003S	F-50179269-003S	F-50179231-003S	F-50179265-003S	F-50179176-003S	F-50179173-003S	F-50179194-003S	F-50179149-003S	F-50179198-003S	F-50179163-003S	F-50179215-003S	F-50179064-003S	F-50179235-003S	F-50179237-003S	F-50179255-003S	F-50179068-003S	F-50179171-003S	F-50179141-003S	F-50179207-003S	F-50179251-003S	F-50179257-003S	F-50179217-003S	F-50179157-003S	F-50179182-003S	F-50179188-003S	F-50179201-003S	F-50179211-003S	F-50179165-003S
2.1.1.156	59.351898447	8.0298306729	8.419412854	38.3280813531	68.5278773974	16.1954810521	52.6447269775	21.5552285999	218.1118999143	8.7833546524	267.8475358645	41.4726570247	73.229514243	167.8305730827	51.9819173258	7.6943234222	69.0745554945	15.9700181079	200.1850253319	105.1675091052	20.5464295977	18.371441193	16.7006382386	267.1685505573	56.4743272304	39.3964608254	16.2915331496	210.6896980006	58.2457952224	131.1232941474	178.6804897745	221.4549439822	31.5846834317	160.0212903601	18.9969786215
2.1.1.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3622898016	0	0	0	0	0	0	0	0	0	0	0
2.1.1.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3622898016	0	0	0	0	0	0	0	0	0	0	0
2.1.1.163	25.6936826725	43.976085877	31.6483059875	39.1731077606	21.1739763052	36.2803193374	6.9675214482	32.916269108	3.1319259677	57.0755437094	6.6261910967	8.6827157548	23.4410499644	16.9590951886	17.3012594143	32.2939913968	13.391860771	34.5144747192	2.9308517085	6.4600087821	27.6023550765	14.9089162245	50.1823431514	6.7095654372	13.7197517999	75.0958443056	36.1085311542	9.8297624966	29.9576862302	5.8579558794	11.4983668486	43.4911443258	68.5296479861	26.4591918462	36.491371024
2.1.1.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.166	28.0274461426	16.9719759972	33.4423054633	43.0316388132	21.9295150141	20.1373789712	11.6858095613	85.0565847838	8.0867348554	25.7037666906	1.0029394544	3.9248708845	9.4064409508	0.5230279636	15.7790349502	19.4417786275	32.4600463213	13.9320270251	106.9385033815	1.2300501401	14.710148581	3.2740862923	3.7654143895	36.0512472015	7.5444340406	28.7279094233	14.8238394198	11.9501260549	22.7650887432	9.613304674	5.2669424626	1.1247536021	15.5316828089	19.6026363563	14.9513799746
2.1.1.170	335.9582431498	277.9223457254	246.672548613	310.5394853864	335.1432526802	298.9338955474	340.2834079143	313.8762993358	385.7460766812	261.4062374963	399.2422647973	328.4624309369	334.0540488578	381.3020301556	318.7565857493	230.5121497619	342.2008476381	264.2995872786	336.0551114506	375.7494919755	290.748171463	353.8078977031	267.8271395612	398.6868215693	370.947401563	215.4543744145	339.5189983397	383.467309122	333.2566188306	353.1299445289	372.6393404738	373.7550433542	245.9634656742	376.901910152	315.8639317634
2.1.1.171	23.4074094116	22.530390065	14.237694661	34.6277652688	32.3069340397	36.2680584467	34.4637066437	31.178102277	9.8974328081	17.7226765201	16.7364773805	51.2745460544	26.1744038268	3.8511317155	38.8123312056	13.0348470538	26.8139972495	48.7717344522	21.1831175011	18.5553192635	31.9360966341	16.3120731663	25.3697426687	10.3970360785	21.8768992217	19.6673732202	40.3643563594	8.8312311305	26.2122453089	9.895990235	8.0988788775	8.4262235906	37.7713085144	18.9153073294	44.8619638243
2.1.1.172	23.7039024964	1.9426238847	1.2173297773	40.109809641	21.8855176862	9.6242033207	24.2748679144	21.9760892036	39.78488186	6.0574546736	103.2426961803	13.3669119558	32.4878592776	104.0793161277	30.620507421	1.7207794001	14.2119422458	3.6081973246	36.3947060471	107.0611542873	4.2726397265	6.3605090553	6.0457498419	74.3796553055	49.6580097973	21.764435032	2.9400809671	94.0818026531	15.3335340592	50.2627704724	77.7992633472	14.5161865519	4.4726772189	85.1294912717	8.9578196592
2.1.1.173	54.2015925165	19.3296436487	23.7782183188	100.1625028865	63.1917501051	66.4258838095	113.2958890344	30.9209210811	127.0904881264	20.8658742881	207.0888399255	135.278486137	85.8444238677	116.8123954775	78.1889447084	25.0727631111	69.1478436358	70.8888043593	156.862034361	104.899411179	57.9617508996	50.9694320798	72.0064978434	137.9738454118	105.180258384	56.5660301667	49.4665532585	156.9019820088	92.9388081198	86.950346349	141.8036978906	137.6904550083	57.7508372505	104.2847046899	79.1087995056
2.1.1.174	15.9289571871	1.1269861204	0	28.6703300991	5.7794909128	10.7984537686	1.6669289605	16.2323991942	0	0.9063572026	4.3741179836	0	12.2473259092	0.9902063909	0	0	0	0	1.7661922766	0.5031987099	0	0	0	0.8471146013	2.2191158729	0	0	3.4831837613	0	0	4.8469735316	0.8728345534	4.9092040526	13.5694447727	6.6651779309
2.1.1.176	147.2173053456	117.2205676732	169.1472117103	229.0530343478	256.0954529183	127.8012500196	219.2322830748	96.777558655	328.3507090285	161.7378524731	385.8181252505	289.2972443167	170.954998608	409.6084446634	234.0233941955	131.1021634389	204.6937092524	246.5347271428	316.3412137356	261.6425805209	193.4051987075	176.8361650018	234.9239090425	405.5049641154	224.4707155593	275.8189142736	130.0341027798	372.6553632074	221.039386404	250.7957029744	325.2154040833	399.142735135	255.8598453888	339.2332898503	186.835417963
2.1.1.177	249.6353584261	302.1532628203	246.0417870099	312.1338756925	401.5587894553	284.1885870448	265.303459077	410.7714939227	278.854414684	275.5721965988	296.8787540965	397.9679515101	224.314322066	275.8014514429	268.3733962663	192.2837463615	351.194015176	292.6672153394	345.8846049557	319.718225896	229.613117314	465.7828932389	396.1264023343	271.9806466715	323.62407521	299.4110867714	286.805294406	291.5170655642	331.0641437793	242.0882717733	319.4603128508	290.6904402495	345.0117158282	298.5418647453	298.6734908186
2.1.1.178	72.3584309189	94.5398054472	56.4541020743	114.2878726996	67.7747323185	70.8155285435	72.2710862694	26.0186686639	120.5615248146	50.7695997139	112.6541509602	50.1637383971	148.7404588863	142.9734282211	70.3975206311	57.1517144424	58.6001701605	31.4965005321	64.9240560112	118.828448406	64.1749298163	19.5958087288	36.0834605553	127.0581819258	75.3215504078	44.7159946223	68.4706834886	114.0194738548	68.4261657259	127.781091029	117.4559334096	132.8886818819	26.1402715885	122.1098136714	67.5152997681
2.1.1.181	9.3157313601	0	0	41.867925353	23.0377769425	7.7927834469	1.9750530599	15.7197525558	0	1.4039212807	3.4199571093	0	3.9997735141	0	0.7289547412	0	20.5236554813	0	0.5676595934	0	1.7080526935	4.564757216	1.5087224867	1.0713800947	2.3899049828	4.4815509787	5.5282497301	16.2227717537	3.7234436408	4.6530598308	4.9515243614	0	4.2276071132	10.5029603593	1.6070235543
2.1.1.182	357.8510473433	350.7409822467	336.5205653535	319.8137286298	402.3530038877	351.8284233518	377.1651405399	429.3292137112	430.4423511195	367.6245035226	440.5084447653	408.8541679494	388.1924152556	412.4353050107	370.9875390029	323.8980061156	414.4724316277	405.8287186909	423.2712325891	386.5959450198	396.7677704875	396.5448067767	425.8029688934	408.3225771374	396.9890520701	359.8596952456	391.625510918	392.2766437551	402.2221271203	373.8706145863	409.3502962034	450.6952593798	383.5998469709	363.197201181	392.3839601595
2.1.1.184	77.690993155	0.9828373982	32.5181400628	2.3444524976	0.9195754773	7.448347544	1.0549487246	2.9073396126	2.3794612867	32.0157968943	0.9743247741	81.035919337	30.2080674403	42.4582798219	123.0058150154	69.5276043802	45.092747888	232.039348998	8.9119230061	2.4333444607	29.262769075	0.5360683605	24.3354698176	0.695536251	2.7036726286	273.7981854078	62.1281656751	1.6562254856	9.6067445526	4.1756811497	2.4979403402	2.8347650361	29.0898273736	4.5048297334	15.4919157467
2.1.1.185	108.2739193962	103.2393830973	97.8802502365	188.8288063717	142.4270751304	132.1681247814	200.6929665943	80.1949990312	186.4560079987	154.9360204562	223.5596053242	153.8100332757	157.7796131426	253.1217722305	160.298319453	80.3709364689	138.6262833226	145.6090867939	146.9191504191	218.842852957	192.2712723319	216.5813362998	193.6416245378	193.3276880052	191.9094663853	213.6124598802	134.7646326455	191.9701291688	174.2363235345	141.351789453	194.2924764103	246.0735178159	178.5647627294	173.0818888679	185.0605601807
2.1.1.186	20.8252325212	3.3781907383	5.7374404494	26.2281820605	2.8305874442	12.3451575085	2.2967749914	15.6155274861	1.7819399284	4.0248042661	3.5960056733	0	0	0	4.3492052204	4.2713351944	2.8261984764	5.9396916537	0.3913041953	0.3762287441	4.9417341239	0	0	0.6952032808	2.9258054185	3.6791498996	0.5269750356	3.7050982555	2.9259684292	1.2679932218	1.8652757318	0	1.0394170992	8.1657178052	0.8211183231
2.1.1.187	18.0193152954	1.2879051303	0	25.7445320356	1.4364909086	11.369676874	0	5.3523323141	1.8232686404	6.3713004119	0.6899338916	17.5942567317	1.4014700692	4.683453082	10.8035301416	3.3963177681	1.2776284884	2.4710367457	3.845062244	2.4649635072	6.1033995541	7.258947966	1.4959703388	3.3818327877	6.3249942515	9.2434663594	0	4.2392819614	3.5426144375	3.4971618624	4.5805962166	7.4039195067	6.1162226289	13.1239137694	8.2713145378
2.1.1.189	285.8831749463	193.6391215881	194.9169961121	334.4632778122	334.1501638087	270.8631797208	413.7075362422	234.1278243434	596.3400874738	232.421887206	621.5184946669	369.7483757503	360.4376260291	594.6336326475	360.1493756891	233.3708287524	392.6444750436	290.8738215094	605.7466871829	541.1923496772	247.5060006281	200.9464196939	325.1722028456	670.5754241634	400.084677728	357.887893914	230.430612716	621.2642627106	373.3071134472	400.4706914631	549.6348701425	488.5292836794	335.7191448984	474.7017481438	316.8709640269
2.1.1.190	172.0624222831	190.9659582807	181.4914486647	142.3295677872	146.5434719378	196.7703124359	160.7932716999	196.2839124276	98.4898220318	158.5121270945	63.0043847035	285.14539081	234.9558925873	26.1664944005	148.566730316	187.8746167407	175.2384029681	246.8889474197	86.3588622299	118.4521922582	214.7913282811	248.1935209901	267.6610592844	53.1187606767	138.8436950854	137.9397452534	220.1066879667	93.7258525215	202.582916191	164.6172250459	53.9920714509	84.6075558987	260.3904930665	77.2443343026	239.5550320601
2.1.1.191	37.9041207844	10.4481446551	6.6849885598	65.0393191186	45.151274598	28.6474657739	57.888441504	18.0407290759	149.8895674777	3.5602727641	230.6591046256	66.8807347903	46.1057982368	190.7792242658	68.248920917	13.5788448891	38.8628233339	9.3032361464	69.868570602	121.8104428452	15.1870266489	28.2540109601	23.4278072023	168.5451881174	82.1907491432	38.7091688224	35.9319582784	193.0493861706	89.0474442264	99.6032106313	167.1715988801	138.9103430069	15.2264723844	138.2083859967	35.2873705686
2.1.1.192	436.4270099829	403.7695585445	487.0841849083	308.6040022513	387.3683857709	370.950678233	400.8736500246	446.2688563064	461.8862111587	401.8883837622	377.055684434	285.2285723323	367.1206106562	420.827669178	375.6238920299	380.9013059066	417.5796422812	339.1571745352	460.3327413875	341.4069179677	280.5439862452	358.124862545	263.1579535769	476.5020253285	343.6780994265	286.6723107858	391.0346735767	435.6110642273	368.952578158	429.288611505	378.3355708081	406.900177934	256.7015687019	394.3512025661	331.9629471094
2.1.1.193	165.9467177368	148.8650180124	107.4247778164	163.2743712473	226.3795761854	158.8096856703	186.3422216143	235.1444511255	210.3226004999	185.4342818672	249.4904659747	155.0042058339	118.6202617047	282.4118104588	154.5630422011	91.6673605201	186.2839763762	135.6683404125	122.4682639197	216.1005711496	92.8169521355	234.1125634104	197.767932759	248.3289864267	130.3030162582	126.2061173432	188.5422419881	233.0763409862	182.3044804131	182.312182484	201.37695076	234.0254950238	170.3907360952	212.6351329513	152.4695276642
2.1.1.195	58.6406370518	39.0052735475	19.6330023402	111.7657793318	82.5875449291	71.7282793515	76.7590458392	15.7724116514	48.5244980313	32.526314068	73.736670984	59.9771782371	62.5940944202	34.2111041285	52.8844196927	30.3943784594	37.9016816513	32.2813221374	62.682153983	69.6166305132	64.46767448	31.6183102097	49.7706963989	31.8285610756	102.5871958519	62.4436920748	46.6859738084	54.5967232488	91.7734529463	40.6168233372	91.6181603096	39.2298883402	29.8582267113	59.0964766019	64.3861938528
2.1.1.196	19.8387220513	8.3426999167	4.1725263935	22.9781347318	7.2749556101	3.930063477	15.9657931588	3.5309864193	4.7245279021	5.396422737	5.1896015475	11.5541023565	7.5923876492	6.5929585165	5.3171461861	5.6800368439	7.4728549837	1.158717912	5.8864917266	15.3247046557	3.174123301	3.4622604031	17.7793862809	5.011089262	47.9574312994	5.9297985702	1.4717891885	7.6809667144	18.122947033	0.451329459	13.9042448792	0	4.8403437529	6.4110808107	6.5014861244
2.1.1.197	58.9885945742	45.877059751	52.8089802619	128.4061068154	56.3469868758	60.7521029513	29.4585934816	64.4758858228	37.3888475814	30.9106155713	14.2361364081	39.2643752992	109.7851555094	6.0862241097	26.5451980957	62.2518374386	36.8386835247	32.5652840717	26.9825508242	44.4248149853	40.355149117	19.5255602326	29.2783260128	22.4092202437	50.7323376529	26.5458036385	36.9773983312	40.7934906363	35.0265279968	60.7757800928	41.1620270332	12.9238879699	38.9930893098	67.0744342904	36.7399540893
2.1.1.198	251.9405331678	229.9105079431	191.8380928638	317.3450017151	311.4105429574	293.2331651857	279.0457714264	315.9320758895	347.2586290284	272.08389282	302.9262618056	325.3312674298	219.3553499121	321.100478316	272.6810569329	184.38228761	288.6005951229	285.1379112021	346.740439556	313.2762797995	243.8510723972	404.9921407921	352.7677768814	300.3143730513	297.430786267	282.1236558625	264.7653546509	292.9919325847	277.8670824413	244.0669590323	306.6939989181	338.4715888255	324.6375525751	285.6373476362	306.8412497134
2.1.1.199	506.4587702687	465.1759240907	495.7349420646	521.8180073796	554.2315522726	562.6475128077	577.0264841992	482.8936184268	626.8914017212	477.0954137027	577.0932541908	513.6794223117	495.5935597085	537.4836683748	463.8419123179	419.6395126397	462.5721816736	434.9559991653	546.8317658879	567.7328877626	469.5712055333	540.3474269442	514.4833706019	551.8811714757	563.4743988621	443.5801090466	496.0222403807	574.3146704568	540.9358216186	500.8777317883	531.7828921064	583.6738623359	504.3686925384	534.0448629447	568.2130011401
2.1.1.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3622898016	0	0	0	0	0	0	0	0	0	0	0
2.1.1.200	12.7126884587	0	0	39.0864772101	1.9114011712	13.1058114877	0	19.7793922537	6.4267608445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1663831676	0	0	5.8115927209	0	0	3.8305361609	0	4.4467270763	23.1942787085	3.6428274966
2.1.1.201	18.7092991122	1.8205857002	2.7504540678	23.4423460355	0.6263372763	9.7520817016	3.3095654924	12.7703754406	1.8785722332	0	1.8593936968	1.4986768249	3.9473547846	1.9507305943	1.7455516187	0	1.9070100412	0	0	1.1449906693	3.4610297685	0	3.3606488434	2.2506846223	5.2866430345	1.244614787	0	5.4855246434	0.6194319716	1.1872315424	5.0145988084	6.637778757	3.9828452265	18.7501824055	9.1182863832
2.1.1.206	0	0	1.6003603598	2.4851101329	3.3058158707	3.6374548845	0	0	0	0	0	0	0	0	0	0	0	6.7052382625	1.1349639377	0.4853098392	1.0284220686	24.7236521325	0	0.3318576889	1.6083675917	0	0	1.583647053	0	0	0	0	0	0	5.911177421
2.1.1.207	238.2440620606	184.662558737	207.0037455611	233.1383378094	292.0940157218	198.4294049021	248.0781269071	311.8017582508	249.7590046945	246.8909957867	300.8812785852	295.0461321805	169.7903889246	298.5466343551	236.3411288701	145.1141087911	219.163264309	239.7991569466	159.929102769	261.3868505778	174.1354966739	410.8412114587	342.4088138894	252.4231570537	246.9809329936	210.871673436	260.5833518366	277.0153925972	260.96702151	248.0104952484	271.972427945	289.2506826623	300.7327560518	293.6444494326	242.7567316031
2.1.1.208	0	0	0	0	2.2237447845	0	0	0	0	0	0	0	0.5758087295	0	0	0	1.0821420531	0	0.9535150955	0	2.1566328741	0	0	0	0	0	0	1.3585191739	0	0	0	3.0117164188	0	0	0
2.1.1.210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.216	738.7695934651	529.3974006724	668.3886156749	16.5221814711	182.1670612396	405.9345040859	211.467474585	72.9018228531	3.0030274521	542.2981438636	0	3.7027310693	156.4064605446	10.243072452	330.9297860823	505.7876685984	191.4800332274	570.3270845688	12.0615666799	0	169.0959721834	30.917104661	163.0274551632	0.4977867968	46.6582842966	563.0592170594	199.0843301884	0	176.7040580466	157.1748645434	0	14.9318655129	147.3817675354	28.8690487834	165.0652562287
2.1.1.217	24.4195549386	7.8199408516	3.1812825718	29.7116360767	46.1883477183	4.987452051	65.4401860239	3.5106413537	204.4715119532	1.3636674155	268.1064358669	43.2849162233	36.5220102271	284.0992710958	64.7440657052	3.6816171524	35.9932937016	2.7600694863	75.5427921928	177.3212434536	13.8399607428	24.5818268741	14.0935420869	262.463119938	72.5724416533	31.9193812047	10.537799728	218.4720547286	51.9392742005	125.6239077717	186.6374967879	247.8853222036	16.9917744076	174.3638673615	8.9377654033
2.1.1.219	3.565967334	0	0	1.6304834781	0	0	0	0	0	0	0	0	3.5385438108	0	0	0	0	0	0	0	0	0	0	0	2.6924897592	0	0	0	0	0	0.8870708023	0	0	0	0
2.1.1.220	39.5179331148	64.3260362964	32.8819400045	11.7946664935	41.609445805	33.9310298824	28.1620949806	88.0829180843	0.7512638886	49.9329292645	0	62.0204920587	18.0497621111	3.3132918182	40.454490272	26.583844143	61.979099536	53.3342092204	4.5808713766	1.5418644297	30.0738662684	132.8914478734	75.9493780532	2.8248003222	5.0467872138	21.7576859103	83.7009366908	1.4967971368	46.054555067	25.8045382521	0	19.1667198859	53.2667498442	3.4598158414	59.5969132268
2.1.1.221	0.6517819321	1.5687517142	3.8906655301	2.096791508	0	1.8676317625	0	0	0	0	0	0	0.690430236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7170600878	0	0	1.5883412462	0
2.1.1.222	21.5472395259	0	0	32.4274638929	1.1393938267	8.0546066886	2.3774937616	14.8065600754	2.0222729488	1.445213083	0	0	0	0	0	0	0	0	0	0	1.481699871	0	0	0.7153388253	7.307583936	0	0	1.7113171305	0.4348599041	0.8058670642	4.172549981	0	0.9857747807	12.2233379573	2.916555645
2.1.1.223	23.2293635394	14.1021086832	19.7989514015	39.5915702011	6.4045109371	26.9686892997	13.0971098765	18.2008258413	5.2674163088	13.7165209002	5.2810150042	75.7024437827	22.2830646288	4.9479590875	35.5705885239	20.719023631	15.1205216796	49.4137216379	3.9115184856	17.3215305398	36.4556969609	44.3143978328	49.1013521731	4.3519522363	25.4396764953	45.0905552109	16.7540791017	7.1768485131	24.0523685527	8.3821910017	10.1518012695	8.5276517111	52.0198463763	23.4051029163	36.5193969913
2.1.1.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5507302055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.226	68.6152468631	49.3750588832	50.5368592995	178.0561599205	171.172616202	87.9335564503	175.1462597376	14.2311358913	267.7389516962	95.9133360613	316.465111113	123.9494979368	124.227071584	337.8339191165	129.4677028859	54.8291227491	133.5280971631	53.1687819447	287.1667134342	227.7015755934	78.2417581369	89.5225188464	132.2364482499	329.7215297454	202.3811328083	160.6701864647	74.20820189	333.3848450222	172.1349444899	186.7953411134	282.2717031838	343.9421316414	93.9424710014	256.1150392008	107.993587727
2.1.1.227	55.6719560286	25.2411778415	34.351537035	67.0521248818	85.6210917422	57.6371898609	111.680135127	18.551843631	227.1151455206	23.0600067943	272.5355541676	132.0988762743	85.8757147644	301.4348107889	107.0002653768	29.1086997724	57.4144672596	75.9548561381	97.2395475065	164.5194706994	76.2414806014	59.8595174614	86.0808306912	250.7785339632	100.8522214478	73.0256675547	35.655393532	247.7955508788	82.6027341714	164.3281883442	220.8266686114	281.0606041554	87.1159136	221.3005053981	60.9602234185
2.1.1.228	368.3590905205	478.7781703207	427.0493782838	344.7422010212	357.0657020818	381.5065633084	380.8942130616	353.913227721	410.5771991107	400.7641608258	401.6527467521	356.3553601573	389.2881455034	439.9472521714	361.5868312405	426.8087221347	380.5472904708	401.3921103178	390.4221939969	366.5344719826	360.4805575135	391.8384749331	377.9449738556	446.8736028165	334.0175467293	387.0475049579	402.3030798754	453.0996902724	415.3648511707	414.7972760336	387.2945709387	411.5030445949	396.1470377945	392.4372941464	351.3487130812
2.1.1.230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.234	0	0	0	0	0	0	0	1.3515462765	0	0	0	0	0	0	0	0.844947227	0.274094262	1.0738138293	0	1.8058979718	0	0	0	0	0	0	0	0.9902121638	0	0	0	0	0	0	0.9409943415
2.1.1.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.242	41.9425173612	9.9077819208	2.0748706893	50.002331046	27.4258095313	36.934244805	28.9322022834	43.7679729948	70.2499559982	7.3208561042	12.9677264969	32.1369853576	18.1859253626	15.6614989459	1.4300400102	4.3874119966	11.250202331	8.1682485386	35.971712157	46.1726666747	21.9845389122	45.0157433744	8.4639575951	19.5565414765	39.8643829307	13.6012912715	4.4886166202	31.2039936068	15.1938863411	8.0120603501	27.3706152406	24.9573987734	31.7422685123	30.4655988888	14.2751431681
2.1.1.244	0	0	0	0	0	0	0	0	0	0	1.2110966997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.245	3.7818078404	0	7.6298041038	4.6058063027	4.5322847913	2.511539007	6.1327691078	0	1.4446211179	6.4072431054	4.8412377192	5.1809301794	7.5715268188	2.9984604751	2.50785946	9.4434248609	2.6962059298	9.7107708721	5.2841415711	1.2121261748	6.6931169444	4.0625511756	3.2114160628	6.6365743228	0	5.172280174	11.6694610888	11.819656938	6.1462425322	4.0561693727	9.8376079923	0	14.3358923176	2.2415541327	11.9830093073
2.1.1.250	0	0	1.460133303	0	1.4994593479	0	0	0	0	0.709197348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.254	0	0	0	2.8102697433	3.7973959291	4.3349363639	4.9014622498	0	0	0.9340554052	0.8787886504	0	2.8856156081	0	0	0	0	0	3.7584282966	1.0307636825	2.3305891634	0	0	0	0	0	0	1.2785520606	1.7021267404	0	0	1.0171483574	0	1.496060495	2.4996276387
2.1.1.256	7.2025617813	0	4.9464397752	15.6897596572	11.0564736906	0	16.5195679906	0	0	0	16.0097494271	32.1196607982	14.3723484308	5.4966237349	16.1287868253	8.8674542825	13.2302616645	3.9375303513	18.8651585536	26.8893414326	3.8917192089	11.6039574998	19.8292841724	2.5782973002	58.8891371646	8.0036719517	12.1680732876	3.1199028874	19.6302700404	1.994938496	12.9092168988	0	4.2174728413	9.200162804	14.7805883518
2.1.1.257	0	0	0	0	0	3.9161258408	0	0	0	0	0	1.5851857983	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4526686589	0	0.4027041954	0	0	0.4028422005	0	0	0	0
2.1.1.258	0	0	0	0	0	1.316918444	0	0	0	0	0	0	0	0	0	0	0.599822095	2.5435711762	0	0	0	0	0	0	0	0	0	0	0	0	0.6202832991	0	0	0	0
2.1.1.264	20.6164240137	12.7783082748	8.0526073549	29.3566747456	12.0206346285	13.4374802855	7.9102767238	13.4088962574	11.1872147646	8.2395734888	1.8354033593	16.2251247026	24.6299556857	3.5614843591	16.8151109741	15.3732511189	4.3040518539	13.1263469295	5.0930935971	3.9583761341	13.4870232052	6.8426819352	11.2618263999	11.6664686086	13.5609089441	11.4447169264	9.6685235273	8.1102349666	12.3629532845	17.1431252518	12.5721451857	10.0618827243	18.1400900811	22.0432856748	10.4249186173
2.1.1.265	7.1924708123	0	0.5330166424	17.3471732843	0	4.9169671702	0	5.3456495642	0	0.5159410706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.799643121	0	0	1.7480707446	0	0	1.9555449702	0	1.8894063669	5.6019791558	0
2.1.1.266	13.1857324484	0	0	26.5273329193	0.8975465288	9.0464320061	0	12.0614488188	0	1.0342451165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9540235498	5.8033957837	0	0	2.7808877781	0	0.6904454288	1.7149572443	0	1.9591305597	10.8079800244	3.7734021124
2.1.1.267	0	0	0	0	0	0	2.1674325344	0	0	0	0	0.4651013171	0	0	0	0	0	0	0	0	0	2.0099479236	0	0	0.8557633598	0	0	0	6.1993215798	0	0	0.8499544647	1.3607709769	1.4037308117	3.4548303189
2.1.1.271	0	0	0	1.4605880377	5.1030574134	0	2.0003378399	0	0	2.5731165797	1.3313369849	1.1983609362	0	2.0422940965	1.0948003319	2.6249822317	2.2059963957	6.1377892609	0	0	2.2914533118	0	2.1690992827	0	0.9632823481	7.704385024	4.4699554079	7.6097974775	0	0.6951513732	1.1413604644	1.9102384557	3.4130680529	1.9794149843	0
2.1.1.272	15.2028649357	1.4268636873	3.5038521275	14.5911038333	12.2979582085	0	15.2524397192	3.1758995595	2.849093177	3.6581663961	10.6082904805	11.7966757764	4.1205139687	7.1579088967	7.5645343014	3.241479209	8.7820372095	8.7962073763	3.8213648979	7.3787288714	9.4061800173	5.680193063	3.5054462735	4.3412967434	31.1760000245	9.3721952965	5.3767961839	9.4646932732	8.6987806415	4.9364707938	18.6600622811	0.5608399045	8.612284043	5.753905314	11.5383875465
2.1.1.280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.282	4.0923126137	0	1.2897212354	5.5903265543	0.6269385727	2.1225446917	3.8312720525	0	1.5511812346	2.8388905523	1.2773424458	0	1.3575728956	0	4.0043035359	0	0.5858106186	0	2.0207686951	2.7251268761	0	0	1.8066956914	0	11.7660385387	1.5058066258	5.2914811962	2.1082426501	3.4422369562	0	3.5850198923	0	0	3.2572135345	4.0969297766
2.1.1.297	342.7956616746	359.7066934483	338.2576432018	407.1191986929	341.4872761034	366.6555297541	388.002466756	360.7508456251	391.9482021504	311.5202187539	297.2769878002	360.6670591769	372.2817308616	329.6754333061	369.7641306126	341.5028203967	335.5087707531	339.2565441592	349.0520832025	374.6592282385	373.216552246	361.9389423969	333.7781504989	347.7625489458	399.9168064511	321.9578129463	319.5793026938	356.9831339001	328.1868898245	332.133130052	353.1152198791	378.7092252312	354.3663144824	378.4750233913	337.1260860357
2.1.1.298	12.5159706793	0	0	23.2419767397	1.0872627702	9.2968995073	0	11.8299506087	0	0	0.6396265773	0	0	0	0	0	0	0	0	0	1.7753063323	0	0	0.631036417	1.6204322154	0	1.777559816	2.87949431	0	0	3.0603115911	0	3.990275586	10.6651124028	1.5980104444
2.1.1.31	0	0	0	0	0	0	0	0	0	0	0	0	1.5963375651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.314	1.8687994058	0	0	0.5606426724	0.8956518763	1.2544069717	1.3291756243	0	5.9010468162	0	0	3.7840863402	0	0	0	0	0	0	0	0	0	0	0	0	3.9378816054	0	0	1.5888786152	1.1191501972	0	5.9063926208	0	0	1.7488605335	0
2.1.1.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9382372735	0	0	0	0	0	0	0	1.1775051189	0	0	0	0	0	0.9970436539	0	0	0	1.2721823184	0	5.5364698141
