	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
glycine	1.375	1.0433	1.2537	2.7301	2.8938	2.2588	3.0298	1.8834	1.5259	1.5297	2.2164	1.4312	1.3964	0.6655	0.6988	1.4273	0.9276	4.6971	2.4479	1.4898	1.0149	3.688	1.7366	2.4048	0.6871	1.752	1.9259	3.3544	0.9021	1.5202	3.531	0.8434	2.493	0.7558	1.4748
N-acetylglycine	0.8542	1.3057	0.94	2.9529	2.293	2.017	2.6237	2.0149	1.8546	1.379	2.337	0.9182	1.1487	0.8321	1.1892	2.0273	0.7737	1.0	2.1008	2.5479	0.785	3.1083	1.9808	2.1253	0.5937	1.8948	1.4068	2.9287	0.6138	1.4355	8.1155	1.0129	1.6829	0.661	1.9875
sarcosine	0.8721	0.5304	0.5309	4.0214	0.2018	3.4238	2.3791	5.6463	7.6237	1.2108	4.4164	4.2817	1.6867	0.4552	0.7357	1.0538	0.3896	5.2573	1.2449	5.4741	1.1135	4.6127	0.9875	3.6809	0.7131	0.8355	4.7101	6.995	0.7448	1.8074	0.2018	1.3351	3.1123	1.01	0.9581
dimethylglycine	0.8369	1.6834	1.1591	0.513	0.2816	1.5622	0.8632	0.4886	0.3966	2.1612	1.4254	1.4583	0.8237	0.7952	1.334	1.4036	0.5732	0.7796	1.0178	0.5568	0.5674	0.8741	2.1059	0.7216	1.7514	1.885	3.9467	0.8777	1.2905	1.0754	2.2535	1.0236	0.6394	0.9724	1.6608
betaine	0.7499	1.3571	1.4713	3.3432	3.0181	1.457	2.5625	2.8675	1.679	1.4029	1.7966	1.7027	1.2872	0.8366	0.8348	0.9723	0.5885	3.0231	0.9149	1.5638	0.8581	2.3849	1.1934	1.0023	1.1455	1.0206	1.3254	2.151	0.8421	1.7197	5.2212	0.585	1.7707	0.8786	1.2966
serine	1.2639	0.7973	0.9735	1.4833	1.8877	2.1408	2.0988	1.7983	1.1945	1.2913	2.7456	1.5206	1.3208	0.6073	0.6284	1.5284	1.0522	5.1179	2.4834	1.4197	1.0715	4.4274	1.3385	2.5332	0.7425	1.3039	2.1853	3.9355	0.9965	1.8965	4.9972	1.3684	3.3887	0.8313	1.3624
N-acetylserine	3.231	2.4017	0.9865	1.7997	0.743	1.0278	1.3821	0.568	0.4341	0.8753	1.0639	1.3109	1.3126	1.0933	1.8558	1.5522	12.2439	0.9639	2.0238	0.613	1.5717	1.4751	0.7914	0.4285	0.6346	0.8559	3.419	0.6132	1.9596	0.7184	26.0234	0.4499	0.856	0.8331	2.1543
threonine	1.2728	1.0835	1.5687	1.8815	2.4277	2.2523	2.9145	1.6128	1.3287	1.4176	2.5352	1.302	1.568	0.8867	0.8108	1.7703	1.0783	4.013	2.5933	1.7286	1.1428	4.2733	1.8528	2.1826	0.8247	1.8347	2.0483	3.5681	0.9844	1.8551	6.5498	1.0448	2.821	0.747	1.6139
N-acetylthreonine	1.9615	1.0192	1.3862	1.8764	3.2535	1.3165	4.199	0.7436	1.3612	1.1657	2.3198	0.7406	0.9943	0.5148	0.8125	0.9795	1.3394	1.4237	1.837	1.8822	1.0116	3.8315	1.7023	1.7566	0.7085	1.0601	4.4904	2.152	1.2353	0.7875	55.5584	0.4582	1.4859	0.9296	2.3215
homoserine	1.8477	0.9982	1.6028	2.1075	3.9135	2.3665	2.6257	1.5041	2.4998	1.1539	2.5382	1.4443	2.6978	1.3191	1.105	0.487	1.7786	2.1922	2.4892	2.9935	0.6673	0.8417	1.873	2.618	1.1597	2.0734	1.9024	1.7427	1.7594	2.0059	0.1491	0.9041	2.2185	0.6968	1.0018
alanine	1.2338	1.0323	1.2483	1.8631	3.4358	2.0168	3.061	2.0467	2.1443	1.4236	2.2306	1.1642	1.4591	0.8444	0.769	1.6849	1.1193	3.167	2.3744	2.3363	1.2497	3.6235	1.6122	2.9543	0.8041	1.7894	1.9572	2.6634	0.9834	1.6739	4.3499	1.0031	2.6137	0.7569	1.7147
N-acetylalanine	1.4237	2.6942	2.3795	6.2757	1.1592	2.1867	3.227	2.3161	2.1683	1.9047	4.7121	1.4699	4.4584	1.1357	0.8821	0.9887	1.1269	2.4548	4.2298	4.1665	1.438	6.466	2.5459	2.7128	1.3656	2.0003	1.8687	1.9232	1.3706	1.4381	26.3781	1.8427	3.0169	0.6326	2.3361
N-methylalanine	0.9695	1.2266	0.7314	0.7822	0.2504	0.963	0.8336	1.1169	0.5514	1.9888	0.5838	0.8573	1.0596	1.9716	0.875	1.0795	0.7627	0.4206	0.7839	0.5804	1.1004	0.4417	0.834	0.6054	0.929	0.597	1.1854	0.5635	0.9715	0.5255	0.8427	0.6846	0.3459	0.7109	1.0462
N,N-dimethylalanine	1.387	1.8073	1.6503	0.6219	0.0632	1.2295	0.7205	0.0948	0.0955	1.6383	0.1642	0.8681	0.5509	1.5803	1.3975	1.2297	1.5506	0.3686	1.6635	0.2266	0.9598	0.1368	1.5581	0.2872	1.0708	1.3499	1.4042	0.222	1.7376	0.8842	0.7583	0.4987	0.1223	1.043	1.8274
N-propionylalanine	1.0392	2.0052	1.548	1.2384	1.108	1.4862	2.2089	1.3521	1.2186	1.383	1.5411	1.2475	1.7791	1.206	1.1007	0.8759	1.3154	0.5849	2.8874	1.8231	1.1985	1.0	2.2767	1.7064	0.939	2.2131	1.3504	1.5984	1.0	1.2474	3.5472	0.858	1.5318	0.539	2.0516
aspartate	2.0112	1.053	2.6119	1.1904	1.6063	1.4329	1.493	0.989	0.7332	0.847	2.2265	3.0656	1.2398	1.155	1.0433	1.8006	2.0214	6.5143	2.5134	1.3556	2.7107	3.8264	1.0825	1.3732	1.0611	0.8864	3.5164	4.2147	1.5461	2.1452	3.3472	0.7805	1.6874	1.479	1.6411
N-acetylaspartate (NAA)	1.2186	0.5968	1.0919	1.0856	1.1683	0.6282	1.1556	0.9869	2.1962	0.7251	0.9041	1.3048	1.0419	0.9545	0.4743	0.651	1.1908	2.2208	1.1304	0.7074	1.6772	0.7119	0.5983	0.5872	1.3806	0.6147	2.0023	0.7203	1.2585	0.7635	1.0544	0.3362	1.3487	1.2615	0.8337
asparagine	0.9322	0.6995	1.0182	7.7057	11.9723	1.8548	14.572	37.2294	4.9396	0.8782	22.3799	1.2686	2.691	0.3815	0.4536	1.6569	0.8348	38.2873	3.9514	2.48	0.832	8.0062	1.1216	23.7858	1.0704	1.26	1.9594	5.2277	0.8371	2.5568	4.5354	14.1046	12.8555	1.0969	0.8399
N-acetylasparagine	1.3254	1.6384	1.0352	1.24	2.0775	1.2289	1.2216	0.393	0.6402	1.612	0.6716	0.5493	1.3145	1.5262	1.2993	1.5257	0.8936	0.842	1.4213	0.475	1.0162	0.638	1.0389	0.8153	0.8686	0.954	0.8682	0.7382	1.6102	0.7025	3.8807	0.4979	0.5817	0.8064	1.215
glutamate	2.4761	1.8111	2.6353	1.9406	0.9439	1.9222	1.9468	0.9661	1.0025	1.3534	1.8307	1.9701	2.1026	1.1941	1.6303	2.2497	1.8215	3.3995	2.4618	1.1215	2.2637	3.5899	1.5331	1.2609	1.3331	1.6032	3.2436	2.5214	1.8609	2.0343	4.681	0.6871	1.2299	1.4296	1.8897
glutamine	1.5748	0.8697	1.2484	2.2361	2.3954	2.6239	2.9376	2.0507	1.2115	1.3771	3.3101	1.4771	1.733	0.6766	0.7511	2.1465	1.3359	4.8413	2.744	2.2555	1.2512	5.0649	1.4776	3.3382	0.8398	1.9962	2.6176	4.55	1.0996	2.0575	4.5709	1.1227	3.852	0.8946	1.6506
alpha-ketoglutaramate*	1.1684	1.3442	1.4468	3.3316	3.4891	2.0689	2.0223	7.4883	2.1837	1.0553	3.3865	2.0549	1.1611	0.7761	0.7371	2.1471	0.8101	4.0313	2.1383	4.0749	1.0	3.2302	1.5419	2.8932	0.7398	1.0233	1.5635	4.9397	0.6464	1.4232	11.6143	0.9592	5.3752	0.5372	1.4614
N-acetylglutamate	2.005	1.372	1.4603	1.0487	0.1934	1.0946	0.7324	0.3135	0.4414	1.0324	0.9394	1.2916	1.4848	1.0824	1.6884	1.3102	1.3207	1.626	1.669	0.7068	1.6757	1.934	0.8758	0.5604	1.0904	0.9645	2.9204	1.159	1.4636	1.1322	2.1725	0.5326	0.7113	1.1371	1.5218
N-acetylglutamine	1.4813	1.5686	1.1512	2.3269	0.9044	1.5509	1.7396	1.0174	1.0521	0.8089	1.7055	0.8647	1.722	0.799	1.0706	0.9336	2.5108	1.9073	1.6797	1.6654	1.016	2.9777	1.147	1.6198	0.9893	0.9598	1.2318	1.5881	1.0226	1.161	6.4518	0.6288	1.6255	0.6895	1.3724
N-methylglutamate	0.856	1.7785	0.0823	1.6605	0.2443	1.0335	1.1118	0.0823	0.3353	1.3418	0.2576	1.4046	2.0292	1.6144	0.5437	1.8242	0.7055	0.7458	1.3067	0.4554	0.8967	0.4906	0.9027	0.5322	1.0911	0.594	0.2895	0.3395	1.1806	0.4539	1.5073	0.2796	0.3202	0.3854	0.8374
glutamate, gamma-methyl ester	1.5359	2.2391	1.7394	3.3387	1.0	1.7557	1.9942	1.3617	0.894	1.2694	1.6709	1.7336	1.7293	1.1959	1.5684	1.9426	1.2806	0.9371	2.8398	1.6002	1.3104	2.4808	1.7255	1.407	1.0099	1.6023	2.5808	1.8658	1.0522	1.3767	5.6785	0.7951	0.6147	0.9967	2.3611
carboxyethyl-GABA	2.0069	1.5147	1.4596	1.5333	1.3809	1.3424	1.4844	1.5507	1.3104	1.687	1.0577	1.4059	1.3222	1.3877	1.4617	1.9167	1.5955	1.2817	1.2882	1.2386	1.6631	1.0829	1.5437	1.3463	1.6366	1.0298	1.9413	1.3564	1.7943	1.4988	1.0714	1.2052	1.1006	1.0991	1.3274
2-pyrrolidinone	1.7518	2.3347	1.0012	0.8593	1.2324	1.1017	1.2109	0.422	0.5597	1.3993	0.6624	1.062	1.6876	1.4186	1.6685	1.9475	2.0255	0.7839	1.2777	1.0405	1.1705	0.5218	0.9264	0.6432	0.7056	0.8973	1.9751	0.4472	2.1721	0.5205	3.4822	0.4465	0.5054	0.6227	1.5256
S-1-pyrroline-5-carboxylate	1.0359	0.4648	0.4648	0.9963	0.9547	1.3958	1.3395	1.0764	0.5504	0.9307	0.5129	0.9807	1.1837	0.7257	0.4648	0.9437	0.9432	0.4648	0.9284	0.4648	0.4648	1.0752	1.0403	0.4648	0.4648	0.945	1.2246	1.0946	1.2066	0.4648	0.4648	0.4648	1.0205	1.0948	0.4648
propionylglutamine	1.0339	1.3927	0.8931	3.8671	1.5412	1.8394	2.9306	3.0579	3.3252	0.9107	2.0723	1.0339	1.9978	0.3582	0.5551	1.1564	2.8665	0.6563	2.9851	1.8794	0.5538	1.3384	1.4987	2.6902	0.7681	0.9386	0.9354	1.8551	0.6803	0.9099	12.0727	0.5939	1.9136	0.6223	1.0575
butyrylglutamine/isobutyrylglutamine	2.1975	2.8972	2.9468	6.4998	5.2999	5.1	14.4286	1.4224	1.9491	2.2145	7.6652	0.9516	5.1821	0.6349	0.6351	0.856	3.219	2.3344	6.1147	9.2017	0.7664	13.4214	4.9087	10.9546	1.6098	3.3109	0.8267	5.9114	0.5171	2.3786	10.8224	1.0235	6.8124	0.4916	3.3378
histidine	2.2072	1.6571	2.2294	1.9342	0.947	1.1204	1.256	0.8456	0.5337	1.4754	2.1568	1.1887	2.1073	0.3579	0.7341	1.0771	1.8019	6.0236	3.8874	0.696	1.9957	5.3036	2.0256	2.2442	1.0014	1.0595	1.591	2.5686	1.5397	2.6199	4.4584	1.1198	2.4638	0.6287	1.0102
1-methylhistidine	0.6965	0.0893	0.0893	0.0893	1.103	0.0893	0.0893	0.8544	0.0893	0.0893	0.9142	0.9986	0.0893	1.4034	0.9288	0.0893	0.4574	0.0893	0.0893	0.8107	0.3172	0.0893	0.0893	0.2227	0.0893	0.2541	1.118	0.0893	0.2315	0.0893	0.0893	0.2352	0.8368	0.4845	1.4509
3-methylhistidine	0.8792	1.7888	1.0353	0.6752	0.6199	0.7989	0.9019	0.5408	0.6826	1.5115	0.5727	0.5365	0.9997	1.6923	1.1012	0.5686	0.6985	0.4503	1.0636	0.7285	0.7481	0.5013	0.7369	0.5336	0.5334	0.9059	0.8101	0.4111	1.2306	0.3312	0.9225	0.4348	0.4987	0.7115	1.0427
N-acetylhistidine	2.1133	1.9269	1.8413	1.1057	0.9667	1.3051	1.4065	0.218	0.3108	1.1608	1.0043	1.0872	2.1912	1.0762	1.9269	1.8432	1.1154	1.8702	1.8021	0.6688	2.3096	3.0582	1.4406	0.5674	1.2961	1.0962	2.6292	1.2851	1.9716	2.0177	1.3077	0.6616	0.898	1.2023	1.4314
N-acetyl-3-methylhistidine*	0.7971	1.8149	0.6352	1.2614	0.2266	0.8199	0.7327	0.6001	0.5655	1.1934	0.4825	1.2607	0.7952	1.9295	1.3332	1.4897	1.0513	0.7805	0.79	0.7718	0.9373	0.336	1.0	0.6051	0.7681	0.8109	1.207	0.4422	1.8719	0.4756	0.1211	0.8666	0.4534	1.1181	1.0349
N-acetyl-1-methylhistidine*	1.3842	1.47	2.1089	0.7018	0.3935	0.8343	0.9257	0.3867	0.4087	0.9865	0.6531	1.1395	1.3392	1.3521	1.29	1.307	1.2898	1.1155	1.1052	0.687	1.37	1.0324	1.0118	0.4339	0.8092	0.8813	2.2288	0.5462	2.0618	0.8215	0.3964	0.5893	0.4677	0.7982	0.9443
hydantoin-5-propionate	0.7466	1.9753	0.7099	0.641	0.2293	1.0911	0.5058	0.2293	0.2293	1.2229	0.2812	0.2293	2.1412	0.7392	1.0246	1.1254	0.595	0.2293	1.1575	0.2293	0.7074	0.2293	1.13	0.3116	0.7882	1.1125	0.6253	0.3829	1.6469	0.4312	2.057	0.2293	0.2293	0.5914	1.2556
trans-urocanate	1.5126	1.2509	1.2798	1.587	2.5425	2.5029	2.4466	1.3528	1.3086	1.8123	3.4813	0.9103	3.5925	1.2975	0.9595	1.6306	1.0389	2.7005	4.0048	1.5571	1.608	4.2134	2.4391	2.7442	1.1365	2.2818	1.4532	2.1956	1.3057	2.216	2.9009	1.0227	3.3812	0.8876	2.5831
imidazole propionate	0.9074	1.4433	1.3513	1.1823	3.0128	1.8121	2.7176	1.5406	2.6021	1.8695	1.6765	0.7649	1.8989	1.4601	1.0176	0.7568	1.0101	1.0708	1.6691	2.0495	0.6043	1.0979	1.6159	2.0852	1.0909	1.9778	0.8709	0.9319	0.7218	0.9167	1.0652	0.7954	1.5263	0.5698	1.7489
formiminoglutamate	1.2586	1.5522	1.294	1.563	1.9084	1.7114	1.3668	0.9075	0.9722	1.2863	1.6774	1.3985	1.8331	1.5629	0.8626	1.4942	0.6482	2.4193	2.3362	2.089	1.2384	3.6121	0.999	2.1014	0.958	1.0189	1.9225	1.9421	1.0676	2.1184	4.7456	0.8456	2.5021	0.8933	1.1176
imidazole lactate	1.7227	2.3284	1.6656	6.5805	9.7368	4.0153	4.7207	1.1586	1.445	1.8752	4.0312	1.5671	3.0554	0.9251	1.2494	2.4091	1.3763	8.3472	5.5804	1.1639	1.7018	15.8861	2.8663	1.5975	1.7593	2.2186	4.4843	4.6133	1.6018	4.0838	12.9313	0.5977	2.8584	2.3403	2.5956
carnosine	0.5529	1.0	0.8398	2.1332	3.5833	0.355	1.0482	0.3673	1.3953	0.7155	0.9584	0.5989	1.6948	0.1755	0.5638	0.3651	0.4898	0.6378	0.8073	0.6035	0.638	1.7223	0.9697	1.3886	0.9006	0.4707	0.386	0.3826	1.8386	0.4646	5.264	0.5149	0.734	0.492	0.3917
N-acetylcarnosine	0.0879	0.1073	0.0879	0.3876	0.8868	0.1188	0.3431	0.133	0.2214	0.0879	0.0879	0.0879	0.0879	0.0879	0.179	0.0879	0.0879	0.0879	0.0879	0.0879	0.0879	0.4494	0.0879	0.1642	0.0879	0.0879	0.0879	0.0879	0.0879	0.0879	0.6049	0.1194	0.0879	0.0879	0.0879
anserine	0.6186	1.1406	0.8412	3.8379	3.1428	1.1382	3.0389	1.2455	2.8517	0.9364	1.6478	0.9014	1.7707	1.7566	1.4301	0.7545	0.5026	0.6482	0.9905	2.2725	0.7871	1.549	1.9147	2.7329	0.9506	1.4149	1.017	0.8386	1.0095	0.8751	1.353	1.3021	1.5293	1.2612	1.1623
histamine	4.4588	7.0791	0.9244	22.6176	0.3228	5.9176	19.0348	0.1234	4.948	5.2512	0.5623	0.2017	13.9638	0.9363	2.6709	4.0696	2.0003	0.4707	7.9806	0.6166	1.0773	0.8975	3.6156	1.5824	3.9624	2.8157	1.2717	0.3214	1.7289	4.4035	44.9876	0.4433	0.9161	1.0923	1.9888
1-methylhistamine	1.3672	3.6471	0.7083	4.0327	0.0455	2.0941	3.7666	0.0455	2.5373	2.3023	0.2596	0.2325	4.1263	0.6805	1.3704	1.5719	1.0121	0.3688	3.303	0.3217	0.9322	0.3996	2.5931	1.2107	1.542	1.6382	0.4703	0.221	0.9044	2.1213	7.0778	0.5507	0.2217	0.4145	1.1395
1-methyl-4-imidazoleacetate	4.6805	7.5763	3.8024	1.2453	0.0997	5.1583	0.4457	0.5538	0.1837	3.0167	0.6904	1.4756	3.3783	2.0387	6.6732	4.823	6.4338	2.8339	2.9068	0.4936	4.3016	0.4203	3.5401	0.8829	3.165	2.1818	4.2214	1.443	5.0905	2.2837	1.0927	0.9664	0.4765	1.928	5.3222
1-methyl-5-imidazoleacetate	1.4371	4.46	1.0079	0.3799	0.2034	1.0062	0.3804	0.4333	0.342	3.9833	0.4769	0.7578	0.9298	1.3939	2.9608	1.0739	0.4795	0.5944	0.7589	0.4831	0.3898	0.5676	1.0163	0.3093	0.9865	2.6246	1.2614	0.2915	2.3604	0.3965	0.168	0.9102	0.2059	1.0094	0.9978
1-methyl-5-imidazolelactate	1.7819	1.2049	1.6785	1.5599	0.5051	1.5439	1.3772	1.3461	1.075	0.6988	0.723	3.6218	1.2305	1.8164	1.4735	2.7287	1.4199	0.8849	1.5069	1.5327	0.8195	1.4243	1.1332	1.0696	0.8271	0.8507	2.7188	0.8297	2.5561	0.4475	1.275	0.9204	0.6037	1.2164	1.3384
1-ribosyl-imidazoleacetate*	0.1792	0.1792	0.1792	1.0128	0.9255	0.3199	0.1792	1.3936	0.7319	0.1792	1.1014	1.5661	0.1792	0.1792	0.1792	0.4799	0.1948	16.445	0.1792	0.1792	0.1792	1.7306	0.1792	0.1792	0.1792	0.1792	0.7062	1.0	0.1792	0.5109	1.0549	0.7875	0.1792	0.1792	0.1792
4-imidazoleacetate	3.2354	5.6137	1.5845	1.7381	0.2266	2.3877	0.8964	0.495	0.4604	1.1923	0.7223	1.5276	2.2362	1.2205	2.7387	2.6008	3.1192	3.0401	1.5346	0.4931	1.487	0.5319	1.2968	0.4449	1.7184	1.9881	1.8393	0.621	1.511	1.2201	1.1417	0.899	0.4843	1.0242	2.3507
N-acetylhistamine	3.724	5.2431	1.1783	5.6207	0.0996	2.8601	3.9292	0.0891	0.8432	2.6836	0.2131	0.5681	5.6692	1.8359	3.0687	3.4215	2.3801	0.671	3.5001	0.2093	1.688	0.4201	2.072	0.4979	2.3932	1.3266	1.5351	0.42	1.8984	2.539	10.5426	0.3138	0.3704	1.2037	2.097
lysine	1.6502	1.0021	1.9443	1.4016	2.0555	1.5621	1.1507	1.0137	0.6383	1.4892	1.8942	1.3082	1.4833	1.6458	1.3631	2.0125	1.5662	2.1566	2.1762	1.3487	1.846	2.1661	1.6165	1.7339	1.1183	1.6078	2.0923	2.0659	1.5581	1.8694	2.6947	1.2023	1.9867	1.2006	1.7523
N2-acetyllysine	2.5722	3.1399	8.266	1.5339	0.389	2.6802	4.911	0.3013	0.4959	5.6741	2.4162	2.2329	1.9267	4.7146	4.2093	3.814	1.9759	0.8739	4.4773	3.3927	3.4255	2.9239	7.773	1.5157	1.3727	7.8702	6.8675	1.6274	2.5745	3.8657	1.4135	0.9076	1.0258	2.3153	6.3787
N6-acetyllysine	1.3495	1.5222	2.2579	1.6718	0.9953	1.5246	1.8944	0.6354	0.6658	1.6226	1.3149	1.3281	0.9188	2.0143	2.0888	1.9986	0.9101	1.1416	2.3317	1.6453	1.608	1.5176	2.1541	1.4	0.4031	1.8035	2.1957	1.355	1.1185	1.6561	1.7862	1.0996	0.585	1.5441	2.2265
N2-acetyl,N6-methyllysine	1.663	1.952	1.4683	0.4424	0.1372	0.9826	0.3903	0.0686	0.0686	1.3035	0.4174	1.2048	1.4928	1.8454	2.4852	1.2045	1.4187	0.9829	1.4606	0.403	1.7172	0.3287	1.0928	0.3125	0.9637	1.0709	2.3888	0.3904	1.6369	0.6711	1.2801	0.4034	0.4296	1.1854	1.0283
N2-acetyl,N6,N6-dimethyllysine	2.269	2.3035	2.5492	0.4087	0.2494	0.9928	0.0815	0.6587	0.3286	1.5483	0.3943	1.478	1.2154	1.9629	2.3061	1.2966	1.1787	0.5947	1.3215	0.3389	1.7805	0.0815	1.1333	0.366	0.7456	1.321	3.9407	0.0815	1.4945	0.6756	1.9296	0.3952	0.0815	1.3496	1.5535
N6-formyllysine	2.072	2.5381	2.7231	1.6326	1.2691	1.4482	2.2271	0.736	1.3885	1.6295	1.8435	1.2657	2.1381	2.399	2.6967	1.4134	1.8326	1.1676	2.8006	1.6818	2.1993	1.6604	2.6023	1.4542	1.0171	2.4127	1.9457	0.9723	1.9045	2.9443	1.0192	1.3081	1.249	1.4417	2.4483
N6-carboxyethyllysine	1.0474	1.4397	1.3238	0.6143	0.5763	1.2723	1.0604	0.3637	0.8903	1.0145	1.0407	1.0958	1.2485	1.2444	0.8242	0.8551	0.744	0.4163	1.3158	0.9586	0.8789	0.6539	1.211	0.975	0.9522	0.8934	0.7445	0.9166	1.2486	0.6946	2.4649	0.5834	0.6523	0.8652	1.3001
N6-methyllysine	1.623	1.8447	1.6227	0.9921	0.6607	1.1106	0.9869	0.3448	0.5717	1.6234	1.0079	1.1339	1.3583	1.8787	1.827	1.2186	1.1422	0.895	1.4994	0.8561	1.3684	1.076	1.5689	0.977	1.2031	1.6129	1.6469	0.8995	1.4703	1.4156	1.1704	0.8793	0.792	1.0394	1.609
N6,N6-dimethyllysine	1.2304	1.1684	1.3841	1.066	1.3497	0.9731	1.0483	0.6345	0.7528	1.3277	0.9963	1.0264	1.3064	1.6601	1.0426	0.995	0.8741	1.0702	1.4482	0.8487	1.0619	1.267	1.2569	1.0261	0.8218	1.1615	1.5345	0.9769	0.8981	1.1736	3.196	0.7516	1.0207	0.7492	1.2516
N6,N6,N6-trimethyllysine	0.9962	1.3256	1.2833	4.3561	8.41	1.5285	3.2948	2.2757	2.4416	1.506	2.6596	0.8954	1.9791	1.3614	0.9569	0.9176	0.6244	1.6485	2.1081	2.6239	1.1407	4.4629	1.9349	2.4102	0.9584	1.5192	1.7675	1.6455	0.8162	1.9478	3.8356	1.1076	1.2791	1.0847	1.4294
hydroxy-N6,N6,N6-trimethyllysine*	0.6174	1.3253	0.5313	1.3661	0.2476	0.593	0.7125	0.8071	1.7458	1.0506	0.9139	1.2131	0.9343	1.0	0.7987	1.1826	1.6353	0.9599	0.7766	1.0603	1.2053	0.5444	0.8534	0.7136	0.7265	0.5593	2.3172	0.7144	1.9613	0.6339	2.7048	0.5163	0.4464	0.8795	0.595
5-hydroxylysine	0.4048	0.7855	0.4088	2.0026	5.5924	0.4738	0.8824	0.5063	0.2751	0.5117	0.6395	0.3093	0.9053	0.7175	0.6104	0.4147	0.335	0.4058	0.9314	1.2314	0.4928	1.1504	0.7121	0.6463	0.3389	0.5417	0.3716	0.2936	0.4861	0.3607	1.4855	0.1779	0.6504	0.2781	1.143
5-(galactosylhydroxy)-L-lysine	1.6819	1.746	0.9741	6.6849	2.9583	1.4275	3.7896	0.5738	0.7464	1.5381	1.1378	0.7426	3.2242	2.1332	2.8926	1.3263	0.7712	1.1008	2.509	0.9798	1.2824	2.5588	1.9467	0.6378	0.3056	2.3221	1.4328	0.6282	1.5405	0.9459	10.2544	0.1935	0.4614	0.7485	2.684
fructosyllysine	1.4538	1.8306	1.6978	2.7232	2.2184	1.3818	1.9572	0.8024	0.8851	1.1802	1.7803	1.2943	2.2326	1.6097	1.4765	0.9526	0.9943	1.6101	1.8767	1.4903	1.362	3.4685	1.6901	1.1387	1.0421	1.4526	2.0846	1.615	1.6276	1.947	3.0488	0.7441	0.965	0.8987	1.6386
2-aminoadipate	0.6179	1.985	0.5113	0.9108	0.3077	0.9172	1.3683	0.3857	0.3077	1.476	0.6272	0.6042	0.8791	2.1416	1.104	1.2546	0.5485	0.4507	0.9099	0.5522	0.5513	0.4032	0.7373	0.6684	0.8901	1.0168	0.7083	0.5109	0.7386	0.634	0.4814	0.6673	0.3533	0.647	1.2045
pipecolate	0.5247	0.9108	0.5265	0.6426	0.5878	0.627	0.6984	0.351	0.6418	0.8068	0.3936	0.6107	0.8178	1.0276	0.8131	0.557	0.4906	0.4119	0.6168	0.5119	0.4393	0.3308	0.6793	0.4807	0.5304	0.6317	0.462	0.2426	0.7029	0.3189	0.4451	0.417	0.396	0.5928	0.5404
6-oxopiperidine-2-carboxylate	1.3364	5.2322	0.7089	0.4572	0.1664	0.3624	0.362	0.3957	0.1664	0.6411	0.4141	0.3729	1.7856	1.4194	1.0643	0.3826	0.9574	0.4671	1.4721	0.4053	0.8065	0.7226	0.4063	0.2172	0.2461	0.4981	0.6071	0.3522	1.3046	0.3226	4.5425	1.042	0.1664	0.3515	0.9663
cadaverine	1.9163	3.1533	0.6732	3.3724	0.2431	1.9074	4.6128	0.5239	2.2529	2.5323	0.3795	0.1501	3.1438	0.8979	1.5129	0.9906	0.9983	0.3561	2.2002	0.4425	0.6143	0.1552	1.8989	1.9246	1.1192	1.4429	0.4225	0.4135	0.9368	1.0016	6.1735	0.2684	0.7072	0.2436	1.467
N-acetyl-cadaverine	4.3476	4.6341	2.1227	1.9944	0.0587	2.1143	1.624	0.293	0.5816	4.7009	0.2932	0.6781	2.4196	2.0942	3.7698	2.1441	2.5372	1.8198	2.2603	0.2775	1.9156	0.2083	1.8678	0.8334	1.6869	1.273	2.3343	0.8598	2.2034	1.1534	3.2642	0.175	0.3139	0.4619	2.5467
5-aminovalerate	1.0774	0.9023	1.1169	0.8309	1.4319	0.9582	1.1447	1.3094	0.8682	0.6715	1.2024	1.0919	1.0952	0.7485	0.7089	1.0458	1.1269	1.0856	1.114	1.2254	1.0634	1.5623	1.0558	1.0797	0.9465	1.0332	0.9295	1.3471	0.9551	1.2075	0.7218	0.9408	0.9934	0.9374	0.9223
N,N-dimethyl-5-aminovalerate	1.2635	1.4221	0.735	0.6144	0.0953	1.0884	0.7464	0.2594	0.3286	2.2585	0.4081	0.7623	0.8148	3.467	1.9619	1.5606	0.9787	0.4884	0.6112	0.3261	0.3705	0.161	0.8908	0.808	1.9184	1.8386	0.9369	0.4071	3.3282	0.3356	0.6973	0.4379	0.5516	0.4829	1.1354
N,N,N-trimethyl-5-aminovalerate	1.1482	1.5358	0.8818	0.9961	0.0113	1.0077	1.2777	0.4322	0.9875	1.1255	1.0273	0.873	1.4837	1.6378	0.9051	0.9015	1.0714	0.3026	1.2736	0.9123	0.8424	0.3564	1.0876	0.9966	0.8235	1.0354	0.7911	0.577	1.127	0.7197	1.0	0.8179	0.7101	0.7487	1.1536
