	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
phenylalanine	1.036	0.6862	0.9088	2.2577	5.1208	2.0791	2.615	2.7219	2.5432	1.4799	3.4524	1.1124	1.4671	0.5577	0.5675	1.6545	1.1194	3.4133	2.3558	3.0469	1.0334	3.3467	1.3858	3.3595	0.7719	1.3627	1.8865	2.844	0.9666	1.9767	2.991	1.7796	3.0036	0.9481	1.2371
N-acetylphenylalanine	0.7465	1.133	1.1399	1.3049	9.9371	1.3614	2.3346	2.8093	3.3223	1.1192	6.0399	0.9713	1.4537	0.6798	0.8506	1.041	1.0	0.9664	1.9165	8.94	0.5148	4.0987	1.581	6.2912	0.7402	1.8858	1.3644	2.1347	0.6486	1.4774	5.4597	2.2887	3.5613	0.4738	1.1319
N-butyryl-phenylalanine	1.4403	2.6932	3.8299	1.928	12.4926	2.1668	5.7893	1.7199	1.4585	2.4834	11.4636	1.817	1.964	1.3111	1.5369	1.391	1.7984	0.9689	4.2244	16.9097	1.1643	8.0979	4.8077	14.3356	1.1329	4.274	2.1723	2.9809	1.1787	3.829	1.8412	3.3845	4.0921	0.7454	2.9871
N-isobutyryl-phenylalanine	0.2853	0.817	0.7203	0.2853	3.805	0.2853	0.2853	1.8378	0.2853	0.2853	1.8669	0.7014	0.9051	0.2853	0.2853	0.2853	0.2853	0.2853	0.798	1.8016	0.2853	0.2853	0.2853	2.0777	0.4353	0.2853	1.0763	1.321	0.3546	0.912	0.2853	2.0086	0.6904	0.2853	0.2853
1-carboxyethylphenylalanine	0.0665	0.0665	0.0665	3.3473	1.5989	0.5542	9.5737	3.2691	1.0	0.0665	2.8173	0.0665	0.0665	0.0665	0.0665	0.0665	0.0665	0.0665	0.4814	5.591	0.0665	3.7273	0.0665	4.1926	0.0665	0.5181	0.0665	0.4945	0.0665	0.8201	1.7273	0.5746	0.0665	0.0665	0.0665
phenylpyruvate	1.1655	0.6736	0.5794	1.1782	5.8901	1.5288	1.3648	6.5821	5.4458	0.8207	2.7903	1.3736	0.871	0.5162	0.385	0.9761	1.2232	8.1535	1.6639	4.4715	1.3474	2.6025	0.7406	2.6992	0.6241	0.8899	2.1524	2.5087	1.004	1.6962	5.0724	0.996	7.0827	1.2124	0.713
phenyllactate (PLA)	0.9414	0.5962	2.4547	9.3606	21.6982	6.6814	17.4173	2.8351	10.2944	1.8282	13.329	0.6377	4.174	0.595	0.3575	4.6045	1.7728	1.172	7.3181	14.1334	1.0586	25.3686	4.9783	7.9241	2.1873	5.0885	1.6294	2.5083	0.9132	3.9538	27.025	0.959	23.1977	0.5085	1.1972
phenethylamine	0.9765	0.9765	1.0023	3.3359	6.3837	3.4549	19.3444	1.0001	3.68	12.3551	4.8978	0.3521	2.2127	1.2486	0.8668	1.2383	1.0687	0.2131	2.7123	6.4799	1.1267	2.8628	8.8434	5.191	1.1233	6.9923	0.617	0.7801	1.0329	1.4799	3.3977	1.211	2.2131	0.6535	3.015
phenylacetate	1.2577	0.8331	1.9776	2.9022	1.5979	1.828	0.685	5.7816	1.1105	0.8049	4.1847	1.0136	3.4278	0.411	1.7355	1.5819	1.3356	0.9864	1.0886	1.5583	0.6711	0.887	1.1452	1.8061	0.6336	2.3177	4.3843	2.3857	0.5822	0.5528	0.2077	8.4945	1.6113	2.5401	0.5635
4-hydroxyphenylacetate	2.545	2.1373	3.0472	1.9757	3.0045	1.7471	3.0812	3.4101	2.2411	1.3788	2.6997	1.0265	2.801	1.3658	2.2015	3.0685	3.1381	1.6728	1.4446	3.2895	1.1555	2.5433	1.3383	2.379	1.0	1.9481	2.3462	2.2057	2.3879	0.903	2.2321	3.916	1.9443	1.8036	1.6658
valerylphenylalanine	2.6342	1.2955	1.8716	5.4537	1.0	2.962	1.1219	0.2785	0.9719	2.7852	0.8122	0.8627	11.3009	0.4124	0.5681	1.0	0.2785	0.2785	1.3628	2.0983	1.2144	0.2785	1.3631	0.8166	0.2785	1.4986	1.1784	0.2785	0.3308	0.6481	0.671	0.2785	0.2785	0.2785	1.3263
tyrosine	1.1361	0.6772	0.9653	1.4908	5.2251	2.0084	1.7019	2.7992	0.977	1.3405	4.0755	1.2784	1.2758	0.6011	0.7566	1.6649	1.0532	3.6815	2.2591	3.1256	1.2229	3.6529	1.2139	2.4158	0.6653	1.4678	1.9678	2.9344	0.9519	1.8957	2.9344	2.0639	3.2745	0.9599	1.4933
N-acetyltyrosine	0.917	0.7118	1.0825	0.7068	3.097	0.9148	0.9537	0.9028	1.0432	1.0	1.6823	1.1553	1.3649	0.4858	0.551	1.1256	0.7354	0.8193	1.1336	2.1437	0.7529	1.7112	1.1209	1.7116	0.737	0.9787	0.9303	1.0781	0.8532	0.9587	1.563	1.1546	1.9145	0.479	0.5019
1-carboxyethyltyrosine	1.0	1.0625	0.5532	13.9686	15.7015	1.6498	16.2918	3.2547	18.443	0.8687	5.01	0.1254	3.5772	0.1254	0.4708	0.1254	0.1254	0.1254	1.1841	12.9824	0.1254	6.0069	0.9375	6.6721	0.1254	1.4328	0.1254	0.7653	0.5032	0.7994	12.9905	0.5501	5.5584	0.1254	0.7377
tyramine	1.0326	2.4472	0.6303	7.3233	1.8252	1.9193	15.0314	2.3667	10.9043	3.5394	3.9392	0.23	8.3343	0.8375	0.6701	0.7717	0.5968	0.1749	4.188	3.2858	0.8122	1.1031	4.6192	13.3683	1.2854	2.3734	0.5792	0.4859	1.0109	3.7682	9.3326	2.2211	3.2165	0.3127	1.6057
4-hydroxyphenylpyruvate	2.2484	1.8607	1.0303	1.1063	3.2937	1.6333	1.0729	0.8147	0.4676	0.9492	2.1039	3.2417	1.6347	0.7193	0.9137	1.8767	1.4531	19.2314	3.0249	0.9516	1.9597	4.6618	0.7578	0.7169	0.9521	1.1899	5.6578	2.843	1.287	3.3735	6.4212	0.9108	1.9748	1.5211	0.9061
tyrosol	1.1197	1.5779	1.1054	1.4796	2.4958	0.9616	2.4696	1.2474	1.7274	1.0115	1.277	0.6203	1.7519	0.863	1.135	1.0515	0.9429	0.8797	1.5447	1.6174	0.8033	1.2856	1.5161	1.6966	1.0269	1.1418	0.985	0.8531	1.2446	0.9006	0.7973	1.2762	1.3751	0.7022	1.1236
3-(4-hydroxyphenyl)lactate (HPLA)	0.972	0.9034	3.8882	18.0018	21.5094	5.7835	21.9056	6.32	5.8692	2.3778	35.8006	4.1889	2.2274	0.6533	0.5664	4.6081	1.2487	1.6459	10.8217	21.6283	1.1065	37.9542	6.0393	8.858	1.5182	4.8352	7.9226	4.4019	1.4699	5.7151	86.2365	1.9887	25.937	0.5283	1.1515
phenol sulfate	0.2448	0.22	0.2529	0.7977	0.0861	0.7964	0.29	23.5269	1.0549	0.1901	6.6713	1.9084	0.6054	0.2331	0.3109	1.2003	1.0658	0.9101	0.5869	5.4709	1.0179	3.0379	1.2193	1.6628	1.3446	0.4233	0.7636	4.7379	1.5058	2.6517	0.0861	6.8739	3.9795	0.8978	0.5094
vanillactate	0.2264	0.2264	0.2264	2.6286	1.0759	0.2264	1.1399	4.6702	1.0	0.2264	3.3997	0.3295	0.2264	0.2264	0.2264	0.2264	0.2264	0.4838	0.2264	4.9845	0.2264	3.9171	0.2264	1.3404	0.2264	0.2264	0.2264	0.7999	0.2264	0.2264	11.6415	0.2264	0.4758	0.2264	0.2264
o-Tyrosine	0.6775	1.0584	0.9586	1.9548	5.0698	1.8314	1.9264	1.3892	1.4424	0.6453	1.7607	1.0063	1.2486	1.0005	0.6778	1.3452	0.2044	1.2782	0.9598	3.3151	0.4033	1.6335	1.4008	1.6414	0.2044	0.8855	0.8345	1.477	1.6402	1.8359	1.4814	1.2529	0.5767	0.644	0.9414
gentisate	1.1926	1.6488	0.8915	2.2637	2.6264	1.8267	2.4999	1.4872	4.044	1.3738	1.2531	0.7382	1.9951	1.5343	1.0582	0.7831	1.0616	0.1667	1.6995	2.1146	0.688	1.53	1.585	2.1023	0.9533	1.6279	0.743	0.8481	1.2145	0.9184	1.563	0.8645	1.8644	0.6763	1.6439
dopamine 3-O-sulfate	0.2164	0.2164	0.2164	0.7398	1.2839	0.2164	0.3943	2.0218	5.374	0.2164	1.4228	0.6199	0.2164	0.2164	0.2164	0.2164	2.8484	1.1157	0.2164	1.4816	1.1164	4.1651	0.2164	0.5915	0.6545	0.2164	2.2417	1.2108	1.2873	0.4749	1.6694	0.5372	4.388	0.646	0.2164
N-formylphenylalanine	1.2488	1.5081	1.1628	0.9707	0.6479	0.896	1.43	0.4165	0.9323	1.1405	1.3267	0.7254	1.3756	0.9903	0.9554	0.9507	0.8626	0.6774	1.5351	1.1531	0.7054	1.6603	1.1614	1.2205	0.8517	1.3834	0.7458	1.0158	1.189	1.163	2.0417	0.8831	1.0	0.8298	1.3173
isovalerylphenylalanine*	0.9934	2.5879	2.8858	0.3383	0.177	0.5318	3.6337	0.4653	0.177	0.7026	1.165	0.8972	0.9464	1.1005	1.0226	0.6361	0.177	0.9962	4.2165	1.1773	1.9087	1.6769	3.0363	3.9249	1.043	2.2649	0.7398	1.3887	1.0066	2.2657	0.4013	1.3742	1.1368	0.2447	1.6236
tryptophan	0.9944	0.7198	3.5576	2.3503	5.4733	2.5049	5.8253	3.4843	4.4692	1.9713	6.4849	1.2181	3.0023	0.4579	0.5309	1.7424	1.0256	4.1836	3.9897	5.041	1.0526	6.5661	2.7967	5.4356	1.2271	2.4756	2.3908	4.3181	0.9875	3.1556	8.1267	1.8733	4.3285	0.8657	2.12
N-acetyltryptophan	1.2731	1.0204	2.3406	1.1893	1.0064	1.3085	1.636	0.8061	1.1298	1.1211	1.5884	1.1503	1.6422	0.8427	1.1313	1.2788	1.0	0.8849	2.1147	1.6879	1.0096	1.9369	1.8473	1.6413	0.8007	1.5796	1.4603	1.2819	1.1743	1.3348	2.0559	1.0542	1.379	0.7067	1.6886
oxindolylalanine	0.9956	1.2374	1.5489	1.7949	1.8659	1.2901	2.5252	1.0876	2.0338	1.4373	1.9784	0.6819	1.7296	1.1545	1.0639	1.0664	0.835	0.6614	1.6226	2.0793	0.9865	1.6017	1.7025	2.073	1.0021	1.4902	1.0827	0.8832	1.233	1.3222	1.7706	1.0633	1.4161	0.9645	1.3928
kynurenine	0.8798	1.2014	1.13	1.4103	1.5621	1.1232	1.5324	0.9249	1.3904	1.0361	1.2726	0.7608	1.5837	1.0559	0.9141	1.2234	1.2148	0.7642	1.3831	1.4292	0.8823	1.2718	1.2916	1.3645	0.8834	1.1101	0.9802	0.8771	1.3458	1.0199	1.6762	0.7737	1.1326	0.7096	1.0469
N-acetylkynurenine (2)	0.9294	0.7994	0.7057	0.8019	0.204	0.6686	0.6827	0.204	0.3753	0.4603	0.5462	1.5276	1.1106	0.204	0.8324	1.6398	0.7603	0.4151	0.802	0.6619	0.6488	1.1453	0.8419	0.5395	0.3673	1.102	0.9355	0.5517	1.1978	0.6414	1.8867	0.5723	0.6529	0.4504	0.391
kynurenate	0.9588	0.2023	1.2831	0.7621	9.4165	2.9504	0.6302	1.4168	0.3345	0.2365	2.3594	4.5104	0.1974	0.2158	0.2999	0.8716	0.2686	8.3809	0.1168	7.0353	0.5539	10.1142	0.313	0.1769	0.5788	0.3424	11.4412	4.713	0.3046	2.0811	32.6059	0.4633	15.019	0.8261	0.1529
N-formylanthranilic acid	1.0757	0.9215	0.4555	0.3612	0.5884	0.6471	0.7115	0.9431	0.2517	0.6967	0.5131	0.879	0.6713	1.2117	0.8281	1.4149	0.7838	0.5743	0.6807	0.6694	0.8059	0.3897	0.8106	0.7102	0.8873	0.5417	1.2426	0.7654	1.0	0.6627	0.3265	0.9015	0.8076	1.0511	0.6027
anthranilate	0.6531	0.5692	0.3684	3.0832	2.6233	0.7314	2.465	2.1458	1.9644	0.7399	0.8535	0.9747	1.1526	0.493	0.6472	1.1749	0.7838	0.574	0.8758	1.0687	0.6395	1.3241	0.9965	1.8205	1.5535	0.4371	0.8912	0.9039	1.2624	0.5599	1.5446	0.7236	0.7201	0.5269	0.8739
xanthurenate	0.8797	0.9176	0.9932	2.17	3.9789	2.4224	1.7173	2.4461	1.7095	1.0067	2.2753	4.0365	1.0303	1.0403	1.0328	1.0108	0.8305	4.9706	0.9528	3.6305	0.5878	9.5647	1.1346	1.2502	0.8413	1.2192	4.7684	2.086	1.4464	1.8366	39.2355	1.1948	5.4245	0.8424	1.4081
picolinate	0.6827	0.9321	1.129	1.1334	0.55	1.3014	0.948	1.1095	0.905	0.7375	1.0076	2.2748	0.9843	0.3747	0.7897	1.8423	1.4472	0.7622	1.1175	0.7417	0.792	1.2373	0.8472	0.6786	0.6075	1.7495	1.0948	1.1344	2.2067	0.6316	0.7821	0.7474	0.5548	0.7475	0.6527
serotonin	1.4264	1.9152	1.6265	0.8952	0.854	1.313	0.657	1.2266	0.5765	1.2821	1.0099	2.1728	1.1668	0.998	0.6888	2.1219	1.2838	0.9022	2.0863	0.682	1.2384	1.0299	0.9745	1.1151	1.6075	1.0108	1.1629	1.1371	1.8387	0.9867	5.8318	0.9355	0.5179	1.606	0.9306
5-hydroxyindoleacetate	0.2989	1.3818	0.8627	1.6558	0.8016	0.4389	1.2009	0.638	1.5682	0.9786	0.5468	2.4499	1.1087	0.86	0.2989	5.6173	2.7708	0.2989	1.3002	0.518	0.2989	0.2989	0.7462	0.4695	0.9437	0.2989	2.5359	0.2989	3.5283	0.2989	1.6972	0.2989	0.6019	0.2989	0.6237
tryptamine	2.5297	1.0331	3.7487	4.777	1.9018	4.1247	2.025	0.5946	0.8125	2.3818	1.1213	0.4976	2.9641	0.9438	2.459	1.381	0.8135	0.7396	4.7274	1.3996	1.7543	0.7359	3.8164	1.3872	1.0941	2.8012	1.5667	0.985	1.5065	1.1036	4.9414	0.715	1.5114	0.5543	4.2019
indolelactate	0.7762	1.4922	40.2581	36.8685	15.7491	11.4875	57.5599	5.0724	8.0806	5.3333	50.5993	3.2235	4.2878	0.48	0.6069	3.8722	1.7917	4.8758	32.5443	36.4062	1.1287	92.7302	16.4616	17.4558	2.8376	10.6697	8.784	9.2364	0.8694	13.5906	164.0836	3.5666	39.5918	0.8042	1.8549
indoleacetate	4.1484	2.3717	5.9742	2.1741	1.7957	2.8181	2.3323	2.2229	1.9278	1.8254	2.2889	3.8147	2.1981	1.9893	3.9215	3.4776	2.5575	3.8205	2.8874	2.1825	3.0635	2.0398	2.5267	2.2838	1.6354	4.3043	6.2147	3.7562	3.3408	1.2464	1.4741	3.3528	1.8893	5.306	3.4625
indolepropionate	6.259	3.6391	8.1916	2.1925	0.2783	2.8539	3.008	0.5064	0.8368	2.5968	1.167	0.9226	3.8955	1.6528	2.557	1.7327	3.3224	0.8455	5.8672	1.0	2.0279	0.815	3.6376	1.7709	1.7173	3.4121	2.6074	1.3111	2.3489	1.6435	1.7391	0.9528	1.2411	1.0314	7.4231
indole	0.3231	1.1121	0.3275	0.1626	0.3165	0.5536	0.456	1.319	0.1626	1.0644	0.3277	0.3658	0.9151	1.4846	0.464	1.7004	0.4995	0.4122	0.5725	0.2676	1.0419	0.217	0.5339	0.57	1.3336	0.5865	0.9728	0.9408	0.8273	0.9701	0.1626	1.0021	0.6362	0.7362	0.2975
indole-3-carboxylate	0.3049	2.1646	1.0	2.0841	1.4594	1.8925	2.305	0.9406	0.3049	1.296	0.9192	1.5034	0.3049	0.9948	0.5852	0.8289	0.3049	0.3334	1.328	0.7172	0.8666	1.0106	0.9723	1.5255	0.7841	0.8796	0.5183	0.5044	1.3744	0.475	1.5329	1.0859	0.3049	0.3049	0.6861
indoleacetylglycine	0.2418	0.2418	0.2418	1.8091	2.2873	0.2418	0.9723	0.9863	1.1434	0.2418	0.6552	1.0137	0.2418	0.2418	0.2418	0.2418	0.2418	5.2689	0.2418	0.9474	0.2418	0.459	0.2418	0.2418	0.2418	0.2418	0.2418	0.2418	0.2418	0.5	2.8253	0.2418	1.3289	0.2418	0.2418
leucine	0.9979	0.6828	1.0246	1.5679	3.5765	1.9178	3.2409	1.9971	1.8157	1.1844	2.859	0.97	1.2065	0.5314	0.5129	1.7511	1.0907	3.4576	2.346	2.5996	0.8735	4.1061	1.2922	3.32	0.7276	1.3894	1.7947	2.9448	0.845	1.7733	3.662	1.3779	3.0163	0.7312	1.14
N-acetylleucine	0.6708	1.4983	1.3844	1.4414	5.4314	1.1474	2.8438	1.3502	2.0903	0.9722	2.9814	0.9473	1.5248	0.736	0.8458	0.852	1.4494	0.5447	3.1245	5.3087	0.4421	4.0649	1.8125	5.66	0.7619	2.0492	0.9189	1.6658	0.8003	1.6867	12.9062	1.6493	3.1873	0.272	1.2116
N-butyryl-leucine	2.0792	3.3556	7.026	1.2529	9.1802	1.456	7.5032	0.9241	0.9324	1.9156	7.6078	1.2557	2.3716	1.9462	2.0302	1.5333	2.9895	0.9448	6.2954	14.3527	1.5372	14.6601	6.6237	18.489	1.1521	5.1878	2.5906	2.8563	1.2619	4.547	3.1038	3.384	5.127	0.5853	3.3977
N-succinyl-leucine	0.4383	0.3785	0.3499	1.5668	10.3898	0.67	6.9727	0.3499	0.9793	0.4429	0.951	2.737	1.1645	0.8245	1.0	1.5817	1.5249	1.3053	1.0377	0.8283	0.3499	24.4109	2.0586	1.4606	0.3499	0.4152	2.0666	0.8409	0.3499	0.8244	1.7752	0.6378	2.0189	1.3692	0.8112
1-carboxyethylleucine	1.9706	0.7904	0.4906	6.2873	95.4887	1.0239	22.0923	5.7693	38.1148	0.6039	5.1868	0.4906	1.5385	0.4906	0.4906	0.4906	1.735	0.4906	1.0288	11.2814	0.9928	8.7618	1.0	8.8235	1.0	0.9076	0.4906	0.9901	0.6065	1.511	3.2515	0.7535	4.9879	0.4906	0.4906
4-methyl-2-oxopentanoate	2.4221	1.9529	1.2752	1.1123	2.6908	1.4717	1.5349	1.1851	0.4904	0.7059	1.0	3.5072	1.0034	0.5996	0.7907	2.4905	2.046	9.7593	2.75	1.3355	2.0948	2.4441	0.7763	1.1167	0.6263	0.7501	5.6565	2.9019	1.5445	2.8608	3.6468	0.8831	1.5303	1.3609	0.7282
4-methylhexanoate (a7:0)	0.756	1.5008	1.2363	0.7482	0.4003	1.1396	0.9128	0.4003	0.4003	1.1376	0.4003	0.4003	1.19	1.1259	1.2423	1.5285	1.267	0.4003	1.0504	0.4003	1.0228	0.4003	1.3357	0.4003	1.3796	1.3493	0.8169	0.4003	0.4003	0.4003	0.9139	0.4003	0.4003	0.5281	1.5592
alpha-hydroxyisocaproate	0.9907	0.7766	5.2783	4.2897	16.4766	4.4013	30.4909	6.7895	31.4391	1.0	24.4284	1.3742	1.7388	0.6775	0.6922	2.7691	4.0937	1.3942	4.6672	32.7255	1.4332	58.7786	5.0985	15.1863	2.4278	6.0333	3.0289	5.0432	1.0	10.0151	50.6671	3.6847	21.9375	0.7995	1.6082
isovalerate (C5)	1.1796	1.4734	1.325	0.6283	0.255	1.286	0.7072	0.7512	0.2313	1.173	0.6591	1.0127	1.8312	1.3192	1.1529	1.4627	0.9799	1.0048	1.2805	0.6606	1.0872	0.3133	1.1714	0.6569	1.3466	1.2203	1.2023	1.1654	0.9559	0.866	0.2602	1.1028	0.6278	1.0892	0.8767
isovalerylglycine	1.4348	2.0521	1.6246	1.1551	0.2845	1.2412	1.2785	0.2906	0.3753	1.4337	0.9024	1.0334	0.8848	0.9474	1.4079	1.1871	1.6297	0.6436	1.4045	1.0864	0.5831	1.5012	1.1704	0.8689	0.352	1.3846	1.0413	0.6193	1.3162	0.879	2.2015	0.3852	0.5835	0.48	1.3345
isovalerylcarnitine (C5)	1.497	0.9994	2.0988	1.6856	3.1968	1.5734	1.0203	1.7902	1.6547	0.3518	1.6335	1.8374	1.4822	1.2165	1.2018	1.6155	0.781	2.2551	1.6987	1.2326	0.8841	1.105	1.3705	1.6187	1.3218	0.3518	1.0464	1.1135	0.9544	1.1838	4.5975	1.4301	0.3518	1.2224	1.359
beta-hydroxyisovalerate	1.289	1.924	1.439	1.8065	1.3418	1.2949	1.9149	1.4288	3.0015	1.1865	0.3993	1.2045	1.3747	1.0975	0.9811	1.1183	1.3625	0.6464	1.9049	0.3993	0.8171	0.3993	1.6469	2.7053	0.8434	1.3392	1.1388	1.1403	1.278	0.3993	0.3993	1.2926	1.5539	0.8642	1.5144
3-methylglutaconate	0.7237	1.4722	1.1655	3.0273	1.6404	1.6179	2.8107	1.4165	2.7686	1.5544	1.59	1.2523	1.6659	1.4608	1.0777	1.1152	0.7062	0.2191	1.8968	2.1909	0.4801	0.9772	2.0636	2.3725	0.8344	1.4877	0.942	0.7683	1.1566	1.0163	2.7528	0.9129	1.3076	1.0	2.0017
isoleucine	1.0359	0.746	0.9849	1.514	2.8196	1.912	2.7761	1.8016	1.388	1.2624	2.671	0.913	1.3359	0.5191	0.477	1.6987	1.0705	3.9132	2.5859	1.9434	1.0151	4.0074	1.4359	3.4785	0.7064	1.2711	1.7068	2.8472	0.9424	1.663	3.4758	1.2598	2.8623	0.6292	1.1793
N-acetylisoleucine	1.0	1.872	1.6714	1.0977	2.5743	1.0169	2.568	0.8716	1.0781	1.0366	1.9397	1.1683	1.3835	1.246	1.278	0.802	2.029	0.8203	3.0329	2.5026	1.1056	1.9511	2.3767	4.3645	0.9166	2.1249	1.0313	1.5227	1.2491	1.8543	3.9117	1.3766	2.3034	0.4694	1.5584
N-butyryl-isoleucine	1.3785	2.4282	4.9456	1.0294	4.1548	1.4898	4.952	0.7039	0.4682	1.6811	3.7894	1.4647	1.8189	1.9102	2.0114	1.6234	2.3708	1.0471	4.2129	6.861	1.4469	7.0214	3.8618	12.0412	1.0552	3.5073	2.0449	1.9719	1.3686	2.414	1.2738	2.28	2.7599	0.7395	2.9486
1-carboxyethylisoleucine	0.3528	0.5612	0.3528	6.6811	0.3528	1.2838	14.6865	3.3322	16.6303	0.8775	3.2194	0.3528	1.922	0.3528	0.3528	0.635	0.7249	0.3528	1.0783	7.072	0.3528	4.3203	1.0286	4.2751	1.3213	1.0162	0.3528	0.7926	0.781	1.3816	2.9602	0.748	2.0801	0.3528	0.3683
3-methyl-2-oxovalerate	2.5414	2.2257	1.1798	1.1487	2.1959	1.4826	1.227	1.1811	0.2123	0.7979	0.7926	3.6402	1.2304	0.6721	0.7705	2.6506	2.4227	10.293	2.8957	1.0	2.1266	2.1239	0.9101	0.9116	0.6911	0.7219	5.3233	3.5615	1.7157	2.5944	3.7039	0.695	1.3092	1.3176	0.723
2-hydroxy-3-methylvalerate	1.0	1.12	7.2777	6.8176	8.174	6.2996	21.1571	3.6566	9.3694	2.7605	15.6932	3.2514	1.8955	1.0	0.9689	2.2282	8.9374	2.0301	10.2312	16.9841	3.124	25.6587	8.1762	11.1519	2.4226	7.5323	3.2042	4.9571	1.3073	9.9592	54.0674	2.8321	13.4469	1.4422	3.5994
ethylmalonate	1.5064	1.3741	1.2373	1.9495	0.8033	1.2081	1.1109	0.5516	1.1082	0.9889	0.6439	4.9404	1.1601	1.232	1.2111	4.1814	4.0105	0.989	1.0106	0.7529	1.1243	0.9894	1.5254	0.8009	0.7646	0.7231	4.4825	1.051	6.6884	0.9437	1.2028	0.6443	0.5304	1.3048	1.6683
methylsuccinate	0.8502	1.35	1.2873	2.1524	10.8281	1.1684	2.4374	1.2975	1.9091	1.425	1.5191	1.2482	1.4978	1.4789	1.2076	1.4574	0.7953	0.395	1.7595	2.9087	1.0375	1.3855	1.6403	2.6567	0.9096	1.3964	1.152	0.9264	1.076	0.9018	2.42	0.6274	1.4941	0.7033	1.6821
valine	1.0667	0.761	0.9574	1.5527	4.197	2.1656	4.0261	2.3024	1.876	1.2693	3.0918	0.9979	1.1886	0.5663	0.5193	1.9132	1.1351	4.6111	2.7725	2.7476	0.9206	4.9125	1.6714	3.9794	0.7253	1.6648	1.9412	3.3542	0.8629	1.8086	5.5181	1.1702	3.2332	0.6437	1.2969
N-acetylvaline	1.0	1.5718	1.2959	1.0805	1.9488	1.17	2.1899	1.0	1.4351	0.8844	1.5527	1.289	1.5307	0.9552	0.9363	0.7272	1.3264	0.9468	2.6912	1.8992	1.0051	1.8851	1.8836	2.451	0.9622	1.8867	1.0034	1.8941	1.0538	1.5232	5.2858	0.9712	2.1033	0.4535	1.615
1-carboxyethylvaline	0.8801	1.0499	0.8063	14.5391	28.117	2.3499	26.274	6.1112	23.0717	1.014	5.6495	0.4518	1.3817	0.3433	1.4788	0.8824	1.1773	1.0188	1.569	13.2746	0.3433	9.6638	1.7496	8.8387	0.6684	1.6116	0.5271	1.1395	0.9837	2.5549	11.2728	0.9362	4.0802	0.5709	0.986
3-methyl-2-oxobutyrate	1.8252	1.7317	1.2627	0.7242	2.3289	1.0	1.3372	0.2411	0.328	0.8639	0.5608	3.2164	0.2411	0.3447	0.5157	2.1397	2.3242	10.4653	1.962	0.9175	1.8559	1.9839	0.7704	0.9693	0.5544	0.8879	4.2001	2.4564	1.3292	1.9046	2.7928	0.6094	0.7749	0.9684	0.6972
alpha-hydroxyisovalerate	0.5292	0.8442	5.2254	4.3511	9.517	2.7863	15.8024	5.5802	13.8377	0.9473	14.573	2.9515	0.755	0.8539	0.8015	1.5242	5.1133	2.0589	5.8427	19.4778	2.1251	21.8412	6.2078	10.66	1.5042	4.8107	3.3223	4.3439	0.9996	6.9916	33.0301	3.5273	11.1525	1.4191	1.8379
isobutyrylglycine (C4)	1.4931	2.7765	1.7799	1.0989	0.2476	1.2099	0.9316	0.2997	0.3683	1.207	0.776	1.2612	1.1915	1.0347	1.4092	1.256	1.0809	0.7636	2.1128	0.9164	0.5441	0.9764	0.9337	0.6571	0.4367	1.2959	0.86	0.4703	1.3264	0.9505	3.0517	0.6897	0.2623	0.4929	1.4642
3-hydroxyisobutyrate	3.2125	1.975	1.6653	0.7363	1.1856	1.5161	2.0582	0.8739	1.7804	0.8655	1.1147	1.0142	1.1266	1.7513	0.9868	1.0602	2.2956	0.682	2.1061	1.5637	1.9361	1.1647	1.29	0.9355	0.9365	1.1134	1.474	1.013	1.7224	0.766	4.4128	0.7464	1.8527	0.5829	1.7856
methionine	1.0474	0.8197	0.9577	1.6584	2.5745	1.8654	2.3192	1.7285	1.5595	1.4482	2.352	1.0243	1.352	0.6651	0.6915	1.8029	1.1691	2.5405	2.2321	1.6213	1.1086	2.4132	1.3549	2.5908	0.8335	1.4087	1.7476	2.1564	0.9924	1.7156	2.8835	1.4077	2.3448	0.4908	1.305
N-acetylmethionine	0.8164	1.165	1.1799	2.2099	2.7765	1.6698	3.3051	1.0429	1.8173	1.3875	1.9936	0.5931	1.8517	0.9601	0.9235	1.1305	1.1072	1.0449	2.2697	2.6787	0.6808	2.1267	1.6569	2.6675	0.7485	2.0408	1.3054	1.0147	1.0	1.2693	14.3629	0.865	1.6684	0.7638	1.5555
N-propionylmethionine	0.8055	1.9024	1.4923	1.9875	3.0641	2.2337	5.3323	2.3715	3.4355	1.7905	2.6372	0.4325	2.7642	1.3354	1.2233	1.2697	1.9791	0.3659	4.3993	3.2032	0.8501	1.4793	2.6892	4.9458	1.0347	3.2591	0.5498	1.1543	1.0	2.2322	17.8555	0.6218	1.3115	0.4135	2.4216
